UserID,Txn_Count_5m,Avg_Amt_1h,Foreign_Country_Count_1d,Velocity_Score
UID_01841,2,188.27,0,15.7
UID_09412,3,183.11,0,28.0
UID_06704,0,0.0,0,0.0
UID_02358,0,17.85,2,16.4
UID_05114,1,79.57,0,0.7
UID_06374,0,136.14,0,16.2
UID_08937,0,22.32,0,0.0
UID_13631,0,138.69,0,8.9
UID_04362,0,35.6,0,0.0
UID_14851,1,291.45,1,9.7
UID_08861,0,0.0,0,0.0
UID_14697,0,0.0,0,0.0
UID_10948,0,0.0,0,0.0
UID_06141,0,0.0,0,1.5
UID_06871,0,215.25,1,30.6
UID_01548,2,140.56,1,17.2
UID_12889,0,30.73,0,18.0
UID_05976,0,103.58,0,22.8
UID_12849,0,79.18,0,15.3
UID_04980,0,27.15,0,7.2
UID_03974,0,338.71,2,21.2
UID_04713,0,31.89,0,4.7
UID_08721,0,6.74,0,13.0
UID_13779,1,16.14,1,23.0
UID_06826,0,30.9,0,10.8
UID_07406,1,71.39,0,9.6
UID_04386,0,238.43,0,30.5
UID_04260,0,0.0,0,0.0
UID_14529,0,47.66,0,22.4
UID_09880,3,29.92,0,5.9
UID_02093,0,506.07,0,13.3
UID_05852,0,212.46,0,12.1
UID_03744,0,0.0,0,3.8
UID_00304,0,0.0,0,0.0
UID_08554,0,545.19,0,17.8
UID_13922,1,24.13,0,14.1
UID_03673,0,68.11,0,23.8
UID_00980,1,311.75,1,12.5
UID_07943,2,31.02,0,24.0
UID_02628,0,32.44,0,16.3
UID_06582,0,22.0,0,0.0
UID_05195,1,460.89,0,33.8
UID_06201,2,27.34,0,20.3
UID_06024,1,58.03,1,9.3
UID_01696,0,157.07,1,15.8
UID_07017,0,56.3,0,0.0
UID_03659,0,80.91,0,16.0
UID_07375,0,0.0,0,8.3
UID_04210,0,54.29,0,15.6
UID_02060,2,75.39,0,11.9
UID_03550,0,0.0,0,0.0
UID_01254,0,166.15,0,15.4
UID_11188,0,39.09,0,14.9
UID_10580,0,71.43,0,0.0
UID_07086,1,26.33,0,23.3
UID_06860,0,51.83,0,1.2
UID_10033,0,173.16,0,15.2
UID_04269,2,140.71,0,14.7
UID_02659,0,69.81,2,41.3
UID_00735,3,466.82,0,30.0
UID_09570,0,66.37,0,22.0
UID_00527,0,54.18,0,0.0
UID_04508,0,210.19,0,18.6
UID_02807,0,0.0,0,0.0
UID_00823,0,9.81,0,5.1
UID_03892,0,34.5,0,9.7
UID_02441,0,26.57,0,2.0
UID_06193,0,221.27,0,19.2
UID_06127,0,15.63,1,11.8
UID_06628,0,22.45,0,5.1
UID_08476,0,20.43,0,15.5
UID_10499,0,19.51,0,20.3
UID_07680,0,512.17,0,6.5
UID_07312,0,1334.39,1,24.1
UID_10526,0,83.73,0,12.6
UID_00180,0,15.96,0,11.3
UID_01148,1,120.62,0,23.2
UID_08388,0,135.42,0,8.5
UID_02779,0,76.44,0,13.5
UID_00334,1,54.24,0,6.8
UID_10063,1,54.27,1,21.4
UID_00195,2,190.67,0,15.0
UID_13171,0,25.96,0,6.0
UID_03060,0,10.0,0,0.0
UID_14280,1,31.59,0,15.7
UID_13627,3,28.81,0,30.3
UID_13873,0,0.0,0,0.0
UID_13471,2,669.33,2,7.3
UID_05925,0,186.16,0,0.0
UID_12213,0,119.0,0,0.0
UID_03604,0,181.2,0,21.7
UID_00627,0,49.34,0,8.7
UID_04413,0,66.6,1,18.8
UID_13496,0,0.0,0,0.0
UID_10769,0,177.41,0,12.6
UID_06046,0,0.0,0,0.0
UID_02719,0,98.72,0,15.7
UID_12732,0,75.92,0,23.1
UID_07736,2,87.1,0,10.1
UID_12720,0,55.89,1,5.5
UID_05258,1,86.71,0,25.5
UID_14881,0,89.09,0,25.9
UID_03310,2,6.92,0,26.6
UID_05272,0,24.84,0,1.6
UID_02337,0,169.4,2,20.9
UID_13962,2,24.53,0,18.4
UID_11425,1,342.16,0,31.2
UID_12845,0,121.41,0,7.9
UID_08862,0,12.73,0,10.8
UID_00612,0,44.8,0,20.3
UID_06910,0,0.0,0,0.0
UID_05005,2,6.79,2,13.0
UID_12308,0,0.0,0,13.9
UID_05360,0,48.1,0,6.2
UID_00520,0,0.0,0,0.0
UID_03497,0,160.44,1,0.0
UID_07446,0,130.39,0,12.5
UID_13334,0,0.0,0,0.0
UID_13813,0,0.0,2,0.0
UID_01351,0,50.36,0,11.7
UID_07019,0,23.99,0,24.1
UID_12918,0,10.25,0,0.0
UID_04973,3,163.3,0,32.5
UID_01208,0,0.0,0,0.0
UID_04322,0,15.54,0,2.8
UID_12535,0,99.83,1,14.0
UID_00562,2,89.77,0,26.1
UID_00100,1,86.7,0,19.5
UID_02657,0,124.68,1,15.0
UID_13623,0,13.34,0,6.2
UID_08226,0,5.98,0,4.4
UID_07571,0,0.0,1,0.0
UID_05635,1,96.63,0,15.3
UID_10326,2,183.07,2,28.9
UID_07931,2,5.0,0,3.0
UID_09777,2,46.66,0,6.3
UID_09951,0,58.71,0,18.2
UID_03946,0,5.0,0,0.0
UID_13135,0,5.0,0,25.0
UID_06430,1,239.56,0,7.3
UID_12593,0,210.05,0,25.5
UID_10411,0,11.22,0,0.0
UID_09386,0,5.9,0,6.5
UID_14992,1,44.35,0,19.3
UID_07895,0,23.97,0,2.1
UID_03969,0,45.12,0,18.4
UID_07080,0,68.13,0,11.9
UID_00195,0,70.73,0,9.8
UID_09287,0,155.63,0,14.4
UID_06018,0,7.29,0,4.6
UID_01248,0,62.58,0,23.5
UID_02405,0,54.19,0,7.9
UID_04670,1,58.03,0,18.0
UID_04541,1,67.37,0,30.5
UID_11655,0,7.95,0,12.1
UID_03315,0,40.04,0,11.3
UID_02471,1,40.73,0,21.8
UID_08167,0,116.57,0,12.5
UID_03545,0,26.42,1,2.0
UID_03797,0,100.8,0,13.1
UID_02876,0,41.62,0,1.9
UID_10614,0,28.55,0,0.0
UID_13117,0,35.59,0,21.0
UID_13176,0,7.08,0,2.0
UID_00501,0,55.32,0,25.8
UID_02374,1,151.4,0,26.2
UID_01854,0,32.66,0,10.3
UID_01117,0,0.0,0,0.0
UID_02667,0,104.73,2,17.3
UID_08798,0,53.67,2,0.0
UID_08676,0,124.86,0,1.1
UID_01299,1,816.51,0,26.5
UID_02056,0,39.65,2,0.0
UID_14822,1,83.61,0,19.2
UID_13470,0,71.53,0,16.1
UID_12873,0,47.7,0,12.1
UID_03110,3,17.39,0,29.9
UID_08398,3,51.52,2,28.5
UID_07605,0,218.59,0,2.5
UID_06893,0,40.39,0,17.9
UID_14687,0,64.93,0,1.9
UID_09662,0,133.78,2,1.3
UID_07389,0,20.95,0,15.2
UID_08851,0,378.74,0,25.1
UID_12670,2,33.96,0,36.4
UID_14511,1,49.64,1,0.8
UID_04938,0,60.55,1,0.3
UID_01368,0,9.97,0,6.6
UID_11483,0,5.19,1,0.0
UID_11349,1,59.07,0,24.1
UID_14054,0,0.0,0,0.0
UID_07629,0,6.29,0,3.2
UID_11382,0,30.75,0,14.0
UID_00298,1,10.26,0,17.7
UID_12182,0,0.0,1,0.0
UID_06590,0,42.53,0,20.7
UID_14593,0,12.13,0,11.8
UID_06512,2,98.91,0,13.8
UID_11695,0,89.28,0,15.7
UID_02192,2,126.97,0,14.1
UID_06167,2,302.27,2,15.4
UID_02502,1,194.81,0,25.1
UID_03467,0,0.0,0,7.5
UID_13639,0,33.4,0,0.0
UID_00674,0,128.43,0,6.6
UID_11946,1,48.22,0,5.8
UID_03252,0,115.76,0,10.5
UID_07892,2,27.87,0,17.5
UID_03158,1,156.72,0,38.8
UID_00602,0,68.66,0,32.2
UID_04899,0,116.36,0,32.5
UID_01464,0,94.73,0,11.7
UID_05289,0,29.12,1,9.7
UID_08488,1,10.93,0,8.2
UID_06439,0,106.31,0,26.8
UID_06303,0,18.31,0,19.3
UID_14200,0,0.0,0,0.0
UID_00599,0,93.47,1,6.9
UID_10064,1,76.08,0,13.7
UID_14513,0,16.76,0,0.0
UID_08653,0,0.0,0,0.0
UID_07953,1,52.1,1,15.8
UID_11791,1,67.0,0,12.0
UID_01845,0,26.98,0,9.1
UID_12210,0,59.23,0,11.4
UID_01522,0,39.2,0,2.0
UID_02819,2,341.69,0,18.7
UID_02890,0,98.6,0,4.4
UID_06056,0,89.82,0,13.4
UID_07753,0,62.11,0,30.8
UID_11347,0,79.26,0,25.9
UID_09945,0,0.0,0,0.0
UID_12526,1,134.65,0,29.0
UID_05431,1,56.03,0,0.0
UID_05347,0,57.63,1,8.5
UID_13051,0,142.12,0,23.5
UID_10717,1,32.29,0,19.8
UID_14670,3,142.37,0,19.2
UID_13461,2,169.17,0,19.6
UID_10790,0,327.93,0,35.8
UID_07675,0,91.4,0,12.6
UID_06979,1,25.86,0,19.8
UID_08965,0,51.47,0,11.6
UID_05337,0,0.0,0,0.0
UID_11703,1,25.31,0,19.3
UID_07843,1,108.0,1,30.7
UID_13599,0,0.0,0,9.2
UID_11258,0,50.04,0,4.8
UID_13637,0,5.03,0,4.2
UID_09972,3,181.77,0,9.3
UID_04652,0,11.02,0,3.7
UID_10966,0,0.0,0,6.5
UID_10634,0,0.0,0,9.8
UID_08689,3,14.64,0,17.5
UID_08302,0,0.0,0,0.0
UID_01008,0,1140.62,0,11.8
UID_04024,2,88.67,0,7.4
UID_11713,1,5.0,0,20.3
UID_13522,0,15.83,0,22.5
UID_07806,0,15.22,0,0.0
UID_03304,0,0.0,0,1.0
UID_10073,1,21.5,0,15.9
UID_05874,2,186.58,0,19.0
UID_08565,0,56.82,1,0.0
UID_13525,0,10.94,0,22.6
UID_10991,1,5.0,0,12.1
UID_05573,0,21.48,0,17.0
UID_07501,2,52.33,1,20.9
UID_09624,0,0.0,0,2.2
UID_04973,2,10.78,0,25.4
UID_00155,0,60.54,0,10.7
UID_07841,0,0.0,0,0.0
UID_01955,0,52.2,0,24.7
UID_06038,0,75.64,1,18.7
UID_01303,0,0.0,1,0.3
UID_02835,0,33.11,0,11.3
UID_12569,0,57.21,0,29.7
UID_12160,0,45.29,0,3.4
UID_09581,0,0.0,0,4.2
UID_07335,0,12.02,0,0.0
UID_03515,0,895.33,0,9.8
UID_06698,0,54.55,0,0.0
UID_02216,0,6.34,0,12.9
UID_14076,0,93.01,0,10.5
UID_05149,0,21.54,0,4.3
UID_00018,0,42.0,0,0.0
UID_03847,0,6.01,0,13.2
UID_07194,0,27.07,1,11.6
UID_11761,0,24.11,0,23.6
UID_13767,1,19.71,0,16.1
UID_04749,0,0.0,2,4.6
UID_06361,2,5.0,0,19.2
UID_07759,0,0.0,0,22.4
UID_05404,2,61.72,0,31.1
UID_06800,0,26.43,0,0.0
UID_13421,0,380.86,0,6.9
UID_10934,0,5.0,0,16.0
UID_09562,1,13.94,1,10.7
UID_12128,0,0.0,0,5.5
UID_05098,1,21.54,0,17.7
UID_09176,0,72.66,0,10.8
UID_01869,1,16.58,0,23.1
UID_13671,0,170.46,0,26.4
UID_05078,0,115.41,0,7.6
UID_05640,0,0.0,0,1.2
UID_00793,0,34.21,2,16.7
UID_00961,2,33.23,0,1.0
UID_03326,0,0.0,0,0.0
UID_03065,0,178.55,0,28.1
UID_07429,0,646.98,0,26.4
UID_00998,0,145.71,0,8.4
UID_07594,0,5.0,0,0.0
UID_07252,0,13.08,0,11.2
UID_04994,2,41.35,0,26.8
UID_11393,0,96.22,0,8.0
UID_00512,0,100.98,0,3.3
UID_12152,2,21.43,2,13.3
UID_01789,0,52.2,0,10.5
UID_03111,0,60.9,0,11.3
UID_11469,0,0.0,2,0.0
UID_06193,0,30.06,0,18.0
UID_08176,2,182.45,1,17.5
UID_02486,1,42.5,2,30.4
UID_01459,1,223.13,0,21.4
UID_13610,3,138.39,0,45.1
UID_07998,0,5.0,1,13.7
UID_10096,0,0.0,1,14.8
UID_13252,3,98.0,0,35.0
UID_00514,0,126.85,0,18.6
UID_12546,0,65.0,1,11.3
UID_02081,0,45.24,0,20.6
UID_09464,0,74.71,2,17.9
UID_04481,0,44.69,0,7.8
UID_01069,0,0.0,0,0.0
UID_11652,0,11.19,0,16.9
UID_07777,0,65.19,0,10.6
UID_04651,0,0.0,0,10.2
UID_10629,0,22.21,0,12.6
UID_13443,2,5.9,0,38.4
UID_03322,1,34.87,0,22.4
UID_10088,0,35.66,2,5.0
UID_13850,1,49.8,0,19.8
UID_00922,0,19.66,1,14.1
UID_13962,1,261.78,0,26.7
UID_10363,1,14.09,0,0.0
UID_07425,0,8.47,0,18.9
UID_08388,1,22.75,0,35.2
UID_13539,1,79.01,2,20.0
UID_13847,0,6.79,0,3.0
UID_04472,1,15.06,0,44.3
UID_02798,0,64.93,0,2.3
UID_10376,0,15.92,0,16.2
UID_00838,0,0.0,0,0.0
UID_05815,0,171.03,0,10.1
UID_03617,2,94.74,0,0.0
UID_12054,0,115.02,1,0.0
UID_04131,0,83.93,0,7.0
UID_00030,0,22.43,0,28.5
UID_04546,0,7.32,0,0.0
UID_14974,0,38.67,0,5.2
UID_03796,1,41.01,0,18.9
UID_11217,0,258.52,0,11.5
UID_02741,0,87.93,0,12.0
UID_01951,0,20.39,0,12.4
UID_11795,0,0.0,0,7.2
UID_03198,3,24.82,0,3.0
UID_05826,0,192.22,0,30.0
UID_01546,0,41.99,0,10.8
UID_09304,0,8.41,0,0.0
UID_07120,0,92.34,0,23.3
UID_00091,0,139.64,0,2.9
UID_13475,2,35.18,0,8.2
UID_09629,0,0.0,1,1.4
UID_04166,0,47.36,0,16.6
UID_13326,1,21.76,0,9.4
UID_12881,3,30.51,0,22.7
UID_14505,0,185.75,0,22.3
UID_00760,2,16.77,1,18.4
UID_13926,0,0.0,0,21.9
UID_05708,0,0.0,0,0.0
UID_01618,0,42.23,0,1.4
UID_10819,0,0.0,0,0.0
UID_13087,0,30.59,1,0.0
UID_01334,0,5.0,0,0.0
UID_07096,0,54.96,0,4.0
UID_01029,3,17.77,0,4.0
UID_07346,0,345.96,1,0.0
UID_00538,0,110.41,0,0.6
UID_10917,0,289.25,0,34.9
UID_11450,3,66.26,0,9.3
UID_03497,0,0.0,0,0.0
UID_13322,0,114.45,0,31.3
UID_07216,1,92.33,0,17.3
UID_12536,0,14.91,0,0.0
UID_03443,1,60.6,0,11.0
UID_07467,0,11.14,0,8.1
UID_11259,4,212.21,2,42.0
UID_08246,0,36.16,2,26.0
UID_11789,0,280.01,0,25.2
UID_09956,0,65.34,0,17.5
UID_00948,0,63.89,0,0.0
UID_05780,2,22.35,2,29.9
UID_10487,0,130.11,0,13.8
UID_01777,0,76.5,1,13.4
UID_05282,1,221.55,0,13.3
UID_04162,0,38.95,2,8.9
UID_07065,0,120.57,0,11.9
UID_00768,4,7.95,0,40.2
UID_07239,0,17.72,0,16.2
UID_11707,1,5.51,0,6.4
UID_12342,0,54.61,0,12.3
UID_11096,0,235.87,0,23.1
UID_13055,0,68.54,0,26.1
UID_01792,0,95.73,0,13.7
UID_07031,0,80.66,0,30.4
UID_11545,0,11.78,0,7.1
UID_06330,1,143.03,1,18.3
UID_00109,0,476.82,1,2.3
UID_10665,0,20.5,1,21.7
UID_13588,0,155.37,0,21.3
UID_08764,0,66.97,0,25.9
UID_14171,0,0.0,0,17.3
UID_11314,0,38.14,0,1.4
UID_13610,1,96.67,2,19.4
UID_06040,0,0.0,0,0.0
UID_11537,2,39.88,0,43.5
UID_07706,0,80.5,0,9.8
UID_01127,0,68.81,0,17.7
UID_08398,0,88.83,0,16.9
UID_10899,3,6.14,0,43.2
UID_11741,0,0.0,2,0.0
UID_11892,1,199.6,1,13.2
UID_14847,1,26.48,0,0.0
UID_07992,0,72.17,1,8.2
UID_04307,2,214.12,0,31.8
UID_10543,3,14.93,0,17.6
UID_09476,0,219.76,0,9.2
UID_04506,0,112.81,0,18.5
UID_09532,0,37.58,0,16.1
UID_14864,0,0.0,0,0.0
UID_01881,0,0.0,1,0.0
UID_14562,0,164.85,0,10.3
UID_10113,0,0.0,0,6.4
UID_14294,2,280.8,0,46.0
UID_03412,0,9.07,0,2.5
UID_13554,1,49.07,0,1.8
UID_07085,1,12.54,1,4.5
UID_06342,0,109.6,1,1.5
UID_08946,1,111.38,0,10.2
UID_10929,2,59.48,0,18.2
UID_10146,1,68.59,0,17.3
UID_14679,0,56.12,0,11.4
UID_00465,0,11.74,0,1.6
UID_04209,0,54.47,0,16.4
UID_04956,0,0.0,0,2.5
UID_13919,3,89.93,0,25.8
UID_03709,0,35.15,0,19.3
UID_08008,0,59.38,0,25.8
UID_12174,0,28.1,2,19.7
UID_07911,0,457.74,0,17.0
UID_11299,0,19.2,0,8.3
UID_05573,0,623.03,0,24.4
UID_08830,0,75.35,0,0.0
UID_12407,0,0.0,0,9.8
UID_03444,0,38.24,0,3.4
UID_14396,0,6.12,0,8.2
UID_06703,0,196.45,0,0.0
UID_04375,2,31.8,0,25.0
UID_05430,0,7.44,0,5.2
UID_11679,0,1509.85,0,46.8
UID_03041,2,8.71,1,24.2
UID_08817,1,98.76,0,22.7
UID_10066,0,17.19,0,15.0
UID_00628,1,164.3,0,12.7
UID_12267,0,0.0,0,0.9
UID_00722,0,61.64,0,16.8
UID_13504,0,83.53,0,0.0
UID_09775,0,18.57,0,7.6
UID_13892,0,139.22,0,26.2
UID_08755,0,30.38,0,7.1
UID_04584,0,137.12,0,3.8
UID_14481,0,0.0,0,4.2
UID_07093,0,8.2,0,14.7
UID_13319,2,55.08,0,32.4
UID_12559,0,7.49,2,12.9
UID_05943,0,51.43,0,0.0
UID_03306,0,9.22,2,1.7
UID_13086,0,15.17,0,0.0
UID_13373,2,80.71,0,21.8
UID_08558,2,5.0,0,9.5
UID_01039,0,72.77,0,16.9
UID_08203,0,8.49,0,2.5
UID_11395,0,0.0,1,0.0
UID_00113,0,13.42,0,8.9
UID_12519,0,184.13,0,5.9
UID_12889,0,34.9,0,4.7
UID_06623,0,313.11,0,16.5
UID_00311,0,24.06,0,17.1
UID_11861,0,459.34,0,30.3
UID_01705,0,29.0,0,0.0
UID_01119,0,312.3,0,19.7
UID_08705,2,286.73,0,26.9
UID_13880,0,20.8,0,7.1
UID_09313,1,43.38,0,15.9
UID_06568,0,239.03,0,12.2
UID_08730,1,55.65,0,17.2
UID_00798,0,22.12,0,13.5
UID_06344,0,0.0,0,9.2
UID_00841,0,39.03,0,11.6
UID_04369,0,0.0,0,6.6
UID_13970,0,203.21,1,45.3
UID_00480,0,0.0,0,5.2
UID_12889,0,82.96,0,0.0
UID_10213,0,5.19,1,0.0
UID_05560,0,0.0,0,0.0
UID_03928,1,5.0,0,9.9
UID_12855,1,211.26,0,28.0
UID_09389,0,111.27,2,15.1
UID_00245,0,21.38,0,0.0
UID_08865,2,65.4,0,9.7
UID_10646,0,109.81,0,7.2
UID_07341,0,34.75,0,18.1
UID_12581,2,522.34,2,17.1
UID_06642,0,6.95,0,31.6
UID_09893,0,13.87,2,6.3
UID_10926,4,302.35,0,37.9
UID_13004,0,248.9,0,19.9
UID_04059,1,54.82,0,21.6
UID_14956,0,60.23,1,9.3
UID_14132,0,50.18,0,31.2
UID_00479,0,0.0,0,0.0
UID_10807,2,8.58,0,0.0
UID_07488,0,176.26,0,18.2
UID_06747,0,0.0,0,6.8
UID_10158,4,31.2,0,34.1
UID_11778,0,18.87,1,14.2
UID_05034,2,51.31,0,17.3
UID_00512,0,97.75,0,4.9
UID_14403,0,149.5,0,15.7
UID_06542,2,127.09,0,19.7
UID_05192,0,121.62,0,15.3
UID_14665,0,79.37,0,0.0
UID_06740,0,15.5,0,0.0
UID_05956,2,8.75,0,9.3
UID_02247,0,48.57,0,11.0
UID_12351,0,373.04,0,11.6
UID_07965,0,64.74,0,9.2
UID_10343,4,42.84,2,43.0
UID_00009,0,22.2,0,29.9
UID_14991,3,31.34,1,32.1
UID_07529,0,21.76,0,0.0
UID_02794,0,50.45,0,18.1
UID_00753,0,12.08,0,8.9
UID_07653,2,35.17,0,11.1
UID_13278,0,216.77,0,32.1
UID_13506,0,186.95,0,19.9
UID_00111,1,26.47,0,4.2
UID_02292,0,5.0,0,18.2
UID_06504,0,69.02,0,11.5
UID_08539,1,23.07,0,26.1
UID_01367,0,0.0,0,0.0
UID_11272,0,9.6,0,1.3
UID_03019,0,311.11,0,9.6
UID_13803,0,42.63,0,18.1
UID_04628,0,58.74,0,14.0
UID_02540,1,165.74,0,34.1
UID_08200,0,43.97,0,22.5
UID_00823,0,347.34,0,8.4
UID_10531,2,102.46,1,25.8
UID_13082,1,148.33,0,12.1
UID_12902,1,32.73,0,17.9
UID_06672,0,0.0,0,6.0
UID_03822,0,54.92,1,6.2
UID_14126,0,0.0,0,8.9
UID_01520,3,11.2,1,10.2
UID_12179,0,96.17,0,3.4
UID_05097,0,0.0,0,0.0
UID_07834,0,346.96,0,12.0
UID_08359,0,113.16,0,5.8
UID_11836,1,193.93,0,10.9
UID_12594,0,56.94,0,2.0
UID_07814,0,0.0,1,3.5
UID_11012,0,0.0,1,12.9
UID_00885,0,15.29,0,15.8
UID_10810,2,10.88,0,22.7
UID_12214,0,193.02,0,0.1
UID_05940,0,35.1,0,19.1
UID_08998,0,0.0,1,0.0
UID_13603,0,6.09,0,2.1
UID_08822,2,214.55,0,24.5
UID_03823,1,147.68,0,2.2
UID_07534,1,43.41,0,7.6
UID_12582,0,60.11,0,13.6
UID_12299,0,26.4,0,5.2
UID_04463,0,0.0,0,0.0
UID_10669,0,116.6,0,0.0
UID_13431,0,84.14,1,6.3
UID_02263,0,92.57,2,15.9
UID_03127,0,227.66,0,0.6
UID_10182,1,112.12,0,9.0
UID_12964,0,7.15,0,0.0
UID_06371,0,83.89,0,17.3
UID_11795,0,0.0,0,0.0
UID_05925,0,0.0,0,0.3
UID_03646,0,0.0,0,0.0
UID_11094,0,94.68,0,23.0
UID_00453,0,0.0,0,0.0
UID_04402,2,24.52,1,11.6
UID_06237,0,11.84,0,5.8
UID_06275,0,20.76,0,9.4
UID_13106,0,98.15,0,15.8
UID_04391,0,43.01,0,14.5
UID_02631,3,120.07,0,40.0
UID_06532,0,0.0,1,15.9
UID_12657,0,142.7,0,3.6
UID_10096,0,128.1,0,33.6
UID_04983,0,89.08,0,6.7
UID_04933,0,121.93,0,29.3
UID_08254,0,45.43,0,16.2
UID_11611,3,13.2,0,16.7
UID_14139,2,8.88,0,34.1
UID_09186,2,47.24,0,37.5
UID_09408,0,204.51,0,27.8
UID_13464,4,31.12,0,38.4
UID_12529,0,26.8,0,14.6
UID_05958,0,41.21,0,21.6
UID_05829,0,0.0,0,4.5
UID_08457,0,0.0,0,0.1
UID_10238,0,32.8,0,7.3
UID_04050,0,32.08,0,4.7
UID_07328,0,0.0,0,6.6
UID_11719,0,31.83,0,27.7
UID_10051,0,56.28,0,12.4
UID_11909,1,36.93,1,21.5
UID_01672,0,33.24,0,21.7
UID_11316,2,16.48,0,50.5
UID_09066,1,68.93,1,5.7
UID_11632,0,0.0,0,1.2
UID_08870,4,63.05,0,24.1
UID_03225,1,7.59,0,0.0
UID_10363,0,144.26,0,9.1
UID_14373,0,0.0,0,4.6
UID_04266,2,46.18,0,4.6
UID_09904,2,47.01,0,15.8
UID_12834,1,30.08,0,17.8
UID_08936,3,28.42,0,18.5
UID_08591,0,98.37,0,12.4
UID_14467,2,9.44,0,0.0
UID_01849,0,44.98,0,29.2
UID_00317,2,49.54,2,12.9
UID_09841,0,5.0,0,1.8
UID_00244,1,1510.32,0,14.1
UID_02913,0,0.0,0,0.0
UID_01326,0,19.66,0,8.0
UID_01214,0,114.77,0,36.3
UID_00966,3,94.15,2,19.4
UID_11693,0,36.47,2,9.8
UID_14938,0,0.0,0,0.1
UID_06942,0,0.0,0,0.0
UID_06911,0,57.73,0,19.8
UID_08505,0,9.0,0,0.4
UID_00607,0,0.0,0,0.0
UID_05153,0,34.81,0,3.2
UID_11339,0,62.25,1,6.1
UID_12617,0,203.76,0,9.5
UID_08862,0,5.0,0,5.0
UID_08307,0,127.97,1,1.4
UID_13727,1,18.24,0,26.1
UID_08908,0,0.0,0,0.0
UID_06092,0,0.0,1,3.8
UID_04404,2,81.45,0,30.6
UID_09664,0,115.64,0,21.6
UID_04889,1,56.14,0,19.0
UID_05763,0,0.0,1,0.0
UID_13509,1,253.2,0,5.8
UID_03583,1,7.7,2,16.7
UID_04550,0,16.99,0,8.9
UID_10063,0,62.13,0,10.0
UID_06329,0,94.7,0,13.9
UID_00908,1,154.56,0,28.3
UID_13309,1,105.43,0,9.8
UID_10079,1,77.83,0,3.5
UID_05275,0,0.0,0,8.5
UID_13375,0,131.31,0,0.0
UID_03682,0,45.36,0,16.5
UID_00504,0,80.26,0,15.3
UID_09198,0,15.46,0,3.9
UID_00474,0,124.34,0,25.2
UID_06560,0,93.01,0,20.3
UID_03832,0,11.33,0,28.6
UID_02158,0,195.09,0,28.1
UID_02376,0,91.19,0,16.7
UID_05980,0,46.19,0,13.3
UID_11249,0,21.27,0,7.7
UID_09361,2,22.11,0,18.7
UID_13490,0,62.16,0,5.7
UID_09626,0,22.75,0,12.1
UID_05851,0,87.52,0,32.4
UID_14513,2,33.32,2,27.8
UID_10650,0,61.91,0,5.7
UID_12575,0,612.15,0,19.2
UID_12799,0,50.84,0,7.7
UID_01288,0,76.66,2,14.7
UID_14546,0,115.34,0,18.5
UID_14723,0,62.2,0,23.2
UID_09683,0,520.86,0,22.2
UID_11400,1,115.95,0,19.2
UID_10924,0,160.48,0,10.3
UID_02628,0,87.53,0,25.6
UID_07741,0,23.92,0,2.8
UID_01962,0,0.0,2,0.0
UID_00812,0,16.16,0,13.7
UID_03865,0,0.0,2,0.0
UID_05600,0,63.07,0,11.0
UID_07458,0,41.36,0,11.5
UID_08920,0,0.0,0,0.0
UID_13356,0,13.04,0,0.0
UID_11884,0,72.22,0,1.4
UID_14100,0,5.0,0,6.4
UID_01969,0,0.0,0,0.0
UID_07319,1,29.49,0,16.1
UID_13312,0,200.85,1,22.8
UID_04881,0,28.71,0,16.1
UID_14397,1,153.91,0,39.0
UID_00701,0,33.19,0,20.4
UID_05291,0,0.0,0,0.0
UID_08685,0,2608.32,0,31.3
UID_10314,2,297.93,0,32.1
UID_09666,0,341.68,0,38.5
UID_01538,1,57.92,0,39.5
UID_06892,0,40.63,0,0.0
UID_00435,0,53.86,0,14.5
UID_12941,1,19.75,0,16.8
UID_04794,0,97.09,0,10.6
UID_10724,1,29.69,0,3.4
UID_10127,1,53.8,0,5.1
UID_08046,0,66.32,1,11.7
UID_08124,0,219.79,0,17.9
UID_02847,0,30.49,0,2.6
UID_07235,1,46.89,0,20.4
UID_13310,2,104.15,0,28.1
UID_05762,0,0.0,0,0.0
UID_07480,0,0.0,0,0.0
UID_12118,0,115.74,1,10.5
UID_06295,0,78.84,0,34.7
UID_13217,1,99.92,1,24.3
UID_07379,0,41.92,0,22.9
UID_00317,2,36.17,0,13.6
UID_09081,0,56.83,0,4.8
UID_14916,1,7.94,0,12.7
UID_14938,1,6.69,0,27.8
UID_10267,2,122.91,0,36.5
UID_05016,0,473.56,0,20.7
UID_10137,0,0.0,1,0.0
UID_07624,0,5.0,0,6.9
UID_10373,0,72.02,0,9.2
UID_02290,0,33.16,0,5.3
UID_07415,0,5.0,1,0.4
UID_00488,0,0.0,0,0.0
UID_00543,1,52.03,1,14.2
UID_06728,0,0.0,0,7.6
UID_09740,3,18.82,1,14.3
UID_13218,0,9.21,2,10.4
UID_02535,0,141.84,0,13.7
UID_09964,0,25.21,1,28.9
UID_06320,2,89.07,2,27.9
UID_09648,1,573.09,0,24.6
UID_04945,0,0.0,0,0.0
UID_12297,0,107.45,0,21.4
UID_05755,2,107.55,2,21.6
UID_13547,0,55.56,0,1.6
UID_03421,2,7.01,0,24.6
UID_08010,2,17.89,0,26.2
UID_02103,1,24.5,0,3.1
