LogID,TransactionID,Model_Version,Prediction_Score,Decision_Engine_Result,Final_Outcome,FeatureVector
LID_001508,TID_001508,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 162.74, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 21.5}"
LID_001509,TID_001509,v1.3,0.2496,REVIEW,CLEARED,"{""Txn_Amt"": 26.18, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 37.6}"
LID_001510,TID_001510,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 235.02, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 8.7}"
LID_001511,TID_001511,v1.4,0.1841,REVIEW,CLEARED,"{""Txn_Amt"": 47.92, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 2.1}"
LID_001512,TID_001512,v1.3,0.2199,REVIEW,CLEARED,"{""Txn_Amt"": 95.68, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 62.2}"
LID_001513,TID_001513,v1.4,0.0862,ACCEPT,CLEARED,"{""Txn_Amt"": 212.32, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 73.8}"
LID_001514,TID_001514,v1.3,0.021,ACCEPT,CLEARED,"{""Txn_Amt"": 19.29, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 74.3}"
LID_001515,TID_001515,v1.2,0.027,ACCEPT,CLEARED,"{""Txn_Amt"": 140.63, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 93.3}"
LID_001516,TID_001516,v1.3,0.0014,ACCEPT,CLEARED,"{""Txn_Amt"": 6.23, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 61.5}"
LID_001517,TID_001517,v1.3,0.0315,ACCEPT,CLEARED,"{""Txn_Amt"": 124.07, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 91.7}"
LID_001518,TID_001518,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 137.24, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 1.8}"
LID_001519,TID_001519,v1.4,0.0554,ACCEPT,CLEARED,"{""Txn_Amt"": 94.16, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 19.8}"
LID_001520,TID_001520,v1.2,0.1379,REVIEW,CLEARED,"{""Txn_Amt"": 159.55, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 75.3}"
LID_001521,TID_001521,v1.3,0.4533,REVIEW,CLEARED,"{""Txn_Amt"": 59.99, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 35.8}"
LID_001522,TID_001522,v1.3,0.1564,REVIEW,CLEARED,"{""Txn_Amt"": 7.01, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 75.0}"
LID_001523,TID_001523,v1.3,0.0262,ACCEPT,CLEARED,"{""Txn_Amt"": 144.96, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 76.3}"
LID_001524,TID_001524,v1.3,0.0028,ACCEPT,CLEARED,"{""Txn_Amt"": 793.54, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 18.6}"
LID_001525,TID_001525,v1.4,0.3256,REVIEW,CLEARED,"{""Txn_Amt"": 183.48, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 65.2}"
LID_001526,TID_001526,v1.3,0.1014,REVIEW,CLEARED,"{""Txn_Amt"": 116.46, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 52.1}"
LID_001527,TID_001527,v1.2,0.2847,REVIEW,CLEARED,"{""Txn_Amt"": 61.5, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 21.2}"
LID_001528,TID_001528,v1.4,0.0271,ACCEPT,CLEARED,"{""Txn_Amt"": 455.68, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 80.1}"
LID_001529,TID_001529,v1.3,0.006,ACCEPT,CLEARED,"{""Txn_Amt"": 32.15, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 75.2}"
LID_001530,TID_001530,v1.2,0.0228,ACCEPT,CLEARED,"{""Txn_Amt"": 56.36, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 93.4}"
LID_001531,TID_001531,v1.2,0.0774,ACCEPT,CLEARED,"{""Txn_Amt"": 20.84, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 48.4}"
LID_001532,TID_001532,v1.3,0.0879,ACCEPT,CLEARED,"{""Txn_Amt"": 115.03, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 87.1}"
LID_001533,TID_001533,v1.3,0.0343,ACCEPT,CLEARED,"{""Txn_Amt"": 102.55, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 90.5}"
LID_001534,TID_001534,v1.3,0.1916,REVIEW,CLEARED,"{""Txn_Amt"": 515.19, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 38.0}"
LID_001535,TID_001535,v1.4,0.0026,ACCEPT,CLEARED,"{""Txn_Amt"": 917.34, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 8.4}"
LID_001536,TID_001536,v1.3,0.035,ACCEPT,CLEARED,"{""Txn_Amt"": 175.03, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 24.4}"
LID_001537,TID_001537,v1.3,0.0189,ACCEPT,CLEARED,"{""Txn_Amt"": 14.03, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 1.8}"
LID_001538,TID_001538,v1.3,0.0095,ACCEPT,CLEARED,"{""Txn_Amt"": 31.27, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 99.2}"
LID_001539,TID_001539,v1.2,0.0786,ACCEPT,CLEARED,"{""Txn_Amt"": 25.2, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 83.7}"
LID_001540,TID_001540,v1.3,0.0592,ACCEPT,CLEARED,"{""Txn_Amt"": 67.81, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 38.4}"
LID_001541,TID_001541,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 102.08, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 75.1}"
LID_001542,TID_001542,v1.2,0.0211,ACCEPT,CLEARED,"{""Txn_Amt"": 227.74, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 94.6}"
LID_001543,TID_001543,v1.3,0.0021,ACCEPT,CLEARED,"{""Txn_Amt"": 73.24, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 83.1}"
LID_001544,TID_001544,v1.3,0.004,ACCEPT,CLEARED,"{""Txn_Amt"": 410.25, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 95.3}"
LID_001545,TID_001545,v1.4,0.0074,ACCEPT,CLEARED,"{""Txn_Amt"": 138.06, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 9.6}"
LID_001546,TID_001546,v1.4,0.1359,REVIEW,CLEARED,"{""Txn_Amt"": 35.52, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 93.9}"
LID_001547,TID_001547,v1.3,0.0232,ACCEPT,CLEARED,"{""Txn_Amt"": 17.21, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 27.0}"
LID_001548,TID_001548,v1.4,0.0468,ACCEPT,CLEARED,"{""Txn_Amt"": 54.54, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 74.2}"
LID_001549,TID_001549,v1.4,0.6367,DECLINE,FRAUD,"{""Txn_Amt"": 95.81, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 60.5}"
LID_001550,TID_001550,v1.3,0.0442,ACCEPT,CLEARED,"{""Txn_Amt"": 15.0, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 54.6}"
LID_001551,TID_001551,v1.4,0.1388,REVIEW,CLEARED,"{""Txn_Amt"": 174.68, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 50.0}"
LID_001552,TID_001552,v1.2,0.0063,ACCEPT,CLEARED,"{""Txn_Amt"": 274.11, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 7.0}"
LID_001553,TID_001553,v1.4,0.1993,REVIEW,CLEARED,"{""Txn_Amt"": 271.36, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 42.5}"
LID_001554,TID_001554,v1.4,0.2188,REVIEW,CLEARED,"{""Txn_Amt"": 175.02, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 71.1}"
LID_001555,TID_001555,v1.3,0.0016,ACCEPT,CLEARED,"{""Txn_Amt"": 38.17, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 16.6}"
LID_001556,TID_001556,v1.3,0.0581,ACCEPT,CLEARED,"{""Txn_Amt"": 78.44, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 5.4}"
LID_001557,TID_001557,v1.3,0.0445,ACCEPT,CLEARED,"{""Txn_Amt"": 11.75, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 67.1}"
LID_001558,TID_001558,v1.4,0.1394,REVIEW,CLEARED,"{""Txn_Amt"": 98.52, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 31.7}"
LID_001559,TID_001559,v1.3,0.0367,ACCEPT,CLEARED,"{""Txn_Amt"": 87.81, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 10.3}"
LID_001560,TID_001560,v1.4,0.2203,REVIEW,CLEARED,"{""Txn_Amt"": 58.1, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 32.4}"
LID_001561,TID_001561,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 20.33, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 12.6}"
LID_001562,TID_001562,v1.3,0.0146,ACCEPT,CLEARED,"{""Txn_Amt"": 145.01, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 85.0}"
LID_001563,TID_001563,v1.4,0.1938,REVIEW,CLEARED,"{""Txn_Amt"": 144.89, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 67.3}"
LID_001564,TID_001564,v1.3,0.0022,ACCEPT,CLEARED,"{""Txn_Amt"": 99.97, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 53.6}"
LID_001565,TID_001565,v1.4,0.0025,ACCEPT,CLEARED,"{""Txn_Amt"": 255.4, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 49.4}"
LID_001566,TID_001566,v1.4,0.3547,REVIEW,CLEARED,"{""Txn_Amt"": 305.93, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 65.9}"
LID_001567,TID_001567,v1.4,0.0312,ACCEPT,CLEARED,"{""Txn_Amt"": 60.83, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 90.5}"
LID_001568,TID_001568,v1.3,0.1013,REVIEW,CLEARED,"{""Txn_Amt"": 89.37, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 86.2}"
LID_001569,TID_001569,v1.3,0.0794,ACCEPT,CLEARED,"{""Txn_Amt"": 28.01, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 47.5}"
LID_001570,TID_001570,v1.3,0.107,REVIEW,CLEARED,"{""Txn_Amt"": 159.52, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 29.2}"
LID_001571,TID_001571,v1.4,0.0123,ACCEPT,CLEARED,"{""Txn_Amt"": 97.69, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 13.4}"
LID_001572,TID_001572,v1.3,0.0102,ACCEPT,CLEARED,"{""Txn_Amt"": 77.09, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 77.3}"
LID_001573,TID_001573,v1.4,0.3293,REVIEW,CLEARED,"{""Txn_Amt"": 232.39, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 13.4}"
LID_001574,TID_001574,v1.3,0.1948,REVIEW,CLEARED,"{""Txn_Amt"": 34.47, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 16.7}"
LID_001575,TID_001575,v1.3,0.07,ACCEPT,CLEARED,"{""Txn_Amt"": 215.45, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 22.1}"
LID_001576,TID_001576,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 716.84, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 39.0}"
LID_001577,TID_001577,v1.3,0.1826,REVIEW,CLEARED,"{""Txn_Amt"": 413.72, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 5.4}"
LID_001578,TID_001578,v1.3,0.0753,ACCEPT,CLEARED,"{""Txn_Amt"": 234.03, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 99.0}"
LID_001579,TID_001579,v1.3,0.0363,ACCEPT,CLEARED,"{""Txn_Amt"": 13.18, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 5.1}"
LID_001580,TID_001580,v1.3,0.1255,REVIEW,CLEARED,"{""Txn_Amt"": 30.09, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 47.5}"
LID_001581,TID_001581,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 34.12, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 67.6}"
LID_001582,TID_001582,v1.4,0.2013,REVIEW,CLEARED,"{""Txn_Amt"": 47.21, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 71.5}"
LID_001583,TID_001583,v1.4,0.005,ACCEPT,CLEARED,"{""Txn_Amt"": 357.59, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 97.5}"
LID_001584,TID_001584,v1.3,0.0571,ACCEPT,CLEARED,"{""Txn_Amt"": 27.01, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 35.1}"
LID_001585,TID_001585,v1.2,0.0014,ACCEPT,CLEARED,"{""Txn_Amt"": 500.8, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 12.0}"
LID_001586,TID_001586,v1.3,0.0212,ACCEPT,CLEARED,"{""Txn_Amt"": 26.08, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 9.9}"
LID_001587,TID_001587,v1.4,0.0035,ACCEPT,CLEARED,"{""Txn_Amt"": 16.52, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 6.5}"
LID_001588,TID_001588,v1.3,0.0081,ACCEPT,CLEARED,"{""Txn_Amt"": 64.14, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 11.9}"
LID_001589,TID_001589,v1.3,0.2727,REVIEW,CLEARED,"{""Txn_Amt"": 378.64, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 44.1}"
LID_001590,TID_001590,v1.3,0.0584,ACCEPT,CLEARED,"{""Txn_Amt"": 389.3, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 99.0}"
LID_001591,TID_001591,v1.2,0.1355,REVIEW,CLEARED,"{""Txn_Amt"": 1139.09, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 52.5}"
LID_001592,TID_001592,v1.3,0.0956,ACCEPT,CLEARED,"{""Txn_Amt"": 56.84, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 67.3}"
LID_001593,TID_001593,v1.3,0.1409,REVIEW,CLEARED,"{""Txn_Amt"": 94.43, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 18.5}"
LID_001594,TID_001594,v1.3,0.0144,ACCEPT,CLEARED,"{""Txn_Amt"": 387.98, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 26.4}"
LID_001595,TID_001595,v1.3,0.2151,REVIEW,CLEARED,"{""Txn_Amt"": 45.97, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 21.2}"
LID_001596,TID_001596,v1.3,0.2467,REVIEW,CLEARED,"{""Txn_Amt"": 45.32, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 5.3}"
LID_001597,TID_001597,v1.4,0.0044,ACCEPT,CLEARED,"{""Txn_Amt"": 141.01, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 86.1}"
LID_001598,TID_001598,v1.4,0.0045,ACCEPT,CLEARED,"{""Txn_Amt"": 74.43, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 18.0}"
LID_001599,TID_001599,v1.3,0.001,ACCEPT,FRAUD,"{""Txn_Amt"": 177.92, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 73.3}"
LID_001600,TID_001600,v1.4,0.0445,ACCEPT,CLEARED,"{""Txn_Amt"": 334.6, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 52.0}"
LID_001601,TID_001601,v1.2,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 104.02, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 20.9}"
LID_001602,TID_001602,v1.3,0.0818,ACCEPT,CLEARED,"{""Txn_Amt"": 183.15, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 11.5}"
LID_001603,TID_001603,v1.3,0.088,ACCEPT,CLEARED,"{""Txn_Amt"": 141.7, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 9.8}"
LID_001604,TID_001604,v1.3,0.0389,ACCEPT,CLEARED,"{""Txn_Amt"": 250.24, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 14.4}"
LID_001605,TID_001605,v1.4,0.0151,ACCEPT,CLEARED,"{""Txn_Amt"": 453.37, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 45.3}"
LID_001606,TID_001606,v1.2,0.0273,ACCEPT,CLEARED,"{""Txn_Amt"": 30.32, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 25.1}"
LID_001607,TID_001607,v1.3,0.1384,REVIEW,CLEARED,"{""Txn_Amt"": 101.07, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 28.4}"
LID_001608,TID_001608,v1.3,0.0599,ACCEPT,CLEARED,"{""Txn_Amt"": 49.55, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 5.5}"
LID_001609,TID_001609,v1.3,0.1233,REVIEW,FRAUD,"{""Txn_Amt"": 56.34, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 53.1}"
LID_001610,TID_001610,v1.4,0.3346,REVIEW,CLEARED,"{""Txn_Amt"": 401.25, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 53.2}"
LID_001611,TID_001611,v1.3,0.004,ACCEPT,CLEARED,"{""Txn_Amt"": 643.8, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 51.2}"
LID_001612,TID_001612,v1.3,0.365,REVIEW,CLEARED,"{""Txn_Amt"": 38.74, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 42.2}"
LID_001613,TID_001613,v1.4,0.1714,REVIEW,CLEARED,"{""Txn_Amt"": 139.43, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 38.2}"
LID_001614,TID_001614,v1.3,0.1073,REVIEW,CLEARED,"{""Txn_Amt"": 295.51, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 35.6}"
LID_001615,TID_001615,v1.3,0.2149,REVIEW,CLEARED,"{""Txn_Amt"": 22.68, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 30.7}"
LID_001616,TID_001616,v1.4,0.0936,ACCEPT,CLEARED,"{""Txn_Amt"": 17.48, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 16.2}"
LID_001617,TID_001617,v1.2,0.0635,ACCEPT,CLEARED,"{""Txn_Amt"": 158.91, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 71.3}"
LID_001618,TID_001618,v1.3,0.0056,ACCEPT,CLEARED,"{""Txn_Amt"": 202.24, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 16.9}"
LID_001619,TID_001619,v1.3,0.1992,REVIEW,CLEARED,"{""Txn_Amt"": 235.52, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 25.4}"
LID_001620,TID_001620,v1.4,0.1802,REVIEW,CLEARED,"{""Txn_Amt"": 225.73, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 86.3}"
LID_001621,TID_001621,v1.3,0.2773,REVIEW,CLEARED,"{""Txn_Amt"": 212.46, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 92.5}"
LID_001622,TID_001622,v1.4,0.006,ACCEPT,CLEARED,"{""Txn_Amt"": 211.06, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 79.4}"
LID_001623,TID_001623,v1.3,0.0618,ACCEPT,CLEARED,"{""Txn_Amt"": 51.13, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 59.0}"
LID_001624,TID_001624,v1.4,0.0533,ACCEPT,CLEARED,"{""Txn_Amt"": 93.85, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 44.6}"
LID_001625,TID_001625,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 90.21, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 94.5}"
LID_001626,TID_001626,v1.4,0.1303,REVIEW,CLEARED,"{""Txn_Amt"": 158.43, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 65.9}"
LID_001627,TID_001627,v1.3,0.2171,REVIEW,CLEARED,"{""Txn_Amt"": 37.35, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 49.4}"
LID_001628,TID_001628,v1.3,0.014,ACCEPT,CLEARED,"{""Txn_Amt"": 6.15, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 18.9}"
LID_001629,TID_001629,v1.3,0.0032,ACCEPT,CLEARED,"{""Txn_Amt"": 91.33, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 37.4}"
LID_001630,TID_001630,v1.2,0.1839,REVIEW,FRAUD,"{""Txn_Amt"": 38.06, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 43.9}"
LID_001631,TID_001631,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 24.85, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 28.7}"
LID_001632,TID_001632,v1.4,0.0405,ACCEPT,CLEARED,"{""Txn_Amt"": 334.19, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 28.6}"
LID_001633,TID_001633,v1.3,0.1627,REVIEW,CLEARED,"{""Txn_Amt"": 44.82, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 65.2}"
LID_001634,TID_001634,v1.3,0.1624,REVIEW,CLEARED,"{""Txn_Amt"": 25.43, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 66.7}"
LID_001635,TID_001635,v1.4,0.2475,REVIEW,CLEARED,"{""Txn_Amt"": 34.12, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 26.0}"
LID_001636,TID_001636,v1.3,0.1253,REVIEW,CLEARED,"{""Txn_Amt"": 46.43, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 78.5}"
LID_001637,TID_001637,v1.3,0.3656,REVIEW,CLEARED,"{""Txn_Amt"": 22.16, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 12.3}"
LID_001638,TID_001638,v1.3,0.0244,ACCEPT,CLEARED,"{""Txn_Amt"": 126.02, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 30.8}"
LID_001639,TID_001639,v1.4,0.1319,REVIEW,CLEARED,"{""Txn_Amt"": 25.46, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 24.7}"
LID_001640,TID_001640,v1.2,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 41.3, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 85.0}"
LID_001641,TID_001641,v1.3,0.0062,ACCEPT,CLEARED,"{""Txn_Amt"": 110.81, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 73.8}"
LID_001642,TID_001642,v1.3,0.1081,REVIEW,CLEARED,"{""Txn_Amt"": 39.48, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 7.4}"
LID_001643,TID_001643,v1.4,0.0086,ACCEPT,CLEARED,"{""Txn_Amt"": 46.76, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 71.0}"
LID_001644,TID_001644,v1.4,0.0553,ACCEPT,CLEARED,"{""Txn_Amt"": 47.14, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 72.8}"
LID_001645,TID_001645,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 206.89, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 12.6}"
LID_001646,TID_001646,v1.3,0.0365,ACCEPT,CLEARED,"{""Txn_Amt"": 696.38, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 79.6}"
LID_001647,TID_001647,v1.3,0.3865,REVIEW,CLEARED,"{""Txn_Amt"": 53.84, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 27.1}"
LID_001648,TID_001648,v1.2,0.0124,ACCEPT,CLEARED,"{""Txn_Amt"": 57.07, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 87.0}"
LID_001649,TID_001649,v1.3,0.0886,ACCEPT,CLEARED,"{""Txn_Amt"": 121.43, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 29.6}"
LID_001650,TID_001650,v1.3,0.4449,REVIEW,CLEARED,"{""Txn_Amt"": 133.19, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 96.1}"
LID_001651,TID_001651,v1.3,0.0185,ACCEPT,CLEARED,"{""Txn_Amt"": 100.71, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 59.5}"
