TransactionID,UserID,Transaction_Amount,Transaction_Timestamp
TID_022897,UID_09107,517.53,2025-09-23 16:34:25
TID_022898,UID_05875,239.52,2025-10-07 00:20:32
TID_022899,UID_13340,1009.42,2025-09-08 06:08:35
TID_022900,UID_03132,365.65,2025-09-11 07:06:50
TID_022901,UID_13867,829.04,2025-10-19 13:03:12
TID_022902,UID_06691,202.17,2025-09-28 16:43:30
TID_022903,UID_14458,94.11,2025-10-13 15:27:03
TID_022904,UID_07547,434.84,2025-07-30 16:39:55
TID_022905,UID_12699,76.49,2025-07-29 20:19:02
TID_022906,UID_02578,57.17,2025-08-15 20:11:36
TID_022907,UID_11102,149.67,2025-09-18 17:55:19
TID_022908,UID_12162,880.4,2025-08-08 06:30:24
TID_022909,UID_08049,151.94,2025-08-27 20:14:06
TID_022910,UID_07155,215.47,2025-09-19 06:09:32
TID_022911,UID_08835,99.24,2025-08-10 18:52:55
TID_022912,UID_04847,301.88,2025-08-03 23:37:50
TID_022913,UID_01508,208.98,2025-09-24 02:44:44
TID_022914,UID_09845,287.5,2025-09-27 04:27:58
TID_022915,UID_06329,3505.34,2025-10-23 11:52:59
TID_022916,UID_02727,73.11,2025-09-11 14:34:49
TID_022917,UID_05048,707.78,2025-09-28 09:30:28
TID_022918,UID_10700,985.93,2025-08-23 03:54:32
TID_022919,UID_12803,987.02,2025-10-05 18:31:40
TID_022920,UID_10407,73.08,2025-10-18 12:23:14
TID_022921,UID_10931,471.28,2025-09-22 23:43:12
TID_022922,UID_12106,2958.67,2025-09-13 05:07:15
TID_022923,UID_08123,214.61,2025-10-01 11:33:50
TID_022924,UID_07147,98.82,2025-10-20 04:55:49
TID_022925,UID_02623,183.57,2025-09-25 14:23:12
TID_022926,UID_09852,190.56,2025-08-24 01:09:11
TID_022927,UID_04416,168.92,2025-08-28 18:42:59
TID_022928,UID_02715,237.04,2025-10-01 20:30:06
TID_022929,UID_13302,89.9,2025-09-06 17:44:58
TID_022930,UID_14621,65.0,2025-09-27 05:09:50
TID_022931,UID_07531,175.99,2025-08-03 04:19:28
TID_022932,UID_09152,991.52,2025-08-10 11:25:20
TID_022933,UID_01110,534.72,2025-09-19 21:57:57
TID_022934,UID_02328,217.25,2025-09-13 22:58:14
TID_022935,UID_07336,198.51,2025-10-19 20:26:27
TID_022936,UID_04372,96.43,2025-10-13 12:46:53
TID_022937,UID_11547,585.34,2025-08-30 15:13:52
TID_022938,UID_10341,36.67,2025-10-23 03:00:02
TID_022939,UID_07435,745.68,2025-09-06 15:09:06
TID_022940,UID_00116,1249.74,2025-09-10 12:36:29
TID_022941,UID_06178,1456.61,2025-10-16 17:59:08
TID_022942,UID_02105,109.34,2025-08-07 04:09:00
TID_022943,UID_03589,742.03,2025-08-14 20:11:16
TID_022944,UID_07258,191.1,2025-08-18 10:26:47
TID_022945,UID_07909,70.22,2025-08-14 07:06:29
TID_022946,UID_14804,84.7,2025-10-10 12:04:11
TID_022947,UID_13084,499.52,2025-10-05 08:07:21
TID_022948,UID_01018,188.6,2025-09-30 13:12:15
TID_022949,UID_02234,428.34,2025-08-18 13:47:37
TID_022950,UID_01172,131.91,2025-10-09 11:25:45
TID_022951,UID_14747,44.02,2025-10-21 11:12:01
TID_022952,UID_03604,942.49,2025-10-02 13:23:18
TID_022953,UID_06280,97.29,2025-09-11 22:30:01
TID_022954,UID_08543,2061.06,2025-09-27 05:11:08
TID_022955,UID_05147,244.22,2025-09-01 16:51:05
TID_022956,UID_05299,203.46,2025-09-29 10:38:53
TID_022957,UID_03327,390.84,2025-08-07 16:22:28
TID_022958,UID_12376,639.69,2025-08-10 07:21:41
TID_022959,UID_08233,191.37,2025-10-15 11:52:19
TID_022960,UID_07922,552.51,2025-10-11 18:28:35
TID_022961,UID_03761,110.7,2025-07-27 12:43:17
TID_022962,UID_04972,410.88,2025-10-05 12:42:42
TID_022963,UID_01968,926.42,2025-08-06 04:17:13
TID_022964,UID_06818,547.41,2025-09-21 19:06:00
TID_022965,UID_04083,56.19,2025-10-11 06:18:25
TID_022966,UID_14351,260.08,2025-07-28 18:34:09
TID_022967,UID_11877,374.35,2025-09-21 01:35:24
TID_022968,UID_11288,62.95,2025-07-31 13:35:26
TID_022969,UID_05467,633.02,2025-09-22 12:26:43
TID_022970,UID_07904,153.51,2025-10-09 02:08:09
TID_022971,UID_01292,12.86,2025-10-05 05:14:52
TID_022972,UID_06262,522.6,2025-08-30 14:06:51
TID_022973,UID_04600,533.02,2025-09-05 20:50:01
TID_022974,UID_10145,582.63,2025-10-03 19:13:02
TID_022975,UID_08562,206.48,2025-10-20 21:54:40
TID_022976,UID_04736,553.64,2025-08-30 02:06:43
TID_022977,UID_10637,772.93,2025-08-30 23:00:12
TID_022978,UID_14670,78.59,2025-09-12 03:05:18
TID_022979,UID_07486,522.23,2025-07-26 22:06:53
TID_022980,UID_01991,168.6,2025-08-25 12:54:55
TID_022981,UID_03760,220.76,2025-09-20 09:59:13
TID_022982,UID_06969,641.17,2025-09-16 00:46:26
TID_022983,UID_00486,198.15,2025-08-08 20:20:38
TID_022984,UID_14158,440.43,2025-08-27 23:47:48
TID_022985,UID_06659,259.15,2025-09-03 04:58:59
TID_022986,UID_02483,106.01,2025-09-16 01:26:32
TID_022987,UID_11102,372.58,2025-08-14 21:55:55
TID_022988,UID_12388,466.59,2025-08-19 21:46:38
TID_022989,UID_10775,474.73,2025-10-17 11:00:10
TID_022990,UID_06552,149.2,2025-09-10 04:58:52
TID_022991,UID_01348,344.86,2025-10-04 01:12:58
TID_022992,UID_09788,279.8,2025-10-12 18:02:35
TID_022993,UID_03467,476.34,2025-09-04 01:17:25
TID_022994,UID_13797,1197.12,2025-08-05 05:33:18
TID_022995,UID_04521,226.93,2025-10-10 04:32:13
TID_022996,UID_02811,999.95,2025-09-30 10:05:58
TID_022997,UID_03128,1202.88,2025-10-01 21:26:02
TID_022998,UID_04683,140.17,2025-10-10 18:24:11
TID_022999,UID_06465,486.14,2025-09-07 16:12:01
TID_023000,UID_04859,166.11,2025-08-20 13:24:48
TID_023001,UID_00689,636.92,2025-09-18 17:51:31
TID_023002,UID_04871,184.92,2025-09-08 15:26:19
TID_023003,UID_00268,34.2,2025-08-08 12:45:33
TID_023004,UID_12607,57.25,2025-10-05 02:59:44
TID_023005,UID_02513,390.53,2025-10-02 04:59:17
TID_023006,UID_08542,701.48,2025-09-23 13:51:45
TID_023007,UID_13453,264.42,2025-08-24 18:35:26
TID_023008,UID_07850,228.85,2025-09-25 23:58:19
TID_023009,UID_12407,99.62,2025-10-16 09:34:07
TID_023010,UID_01938,307.86,2025-08-09 20:14:11
TID_023011,UID_09806,148.36,2025-10-22 02:42:34
TID_023012,UID_03901,122.79,2025-10-01 06:25:42
TID_023013,UID_12820,164.34,2025-10-20 06:54:12
TID_023014,UID_11393,87.1,2025-10-10 16:48:09
TID_023015,UID_12735,174.17,2025-09-01 17:55:25
TID_023016,UID_11889,272.54,2025-09-26 02:00:47
TID_023017,UID_14490,1369.18,2025-07-27 09:02:54
TID_023018,UID_08141,279.38,2025-10-04 11:36:42
TID_023019,UID_14128,134.15,2025-10-23 21:11:33
TID_023020,UID_04745,272.96,2025-08-29 22:03:23
TID_023021,UID_01155,319.27,2025-08-13 03:13:01
TID_023022,UID_04895,378.19,2025-08-17 02:55:37
TID_023023,UID_07514,376.59,2025-08-04 22:09:02
TID_023024,UID_05852,63.48,2025-09-24 18:23:29
TID_023025,UID_14534,419.22,2025-10-02 09:24:52
TID_023026,UID_03049,268.35,2025-08-07 10:24:24
TID_023027,UID_13526,80.7,2025-10-01 12:06:46
TID_023028,UID_10863,113.79,2025-09-08 17:26:26
TID_023029,UID_01984,97.96,2025-10-11 07:44:36
TID_023030,UID_11054,126.52,2025-10-17 05:58:33
TID_023031,UID_08622,545.14,2025-08-12 12:46:01
TID_023032,UID_12616,281.74,2025-09-25 01:02:09
TID_023033,UID_04796,733.76,2025-09-19 08:38:40
TID_023034,UID_02352,692.55,2025-08-29 15:51:59
TID_023035,UID_07051,356.04,2025-09-17 00:08:30
TID_023036,UID_14590,253.45,2025-10-06 20:09:56
TID_023037,UID_11655,317.66,2025-09-07 21:04:00
TID_023038,UID_02411,145.0,2025-09-20 19:20:21
TID_023039,UID_03445,108.5,2025-08-31 12:14:43
TID_023040,UID_14178,74.53,2025-09-09 19:17:37
TID_023041,UID_05124,346.05,2025-10-11 20:24:52
TID_023042,UID_12293,219.23,2025-09-20 20:04:18
TID_023043,UID_07531,248.57,2025-08-05 16:09:22
TID_023044,UID_01157,191.21,2025-10-10 18:03:13
TID_023045,UID_05402,171.53,2025-10-24 00:54:03
TID_023046,UID_12969,1245.14,2025-08-19 04:10:05
TID_023047,UID_12886,256.17,2025-10-22 04:34:45
TID_023048,UID_14566,136.38,2025-08-24 19:12:46
TID_023049,UID_06887,385.13,2025-08-26 15:19:57
TID_023050,UID_06853,1488.87,2025-10-12 16:25:45
TID_023051,UID_11769,73.25,2025-08-16 12:46:56
TID_023052,UID_11636,108.74,2025-08-25 12:02:47
TID_023053,UID_05338,294.48,2025-10-18 14:45:28
TID_023054,UID_02802,149.32,2025-08-13 09:12:34
TID_023055,UID_10110,214.29,2025-09-18 22:24:35
TID_023056,UID_09643,760.32,2025-09-26 20:14:43
TID_023057,UID_04077,215.66,2025-09-21 16:19:02
TID_023058,UID_02771,65.07,2025-07-28 07:28:06
TID_023059,UID_01685,675.72,2025-09-13 22:35:24
TID_023060,UID_06853,194.45,2025-09-12 16:52:35
TID_023061,UID_13680,102.08,2025-08-01 10:17:57
TID_023062,UID_12693,18.58,2025-10-02 04:06:27
TID_023063,UID_00020,185.95,2025-09-19 07:54:18
TID_023064,UID_02094,303.08,2025-10-07 23:43:46
TID_023065,UID_12061,730.3,2025-09-05 03:37:27
TID_023066,UID_08443,520.03,2025-09-20 22:42:02
TID_023067,UID_10164,1916.29,2025-08-17 05:41:26
TID_023068,UID_10022,160.04,2025-08-06 01:09:14
TID_023069,UID_08400,285.35,2025-09-06 03:06:33
TID_023070,UID_02819,1863.95,2025-10-14 07:25:14
TID_023071,UID_01301,97.32,2025-09-21 00:43:40
TID_023072,UID_02744,2496.64,2025-08-26 01:56:01
TID_023073,UID_06897,474.73,2025-10-18 01:43:27
TID_023074,UID_14246,34.97,2025-10-07 03:58:49
TID_023075,UID_01185,154.12,2025-09-07 05:50:57
TID_023076,UID_03744,29.72,2025-09-29 00:15:57
TID_023077,UID_05973,1819.77,2025-10-14 21:54:03
TID_023078,UID_12850,199.53,2025-10-11 18:09:25
TID_023079,UID_13766,286.37,2025-09-10 11:57:03
TID_023080,UID_10022,141.84,2025-08-26 03:47:43
TID_023081,UID_12426,347.49,2025-09-20 08:15:31
TID_023082,UID_13505,205.96,2025-10-12 02:36:12
TID_023083,UID_08176,398.27,2025-09-16 12:06:27
TID_023084,UID_13628,216.73,2025-08-08 09:39:38
TID_023085,UID_09973,210.85,2025-07-29 00:06:02
TID_023086,UID_11075,681.45,2025-10-04 01:01:38
TID_023087,UID_13450,172.35,2025-07-29 11:23:26
TID_023088,UID_08276,428.94,2025-07-31 01:35:02
TID_023089,UID_01386,76.22,2025-08-26 12:06:30
TID_023090,UID_06686,99.24,2025-08-08 19:45:08
TID_023091,UID_08545,928.03,2025-09-19 05:23:09
TID_023092,UID_06718,419.62,2025-10-06 06:24:26
TID_023093,UID_04448,1334.94,2025-10-18 03:47:24
TID_023094,UID_00452,79.16,2025-10-23 21:31:00
TID_023095,UID_14304,94.59,2025-08-27 08:16:59
TID_023096,UID_12369,738.9,2025-08-14 02:29:26
TID_023097,UID_10833,413.46,2025-09-19 11:08:10
TID_023098,UID_01767,363.7,2025-09-16 07:23:24
TID_023099,UID_04313,143.82,2025-07-30 14:47:49
TID_023100,UID_06111,122.32,2025-08-20 20:33:27
TID_023101,UID_13638,97.84,2025-10-19 04:37:21
TID_023102,UID_00059,717.09,2025-09-13 17:39:45
TID_023103,UID_10316,334.76,2025-10-20 05:07:19
TID_023104,UID_01064,210.86,2025-08-26 13:19:52
TID_023105,UID_14726,163.86,2025-08-01 07:14:51
TID_023106,UID_10813,1265.94,2025-08-07 03:19:49
TID_023107,UID_13717,1390.72,2025-10-12 04:45:13
TID_023108,UID_11666,487.43,2025-09-17 10:05:06
TID_023109,UID_11543,801.28,2025-10-06 04:29:32
TID_023110,UID_07848,269.84,2025-08-15 04:44:13
TID_023111,UID_03627,378.75,2025-08-21 18:52:11
TID_023112,UID_02516,341.18,2025-09-01 11:09:21
TID_023113,UID_03412,324.33,2025-10-06 01:27:41
TID_023114,UID_13929,566.32,2025-09-05 13:36:44
TID_023115,UID_02531,742.71,2025-09-28 02:23:58
TID_023116,UID_07210,528.48,2025-10-13 06:55:48
TID_023117,UID_07411,26.94,2025-09-15 15:43:53
TID_023118,UID_07957,711.73,2025-10-07 12:16:16
TID_023119,UID_09247,528.9,2025-09-19 17:33:40
TID_023120,UID_09230,205.87,2025-10-20 21:37:03
TID_023121,UID_04455,50.91,2025-10-02 21:34:29
TID_023122,UID_05946,234.74,2025-08-13 21:59:33
TID_023123,UID_01484,317.19,2025-10-23 20:27:13
TID_023124,UID_11879,192.83,2025-08-09 03:15:16
TID_023125,UID_06966,952.87,2025-08-25 19:30:01
TID_023126,UID_11949,160.94,2025-08-22 16:19:05
TID_023127,UID_05632,751.58,2025-09-09 02:17:11
TID_023128,UID_07235,874.05,2025-09-08 23:30:41
TID_023129,UID_14950,111.32,2025-08-18 16:05:00
TID_023130,UID_02308,219.72,2025-07-29 09:38:04
TID_023131,UID_12269,428.27,2025-10-16 10:38:16
TID_023132,UID_01108,412.93,2025-09-19 16:17:55
TID_023133,UID_03311,584.53,2025-08-05 17:33:59
TID_023134,UID_06662,150.8,2025-08-20 20:21:19
TID_023135,UID_03361,82.61,2025-10-05 10:19:56
TID_023136,UID_04093,99.18,2025-09-18 12:02:26
TID_023137,UID_05686,389.62,2025-08-03 16:17:44
TID_023138,UID_08616,210.36,2025-08-10 07:59:19
TID_023139,UID_00017,229.39,2025-09-05 10:14:46
TID_023140,UID_12057,427.09,2025-09-21 01:47:34
TID_023141,UID_09458,340.55,2025-09-30 12:10:07
TID_023142,UID_08603,434.07,2025-07-27 19:07:48
TID_023143,UID_02280,118.28,2025-09-04 11:50:33
TID_023144,UID_10864,271.84,2025-07-30 23:28:59
TID_023145,UID_07853,788.75,2025-10-17 07:25:55
TID_023146,UID_09596,194.81,2025-10-06 11:51:14
TID_023147,UID_05231,132.49,2025-09-21 00:50:20
TID_023148,UID_08270,388.08,2025-07-27 14:00:36
TID_023149,UID_01160,293.65,2025-10-23 15:02:26
TID_023150,UID_12353,335.03,2025-08-02 04:29:12
TID_023151,UID_03128,289.33,2025-07-29 17:49:59
TID_023152,UID_11425,138.28,2025-08-17 05:32:37
TID_023153,UID_05531,178.61,2025-08-26 02:01:31
TID_023154,UID_08856,70.1,2025-09-20 02:02:21
TID_023155,UID_01458,47.39,2025-07-30 04:13:46
TID_023156,UID_04223,61.79,2025-09-01 07:21:25
TID_023157,UID_08479,41.07,2025-09-14 12:50:00
TID_023158,UID_04945,151.5,2025-09-21 03:04:05
TID_023159,UID_05269,780.95,2025-08-20 03:38:07
TID_023160,UID_07070,145.31,2025-10-16 04:31:19
TID_023161,UID_05793,9.06,2025-08-05 02:52:31
TID_023162,UID_14703,296.99,2025-09-21 01:48:16
TID_023163,UID_04861,339.56,2025-08-23 04:26:30
TID_023164,UID_02688,610.96,2025-10-03 07:16:30
TID_023165,UID_12355,93.15,2025-09-05 11:16:04
TID_023166,UID_05907,147.85,2025-09-21 05:13:33
TID_023167,UID_00944,391.85,2025-08-04 15:37:12
TID_023168,UID_06315,90.79,2025-08-30 01:11:43
TID_023169,UID_04607,1179.45,2025-08-19 23:39:28
TID_023170,UID_07791,768.74,2025-09-27 08:58:58
TID_023171,UID_11171,138.97,2025-09-27 02:20:47
TID_023172,UID_12207,204.71,2025-09-01 00:22:08
TID_023173,UID_08067,459.74,2025-10-04 11:45:51
TID_023174,UID_07650,248.82,2025-10-11 07:54:31
TID_023175,UID_06684,117.67,2025-10-01 15:51:54
TID_023176,UID_13967,317.78,2025-08-29 00:12:30
TID_023177,UID_11604,83.4,2025-10-04 20:06:30
TID_023178,UID_11035,2222.11,2025-08-01 19:15:38
TID_023179,UID_12304,660.41,2025-08-14 13:04:15
TID_023180,UID_04331,353.54,2025-09-05 04:42:31
TID_023181,UID_05793,99.97,2025-10-08 11:30:33
TID_023182,UID_09732,535.86,2025-07-31 08:13:13
TID_023183,UID_11759,1057.54,2025-10-14 16:54:15
TID_023184,UID_14927,429.73,2025-08-14 00:15:44
TID_023185,UID_10171,1001.56,2025-09-16 17:51:59
TID_023186,UID_08942,106.37,2025-08-27 12:36:47
TID_023187,UID_04225,319.81,2025-10-08 23:14:48
TID_023188,UID_14852,63.27,2025-09-04 14:36:54
TID_023189,UID_08338,35.99,2025-10-10 08:01:05
TID_023190,UID_05883,60.92,2025-10-03 14:55:51
TID_023191,UID_01395,148.8,2025-08-09 00:13:14
TID_023192,UID_14587,636.77,2025-09-11 04:49:50
TID_023193,UID_04530,357.39,2025-09-08 23:57:05
TID_023194,UID_14723,1187.2,2025-10-16 11:26:32
TID_023195,UID_12168,68.85,2025-08-11 09:49:26
TID_023196,UID_14279,402.51,2025-08-08 18:18:34
TID_023197,UID_08469,74.37,2025-08-27 10:08:17
TID_023198,UID_01548,87.0,2025-09-28 15:04:13
TID_023199,UID_05608,44.16,2025-08-18 02:36:34
TID_023200,UID_01277,218.21,2025-08-02 06:27:49
TID_023201,UID_09553,422.73,2025-08-26 18:45:21
TID_023202,UID_13750,644.11,2025-09-11 04:39:10
TID_023203,UID_03898,1453.48,2025-09-28 21:29:17
TID_023204,UID_09380,162.54,2025-08-26 05:05:40
TID_023205,UID_11661,300.28,2025-07-31 16:50:13
TID_023206,UID_08678,126.14,2025-08-12 20:24:00
TID_023207,UID_08254,194.32,2025-09-17 23:44:19
TID_023208,UID_00555,96.82,2025-10-23 14:06:44
TID_023209,UID_13194,51.71,2025-08-27 09:35:40
TID_023210,UID_10497,98.97,2025-09-17 05:06:35
TID_023211,UID_03660,194.54,2025-08-15 14:29:48
TID_023212,UID_03502,288.12,2025-08-17 02:29:06
TID_023213,UID_01402,56.34,2025-10-18 07:33:41
TID_023214,UID_10031,97.91,2025-09-07 16:39:39
TID_023215,UID_10087,157.54,2025-07-31 13:38:47
TID_023216,UID_12791,1912.46,2025-09-14 18:49:42
TID_023217,UID_00781,398.65,2025-09-02 17:19:37
TID_023218,UID_02259,52.59,2025-09-17 17:23:25
TID_023219,UID_09203,408.83,2025-10-21 15:17:57
TID_023220,UID_02639,38.99,2025-08-11 14:51:03
TID_023221,UID_00985,28.81,2025-10-09 17:20:28
TID_023222,UID_07863,481.05,2025-09-09 15:22:06
TID_023223,UID_14628,544.45,2025-09-24 17:05:03
TID_023224,UID_12797,363.04,2025-10-04 16:08:06
TID_023225,UID_10333,33.7,2025-09-08 00:13:47
TID_023226,UID_02958,985.09,2025-09-02 11:06:56
TID_023227,UID_08234,136.6,2025-10-13 16:50:50
TID_023228,UID_09838,112.12,2025-09-23 09:27:15
TID_023229,UID_00033,239.51,2025-09-20 17:47:47
TID_023230,UID_12912,415.24,2025-09-02 14:02:10
TID_023231,UID_09383,179.28,2025-09-30 20:29:51
TID_023232,UID_01750,101.73,2025-08-18 18:35:14
TID_023233,UID_08631,1312.69,2025-08-21 19:43:42
TID_023234,UID_07555,199.8,2025-09-09 13:40:38
TID_023235,UID_09502,133.48,2025-09-21 21:38:18
TID_023236,UID_02000,78.59,2025-10-22 23:32:54
TID_023237,UID_07140,74.15,2025-08-29 10:43:05
TID_023238,UID_00199,188.2,2025-10-03 04:27:12
TID_023239,UID_13838,464.73,2025-10-22 20:00:26
TID_023240,UID_06629,240.55,2025-08-06 16:07:39
TID_023241,UID_03033,192.23,2025-07-27 10:56:54
TID_023242,UID_02478,145.05,2025-09-11 06:24:08
TID_023243,UID_13118,246.83,2025-09-23 09:15:52
TID_023244,UID_11541,48.11,2025-09-26 08:39:29
TID_023245,UID_00162,141.92,2025-08-09 00:13:35
TID_023246,UID_05531,258.76,2025-09-06 02:32:14
TID_023247,UID_11623,283.0,2025-08-06 02:50:17
TID_023248,UID_05848,871.44,2025-08-06 18:31:33
TID_023249,UID_05031,117.23,2025-08-31 17:07:22
TID_023250,UID_02494,224.66,2025-08-18 04:18:05
TID_023251,UID_05023,277.78,2025-10-12 12:50:44
TID_023252,UID_07300,132.78,2025-10-04 11:51:54
TID_023253,UID_05803,715.83,2025-09-19 04:48:53
TID_023254,UID_10101,1517.22,2025-08-08 11:24:26
TID_023255,UID_07388,261.22,2025-08-25 20:59:58
TID_023256,UID_10194,17.41,2025-08-30 23:03:57
TID_023257,UID_10449,184.69,2025-10-05 08:00:31
TID_023258,UID_08300,369.8,2025-09-09 13:00:57
TID_023259,UID_01048,368.66,2025-08-16 11:55:05
TID_023260,UID_05986,123.71,2025-07-30 17:47:28
TID_023261,UID_01980,105.55,2025-07-28 00:21:29
TID_023262,UID_13135,350.15,2025-08-16 04:35:45
TID_023263,UID_07407,1991.59,2025-08-11 16:50:24
TID_023264,UID_14123,90.21,2025-08-28 11:49:33
TID_023265,UID_03207,168.76,2025-08-29 20:17:33
TID_023266,UID_14055,45.72,2025-09-07 21:09:55
TID_023267,UID_14299,1041.3,2025-08-12 22:35:33
TID_023268,UID_05763,191.52,2025-08-29 14:44:11
TID_023269,UID_09335,138.82,2025-10-12 02:53:53
TID_023270,UID_07428,45.48,2025-10-10 08:59:39
TID_023271,UID_05770,157.87,2025-10-01 06:43:16
TID_023272,UID_08663,101.25,2025-09-06 18:33:00
TID_023273,UID_01295,1343.01,2025-07-31 04:31:07
TID_023274,UID_02433,56.84,2025-08-23 02:08:03
TID_023275,UID_00857,460.05,2025-09-25 05:14:52
TID_023276,UID_05759,174.33,2025-09-20 04:09:19
TID_023277,UID_12642,1190.5,2025-08-20 16:27:23
TID_023278,UID_13589,386.67,2025-08-06 02:36:57
TID_023279,UID_10108,37.63,2025-09-06 06:57:02
TID_023280,UID_06704,779.54,2025-10-07 13:08:36
TID_023281,UID_05050,551.04,2025-09-15 06:13:53
TID_023282,UID_12984,154.52,2025-09-29 08:28:49
TID_023283,UID_13077,74.25,2025-08-27 17:52:33
TID_023284,UID_01577,179.61,2025-10-19 15:59:58
TID_023285,UID_06476,512.09,2025-09-06 08:32:04
TID_023286,UID_10675,365.78,2025-08-24 18:55:25
TID_023287,UID_11466,697.28,2025-10-13 06:21:17
TID_023288,UID_06643,1313.39,2025-10-15 00:15:18
TID_023289,UID_00945,70.1,2025-08-11 06:34:05
TID_023290,UID_03191,119.75,2025-08-23 15:59:28
TID_023291,UID_12862,228.06,2025-08-02 20:50:39
TID_023292,UID_05731,97.2,2025-10-02 16:02:49
TID_023293,UID_03664,546.01,2025-09-10 22:29:14
TID_023294,UID_12456,162.23,2025-09-23 06:58:54
TID_023295,UID_07942,118.87,2025-08-02 02:34:18
TID_023296,UID_08683,2049.93,2025-07-30 11:57:02
TID_023297,UID_07651,283.0,2025-08-21 21:34:27
TID_023298,UID_09868,143.43,2025-09-15 21:04:35
TID_023299,UID_13386,51.92,2025-08-13 23:04:11
TID_023300,UID_07641,1696.19,2025-10-22 14:13:10
TID_023301,UID_02444,327.04,2025-08-24 11:16:47
TID_023302,UID_14854,1989.59,2025-09-10 23:47:03
TID_023303,UID_14697,606.23,2025-09-23 21:52:05
TID_023304,UID_11721,624.37,2025-10-17 12:07:35
TID_023305,UID_12988,834.25,2025-09-10 03:42:37
TID_023306,UID_04758,523.08,2025-09-15 20:33:30
TID_023307,UID_01719,113.19,2025-10-11 00:07:43
TID_023308,UID_08542,89.42,2025-10-14 23:31:59
TID_023309,UID_03724,1343.48,2025-09-21 18:20:43
TID_023310,UID_12977,219.84,2025-10-20 17:07:04
TID_023311,UID_11510,862.39,2025-08-01 01:00:02
TID_023312,UID_00418,123.54,2025-10-22 21:24:03
TID_023313,UID_13251,87.44,2025-08-04 11:34:35
TID_023314,UID_10942,201.5,2025-10-13 06:00:33
TID_023315,UID_00471,180.17,2025-09-04 08:51:29
TID_023316,UID_07048,362.33,2025-09-23 01:46:51
TID_023317,UID_05126,1537.75,2025-09-10 03:52:50
TID_023318,UID_01036,112.19,2025-08-03 01:37:24
TID_023319,UID_10008,417.78,2025-09-20 23:12:45
TID_023320,UID_10206,481.73,2025-08-19 12:07:22
TID_023321,UID_12975,578.22,2025-08-30 05:15:11
TID_023322,UID_11140,258.48,2025-09-17 08:29:48
TID_023323,UID_09501,302.84,2025-10-01 03:08:41
TID_023324,UID_05433,112.77,2025-09-25 07:21:48
TID_023325,UID_09094,218.3,2025-08-02 11:15:29
TID_023326,UID_12587,201.52,2025-09-05 02:35:43
TID_023327,UID_01319,523.75,2025-09-28 05:57:23
TID_023328,UID_01052,100.76,2025-10-21 21:24:48
TID_023329,UID_12109,132.14,2025-08-10 13:36:11
TID_023330,UID_00279,182.55,2025-08-13 15:45:11
TID_023331,UID_11533,183.89,2025-10-15 21:42:52
TID_023332,UID_01644,149.09,2025-10-17 06:19:15
TID_023333,UID_01071,1777.16,2025-09-11 20:03:55
TID_023334,UID_09365,301.23,2025-09-25 09:57:21
TID_023335,UID_08874,523.89,2025-08-28 13:58:35
TID_023336,UID_04577,698.4,2025-10-07 02:17:50
TID_023337,UID_02255,144.25,2025-08-08 02:18:53
TID_023338,UID_00233,304.98,2025-10-15 12:03:53
TID_023339,UID_12504,813.06,2025-09-20 04:05:44
TID_023340,UID_07272,182.13,2025-09-12 10:23:57
TID_023341,UID_01546,226.66,2025-08-02 21:26:26
TID_023342,UID_04491,490.0,2025-08-21 21:12:19
TID_023343,UID_07940,42.33,2025-09-22 04:16:57
TID_023344,UID_04945,137.01,2025-09-23 04:10:04
TID_023345,UID_01950,318.19,2025-07-31 20:22:22
TID_023346,UID_06812,292.18,2025-08-08 20:31:43
TID_023347,UID_00906,20.59,2025-09-29 02:33:59
TID_023348,UID_02098,902.17,2025-08-09 11:33:00
TID_023349,UID_12548,49.22,2025-10-22 05:41:02
TID_023350,UID_04542,81.02,2025-08-14 19:42:32
TID_023351,UID_10351,847.07,2025-08-12 10:50:49
TID_023352,UID_03998,1830.43,2025-10-01 03:30:36
TID_023353,UID_03427,753.71,2025-08-01 07:53:18
TID_023354,UID_09857,182.0,2025-08-05 02:26:47
TID_023355,UID_08033,134.9,2025-08-17 04:29:51
TID_023356,UID_02807,194.56,2025-09-27 01:38:09
TID_023357,UID_01032,126.22,2025-07-31 18:35:43
TID_023358,UID_07023,231.87,2025-08-22 04:39:13
TID_023359,UID_14424,477.17,2025-09-21 19:32:49
TID_023360,UID_05880,263.79,2025-09-02 06:59:22
TID_023361,UID_07195,51.02,2025-10-06 03:17:32
TID_023362,UID_00360,299.71,2025-09-20 20:24:47
TID_023363,UID_13050,510.86,2025-08-30 17:57:46
TID_023364,UID_10469,197.17,2025-10-09 00:05:39
TID_023365,UID_13854,146.05,2025-08-08 04:03:25
TID_023366,UID_07159,145.3,2025-10-19 12:24:30
TID_023367,UID_09883,752.16,2025-09-03 17:42:30
TID_023368,UID_01013,154.08,2025-09-26 00:39:41
TID_023369,UID_01249,97.0,2025-09-20 10:42:08
TID_023370,UID_13787,451.82,2025-09-27 05:08:18
TID_023371,UID_12196,44.13,2025-08-27 13:48:23
TID_023372,UID_02120,266.59,2025-08-02 08:08:15
TID_023373,UID_04147,211.85,2025-09-26 15:32:58
TID_023374,UID_00753,118.03,2025-09-27 17:38:15
TID_023375,UID_07275,376.24,2025-08-30 16:48:33
TID_023376,UID_10034,479.02,2025-09-10 08:14:33
