MerchantID,Industry_Code,Avg_Transaction_Size,Fraud_Rate_30d,GeoBlacklist
MID_15980,IND_15,192.62,0.0148,"[""VE""]"
MID_15981,IND_26,40.24,0.0115,[]
MID_15982,IND_13,118.2,0.0084,[]
MID_15983,IND_06,485.59,0.0152,"[""SY"", ""VE""]"
MID_15984,IND_03,619.33,0.0109,[]
MID_15985,IND_05,360.25,0.0047,"[""IR""]"
MID_15986,IND_14,114.66,0.014,[]
MID_15987,IND_01,656.01,0.0053,[]
MID_15988,IND_02,916.51,0.0119,[]
MID_15989,IND_17,134.15,0.0036,[]
MID_15990,IND_21,59.43,0.0128,[]
MID_15991,IND_09,422.59,0.0081,"[""CD""]"
MID_15992,IND_12,148.31,0.0085,"[""KP""]"
MID_15993,IND_13,156.21,0.0166,[]
MID_15994,IND_11,294.11,0.0071,[]
MID_15995,IND_05,675.75,0.0051,"[""UA""]"
MID_15996,IND_05,41.27,0.0034,[]
MID_15997,IND_10,292.71,0.0132,"[""SY""]"
MID_15998,IND_27,68.63,0.008,"[""KP""]"
MID_15999,IND_17,146.16,0.0104,[]
MID_16000,IND_17,140.46,0.0155,[]
MID_16001,IND_26,51.18,0.0061,[]
MID_16002,IND_02,1.0,0.0021,[]
MID_16003,IND_15,205.73,0.0024,[]
MID_16004,IND_21,33.52,0.0074,[]
MID_16005,IND_02,1340.83,0.0093,[]
MID_16006,IND_20,167.04,0.0048,[]
MID_16007,IND_08,1.0,0.0162,[]
MID_16008,IND_04,734.42,0.0226,"[""CD""]"
MID_16009,IND_04,512.22,0.0211,[]
MID_16010,IND_29,48.48,0.0143,"[""CD""]"
MID_16011,IND_03,918.63,0.0026,[]
MID_16012,IND_08,702.83,0.0039,"[""KP""]"
MID_16013,IND_12,144.92,0.0041,"[""CD""]"
MID_16014,IND_01,569.64,0.0125,[]
MID_16015,IND_04,369.75,0.0207,"[""RU""]"
MID_16016,IND_17,65.84,0.0075,[]
MID_16017,IND_04,204.62,0.0058,[]
MID_16018,IND_05,392.19,0.0019,[]
MID_16019,IND_07,856.05,0.0027,"[""SY""]"
MID_16020,IND_01,688.23,0.0021,[]
MID_16021,IND_14,168.16,0.0091,[]
MID_16022,IND_04,556.1,0.014,[]
MID_16023,IND_14,249.02,0.0099,[]
MID_16024,IND_01,286.52,0.0152,"[""UA""]"
MID_16025,IND_02,1020.46,0.0113,[]
MID_16026,IND_23,35.08,0.0169,[]
MID_16027,IND_18,147.67,0.0086,"[""IQ"", ""VE""]"
MID_16028,IND_07,378.41,0.0088,[]
MID_16029,IND_09,625.55,0.0097,[]
MID_16030,IND_10,418.39,0.0131,[]
MID_16031,IND_05,301.35,0.0057,[]
MID_16032,IND_14,167.89,0.0106,[]
MID_16033,IND_06,213.49,0.009,"[""RU"", ""AF""]"
MID_16034,IND_04,150.89,0.006,[]
MID_16035,IND_05,1188.6,0.0066,"[""CD"", ""SY"", ""VE""]"
MID_16036,IND_19,6.31,0.0046,"[""IQ""]"
MID_16037,IND_10,881.5,0.0085,"[""UA"", ""KP""]"
MID_16038,IND_06,463.4,0.0113,[]
MID_16039,IND_19,165.13,0.0113,[]
MID_16040,IND_12,253.51,0.004,"[""IR""]"
MID_16041,IND_06,779.07,0.0188,"[""KP""]"
MID_16042,IND_10,371.3,0.0151,[]
MID_16043,IND_18,60.27,0.011,[]
MID_16044,IND_13,153.82,0.0083,[]
MID_16045,IND_19,1.0,0.0135,[]
MID_16046,IND_26,31.02,0.0026,[]
MID_16047,IND_06,403.5,0.0032,"[""IR"", ""IQ""]"
MID_16048,IND_20,126.52,0.0068,[]
MID_16049,IND_16,120.66,0.0101,[]
MID_16050,IND_03,338.24,0.0098,"[""SY"", ""IQ""]"
MID_16051,IND_02,331.2,0.0075,[]
MID_16052,IND_06,829.98,0.0043,"[""KP"", ""RU""]"
MID_16053,IND_09,132.83,0.0096,[]
MID_16054,IND_13,94.63,0.0078,[]
MID_16055,IND_27,43.98,0.0112,[]
MID_16056,IND_18,71.52,0.01,[]
MID_16057,IND_02,423.74,0.0026,[]
MID_16058,IND_09,206.57,0.0076,"[""IQ""]"
MID_16059,IND_21,93.8,0.0037,[]
MID_16060,IND_18,170.75,0.018,[]
MID_16061,IND_01,344.63,0.0022,"[""CD""]"
MID_16062,IND_12,60.67,0.007,[]
MID_16063,IND_02,620.04,0.0176,[]
MID_16064,IND_04,270.38,0.0075,[]
MID_16065,IND_03,325.81,0.0027,[]
MID_16066,IND_04,403.61,0.0034,[]
MID_16067,IND_18,177.51,0.0043,[]
MID_16068,IND_16,246.17,0.0127,[]
MID_16069,IND_21,21.52,0.0126,"[""UA""]"
MID_16070,IND_22,30.62,0.0042,"[""CD"", ""SY""]"
MID_16071,IND_16,175.14,0.0054,[]
MID_16072,IND_06,941.85,0.0048,[]
MID_16073,IND_08,665.03,0.008,"[""UA""]"
MID_16074,IND_04,393.16,0.0185,[]
MID_16075,IND_09,545.0,0.0055,"[""AF"", ""RU"", ""CD""]"
MID_16076,IND_30,59.38,0.0046,"[""RU""]"
MID_16077,IND_10,296.59,0.0171,[]
MID_16078,IND_19,288.43,0.0087,[]
MID_16079,IND_14,164.77,0.0034,[]
MID_16080,IND_09,514.81,0.0038,"[""IQ""]"
MID_16081,IND_12,24.03,0.0091,[]
MID_16082,IND_20,177.03,0.0067,[]
MID_16083,IND_09,1165.29,0.011,"[""CD""]"
MID_16084,IND_02,888.78,0.0109,"[""UA"", ""IR""]"
MID_16085,IND_10,81.23,0.0195,[]
MID_16086,IND_25,60.41,0.0046,[]
MID_16087,IND_13,190.16,0.0126,[]
MID_16088,IND_05,455.9,0.0144,"[""KP"", ""CD""]"
MID_16089,IND_15,152.51,0.0124,[]
MID_16090,IND_09,329.4,0.0124,[]
MID_16091,IND_10,452.21,0.0143,[]
MID_16092,IND_30,54.94,0.0089,[]
MID_16093,IND_14,167.48,0.0112,[]
MID_16094,IND_26,29.46,0.015,[]
MID_16095,IND_26,69.37,0.0116,[]
MID_16096,IND_20,167.54,0.0043,[]
MID_16097,IND_11,58.47,0.0084,"[""SY""]"
MID_16098,IND_14,227.3,0.0049,[]
MID_16099,IND_07,972.14,0.0093,[]
MID_16100,IND_03,322.21,0.0084,[]
MID_16101,IND_17,139.44,0.0032,"[""SY""]"
MID_16102,IND_19,184.63,0.002,"[""VE"", ""IR""]"
MID_16103,IND_14,225.49,0.0082,"[""VE"", ""CD""]"
MID_16104,IND_26,43.33,0.0088,[]
MID_16105,IND_05,550.63,0.0056,[]
MID_16106,IND_03,1121.74,0.0081,"[""IQ""]"
MID_16107,IND_10,608.35,0.0181,[]
MID_16108,IND_12,85.2,0.0065,[]
MID_16109,IND_30,62.42,0.0197,"[""UA""]"
MID_16110,IND_01,543.33,0.0026,[]
MID_16111,IND_19,1.0,0.0143,"[""CD""]"
MID_16112,IND_06,250.79,0.0109,"[""VE""]"
MID_16113,IND_08,611.18,0.0054,[]
MID_16114,IND_04,1064.04,0.0092,"[""UA"", ""IR"", ""KP""]"
MID_16115,IND_14,93.1,0.0049,[]
MID_16116,IND_10,635.02,0.0078,[]
MID_16117,IND_13,199.83,0.0058,[]
MID_16118,IND_19,88.2,0.0086,"[""AF"", ""RU""]"
MID_16119,IND_12,151.99,0.0022,"[""AF""]"
MID_16120,IND_20,251.45,0.0085,[]
MID_16121,IND_05,446.81,0.0058,[]
MID_16122,IND_13,149.5,0.0092,[]
MID_16123,IND_24,30.83,0.0112,"[""UA"", ""SY"", ""VE""]"
MID_16124,IND_17,184.89,0.009,"[""SY""]"
MID_16125,IND_21,70.78,0.0055,[]
MID_16126,IND_20,1.0,0.013,"[""AF""]"
MID_16127,IND_08,317.52,0.0078,[]
MID_16128,IND_14,11.14,0.0065,"[""KP""]"
MID_16129,IND_13,37.97,0.0094,[]
MID_16130,IND_19,108.53,0.0079,[]
MID_16131,IND_13,90.05,0.0054,"[""UA""]"
MID_16132,IND_15,209.39,0.0108,[]
MID_16133,IND_05,761.09,0.0045,[]
MID_16134,IND_17,111.64,0.0132,"[""IR"", ""UA""]"
MID_16135,IND_05,205.19,0.0188,[]
MID_16136,IND_10,659.76,0.0092,[]
MID_16137,IND_18,19.32,0.0037,[]
MID_16138,IND_14,133.62,0.0148,[]
MID_16139,IND_17,96.93,0.0106,[]
MID_16140,IND_09,268.82,0.0099,[]
MID_16141,IND_02,55.71,0.0152,[]
MID_16142,IND_19,139.08,0.0053,[]
MID_16143,IND_09,835.64,0.0177,[]
MID_16144,IND_04,770.48,0.011,[]
MID_16145,IND_05,329.26,0.0213,"[""AF"", ""VE"", ""IQ""]"
MID_16146,IND_03,135.96,0.004,[]
MID_16147,IND_12,184.93,0.0013,[]
MID_16148,IND_14,119.32,0.0034,[]
MID_16149,IND_30,58.96,0.0039,[]
MID_16150,IND_17,205.52,0.0086,[]
MID_16151,IND_19,54.0,0.0059,[]
MID_16152,IND_11,1.0,0.0108,[]
MID_16153,IND_16,130.98,0.0101,[]
MID_16154,IND_21,103.08,0.0083,[]
MID_16155,IND_01,623.51,0.0014,"[""VE""]"
MID_16156,IND_20,165.26,0.0189,[]
MID_16157,IND_04,862.41,0.0064,"[""IQ""]"
MID_16158,IND_04,725.16,0.0168,"[""AF""]"
MID_16159,IND_10,717.82,0.0099,[]
MID_16160,IND_02,611.9,0.0129,"[""IQ""]"
MID_16161,IND_07,684.72,0.0065,"[""CD"", ""AF""]"
MID_16162,IND_06,380.55,0.0073,[]
MID_16163,IND_05,647.96,0.0032,[]
MID_16164,IND_16,1.0,0.0148,"[""IQ""]"
MID_16165,IND_04,316.02,0.0069,[]
MID_16166,IND_10,686.43,0.0108,[]
MID_16167,IND_11,91.48,0.0034,"[""IQ"", ""KP"", ""VE""]"
MID_16168,IND_17,194.26,0.0179,[]
MID_16169,IND_01,225.75,0.0106,[]
MID_16170,IND_16,199.06,0.0043,"[""CD"", ""IQ""]"
MID_16171,IND_16,140.1,0.0029,[]
MID_16172,IND_11,67.99,0.0076,"[""CD""]"
MID_16173,IND_21,36.04,0.007,[]
MID_16174,IND_01,670.22,0.0058,[]
MID_16175,IND_20,147.45,0.0052,[]
MID_16176,IND_18,122.67,0.0104,[]
MID_16177,IND_04,366.06,0.0116,"[""KP"", ""UA"", ""VE""]"
MID_16178,IND_27,46.57,0.0046,[]
MID_16179,IND_15,209.32,0.002,[]
MID_16180,IND_01,543.6,0.0088,"[""SY"", ""AF""]"
MID_16181,IND_02,316.78,0.0161,"[""KP"", ""IQ""]"
MID_16182,IND_30,30.5,0.0051,"[""KP""]"
MID_16183,IND_05,383.5,0.0057,[]
MID_16184,IND_07,303.14,0.0105,[]
MID_16185,IND_12,89.99,0.0204,[]
MID_16186,IND_01,500.21,0.0221,[]
MID_16187,IND_17,49.09,0.0093,"[""VE""]"
MID_16188,IND_07,1.0,0.014,[]
MID_16189,IND_17,170.28,0.0108,[]
MID_16190,IND_14,128.7,0.0107,"[""AF""]"
MID_16191,IND_11,102.38,0.0125,[]
MID_16192,IND_11,180.03,0.0056,[]
MID_16193,IND_20,230.56,0.003,[]
MID_16194,IND_06,568.13,0.0055,"[""RU"", ""IQ"", ""CD""]"
MID_16195,IND_14,173.63,0.0164,"[""RU"", ""IQ""]"
MID_16196,IND_11,46.79,0.0032,[]
MID_16197,IND_16,206.53,0.0092,[]
MID_16198,IND_27,45.92,0.0063,[]
MID_16199,IND_20,201.72,0.0098,[]
MID_16200,IND_06,1.0,0.0157,"[""VE"", ""IR"", ""CD""]"
MID_16201,IND_11,121.72,0.0058,[]
MID_16202,IND_05,215.43,0.0154,[]
MID_16203,IND_08,722.04,0.0045,[]
MID_16204,IND_03,590.03,0.0041,"[""CD""]"
MID_16205,IND_15,163.24,0.0079,"[""RU"", ""IQ""]"
MID_16206,IND_01,328.54,0.0156,[]
MID_16207,IND_20,123.04,0.0082,"[""IQ""]"
MID_16208,IND_01,585.32,0.0063,[]
MID_16209,IND_10,286.93,0.0052,[]
MID_16210,IND_20,292.95,0.0195,"[""IR"", ""VE"", ""UA""]"
MID_16211,IND_27,41.42,0.0035,[]
MID_16212,IND_17,146.89,0.0076,"[""IQ""]"
MID_16213,IND_25,38.42,0.0029,[]
MID_16214,IND_14,51.93,0.0101,[]
MID_16215,IND_16,1.0,0.0022,"[""SY""]"
MID_16216,IND_16,160.2,0.0145,[]
MID_16217,IND_06,496.85,0.0058,[]
MID_16218,IND_24,83.62,0.0104,[]
MID_16219,IND_21,23.49,0.0044,[]
MID_16220,IND_01,947.77,0.014,"[""IR""]"
MID_16221,IND_01,197.18,0.018,[]
MID_16222,IND_19,68.66,0.0094,"[""CD"", ""UA""]"
MID_16223,IND_20,131.15,0.0077,"[""CD""]"
MID_16224,IND_19,117.4,0.0051,"[""SY""]"
MID_16225,IND_13,184.54,0.0045,[]
MID_16226,IND_04,700.67,0.0053,[]
MID_16227,IND_05,615.85,0.0022,[]
MID_16228,IND_03,661.62,0.0154,[]
MID_16229,IND_06,354.58,0.0046,[]
MID_16230,IND_10,368.04,0.0026,[]
MID_16231,IND_14,274.5,0.0026,[]
MID_16232,IND_08,556.45,0.0038,[]
MID_16233,IND_03,802.58,0.0039,[]
MID_16234,IND_02,1063.19,0.0078,[]
MID_16235,IND_26,13.55,0.0019,"[""IQ"", ""AF"", ""SY""]"
MID_16236,IND_15,246.43,0.0037,[]
MID_16237,IND_14,37.1,0.0072,[]
MID_16238,IND_24,40.53,0.0083,"[""RU""]"
MID_16239,IND_01,452.17,0.0026,[]
MID_16240,IND_06,1035.9,0.0092,[]
MID_16241,IND_12,33.64,0.0072,"[""SY""]"
MID_16242,IND_01,640.93,0.0061,"[""SY""]"
MID_16243,IND_14,227.74,0.0068,"[""IQ""]"
MID_16244,IND_21,19.36,0.0185,"[""IR"", ""UA""]"
MID_16245,IND_20,274.11,0.0057,[]
MID_16246,IND_14,166.47,0.0121,"[""VE"", ""AF""]"
MID_16247,IND_06,625.31,0.0082,[]
MID_16248,IND_14,103.39,0.0035,"[""SY""]"
MID_16249,IND_05,165.54,0.0132,[]
MID_16250,IND_20,202.18,0.0018,"[""RU""]"
MID_16251,IND_14,214.45,0.005,"[""RU""]"
MID_16252,IND_01,495.53,0.0026,[]
MID_16253,IND_04,134.14,0.0034,"[""IQ""]"
MID_16254,IND_11,75.72,0.0141,"[""AF""]"
MID_16255,IND_05,631.49,0.0049,[]
MID_16256,IND_07,564.87,0.0071,[]
MID_16257,IND_17,178.21,0.0095,[]
MID_16258,IND_01,308.73,0.003,"[""KP""]"
MID_16259,IND_03,411.28,0.004,"[""RU""]"
MID_16260,IND_16,169.9,0.0113,"[""UA"", ""CD"", ""SY""]"
MID_16261,IND_17,147.81,0.0113,"[""UA""]"
MID_16262,IND_22,44.3,0.0194,"[""RU"", ""SY""]"
MID_16263,IND_25,40.84,0.0091,[]
MID_16264,IND_13,135.44,0.009,[]
MID_16265,IND_16,213.56,0.0071,[]
MID_16266,IND_04,888.93,0.0125,"[""VE""]"
MID_16267,IND_05,328.71,0.0036,"[""RU""]"
MID_16268,IND_08,155.55,0.0215,[]
MID_16269,IND_08,243.34,0.0047,[]
MID_16270,IND_09,1177.56,0.0067,[]
MID_16271,IND_12,163.13,0.0155,[]
MID_16272,IND_13,154.59,0.0169,"[""KP"", ""SY"", ""VE""]"
MID_16273,IND_03,210.09,0.003,[]
MID_16274,IND_15,176.61,0.0072,[]
MID_16275,IND_16,167.2,0.0142,[]
MID_16276,IND_04,395.87,0.0135,"[""KP"", ""SY""]"
MID_16277,IND_18,200.14,0.0118,[]
MID_16278,IND_14,108.07,0.0168,"[""UA""]"
MID_16279,IND_05,794.75,0.0148,"[""UA"", ""RU"", ""AF""]"
MID_16280,IND_03,840.51,0.0092,[]
MID_16281,IND_09,928.65,0.0019,"[""KP"", ""IQ""]"
MID_16282,IND_11,202.83,0.007,[]
MID_16283,IND_04,1.0,0.0072,"[""UA""]"
MID_16284,IND_07,384.92,0.0042,"[""VE""]"
MID_16285,IND_13,187.53,0.0092,"[""UA"", ""KP""]"
MID_16286,IND_04,436.97,0.0018,[]
MID_16287,IND_18,107.75,0.0111,[]
MID_16288,IND_05,366.55,0.0175,[]
MID_16289,IND_23,52.01,0.0099,[]
MID_16290,IND_14,108.48,0.0057,"[""UA"", ""IQ"", ""CD""]"
MID_16291,IND_09,667.27,0.0118,[]
MID_16292,IND_19,174.33,0.0139,"[""VE"", ""RU"", ""AF""]"
MID_16293,IND_24,30.52,0.021,[]
MID_16294,IND_16,253.91,0.0145,"[""IR"", ""VE"", ""KP""]"
MID_16295,IND_01,340.61,0.0087,[]
MID_16296,IND_13,105.83,0.0043,[]
MID_16297,IND_07,438.44,0.0095,[]
MID_16298,IND_19,222.91,0.0125,[]
MID_16299,IND_06,285.71,0.0061,[]
MID_16300,IND_16,119.65,0.0117,[]
MID_16301,IND_03,683.11,0.0153,[]
MID_16302,IND_19,214.71,0.0118,[]
MID_16303,IND_29,43.34,0.0028,[]
MID_16304,IND_04,609.39,0.01,[]
MID_16305,IND_18,52.97,0.0042,"[""VE"", ""UA""]"
MID_16306,IND_14,214.01,0.005,"[""RU"", ""IR"", ""SY""]"
MID_16307,IND_05,127.25,0.0094,[]
MID_16308,IND_16,204.31,0.0108,"[""RU""]"
MID_16309,IND_07,655.83,0.0153,[]
MID_16310,IND_07,1106.43,0.003,[]
MID_16311,IND_01,298.1,0.017,[]
MID_16312,IND_29,57.43,0.0043,"[""VE""]"
MID_16313,IND_14,114.98,0.0033,[]
MID_16314,IND_12,349.82,0.0041,[]
MID_16315,IND_13,169.83,0.0106,[]
MID_16316,IND_16,170.75,0.0174,[]
MID_16317,IND_09,359.27,0.0044,[]
MID_16318,IND_12,53.59,0.0022,[]
MID_16319,IND_13,297.59,0.0018,[]
MID_16320,IND_09,367.2,0.0036,[]
MID_16321,IND_06,1.0,0.0141,[]
MID_16322,IND_08,232.83,0.014,"[""CD"", ""SY""]"
MID_16323,IND_07,812.65,0.0143,"[""KP""]"
MID_16324,IND_13,1.0,0.0064,"[""AF""]"
MID_16325,IND_05,576.64,0.0141,"[""RU""]"
MID_16326,IND_30,54.76,0.0026,"[""KP"", ""UA""]"
MID_16327,IND_20,168.56,0.003,"[""AF"", ""UA""]"
MID_16328,IND_19,281.85,0.0156,[]
MID_16329,IND_06,1.0,0.0115,[]
MID_16330,IND_12,166.01,0.0159,[]
MID_16331,IND_09,127.77,0.0074,"[""VE""]"
MID_16332,IND_14,365.39,0.0143,[]
MID_16333,IND_10,420.56,0.0027,"[""SY""]"
MID_16334,IND_09,96.12,0.0092,"[""VE"", ""RU""]"
MID_16335,IND_13,179.87,0.0018,[]
MID_16336,IND_16,273.64,0.0059,"[""UA""]"
MID_16337,IND_04,225.73,0.0113,[]
MID_16338,IND_03,512.5,0.0076,[]
MID_16339,IND_04,216.42,0.0052,"[""KP"", ""SY"", ""VE""]"
MID_16340,IND_01,692.63,0.0075,"[""RU"", ""KP""]"
MID_16341,IND_07,1245.57,0.0205,[]
MID_16342,IND_15,229.2,0.0076,"[""UA""]"
MID_16343,IND_15,190.63,0.0076,"[""SY""]"
MID_16344,IND_07,588.83,0.0125,"[""IQ"", ""SY""]"
MID_16345,IND_14,82.07,0.0142,"[""AF""]"
MID_16346,IND_14,317.95,0.0142,[]
MID_16347,IND_09,1.0,0.003,"[""AF""]"
MID_16348,IND_28,37.41,0.011,"[""UA"", ""SY"", ""CD""]"
MID_16349,IND_18,210.85,0.007,"[""AF""]"
MID_16350,IND_11,208.38,0.0026,"[""IR"", ""VE""]"
MID_16351,IND_18,1.0,0.0058,[]
MID_16352,IND_06,174.64,0.0153,"[""UA""]"
MID_16353,IND_13,17.27,0.0086,[]
MID_16354,IND_16,141.72,0.006,[]
MID_16355,IND_03,822.24,0.0152,[]
MID_16356,IND_18,146.04,0.0106,[]
MID_16357,IND_19,149.6,0.0016,"[""SY""]"
MID_16358,IND_20,180.17,0.0119,[]
MID_16359,IND_08,767.38,0.0059,[]
MID_16360,IND_16,178.74,0.013,[]
MID_16361,IND_15,172.72,0.0138,"[""KP""]"
MID_16362,IND_13,145.1,0.0057,"[""RU"", ""CD""]"
MID_16363,IND_26,45.95,0.012,"[""RU""]"
MID_16364,IND_20,219.28,0.0142,[]
MID_16365,IND_13,64.66,0.017,"[""KP"", ""AF""]"
MID_16366,IND_26,42.72,0.0189,[]
MID_16367,IND_16,176.6,0.0097,[]
MID_16368,IND_02,326.11,0.01,"[""KP"", ""SY""]"
MID_16369,IND_18,99.27,0.0053,[]
MID_16370,IND_16,116.98,0.0043,"[""SY"", ""IQ""]"
MID_16371,IND_20,95.1,0.0107,"[""IR""]"
MID_16372,IND_30,29.41,0.015,[]
MID_16373,IND_12,251.91,0.0175,[]
MID_16374,IND_02,770.06,0.0072,[]
MID_16375,IND_14,109.12,0.0028,"[""UA""]"
MID_16376,IND_16,210.92,0.0031,"[""CD""]"
MID_16377,IND_07,332.62,0.0193,"[""IR""]"
MID_16378,IND_12,200.37,0.0117,[]
MID_16379,IND_19,109.52,0.0051,[]
MID_16380,IND_14,140.29,0.0043,[]
MID_16381,IND_01,942.03,0.0112,[]
MID_16382,IND_17,156.42,0.0084,[]
MID_16383,IND_25,48.14,0.0056,[]
MID_16384,IND_08,164.3,0.0187,[]
MID_16385,IND_11,194.17,0.0098,[]
MID_16386,IND_01,229.38,0.0066,[]
MID_16387,IND_08,701.87,0.0187,[]
MID_16388,IND_01,795.53,0.0043,"[""SY"", ""CD""]"
MID_16389,IND_18,150.81,0.0052,[]
MID_16390,IND_01,466.94,0.0044,[]
MID_16391,IND_01,251.2,0.0119,[]
MID_16392,IND_20,32.33,0.0104,"[""KP""]"
MID_16393,IND_02,683.29,0.0038,[]
MID_16394,IND_07,440.54,0.0068,[]
MID_16395,IND_19,114.91,0.0121,[]
MID_16396,IND_04,659.57,0.0081,[]
MID_16397,IND_19,173.69,0.0106,"[""KP""]"
MID_16398,IND_18,178.58,0.0087,[]
MID_16399,IND_20,54.33,0.007,"[""KP""]"
MID_16400,IND_12,135.8,0.0081,"[""KP""]"
MID_16401,IND_16,55.96,0.0056,[]
MID_16402,IND_02,1166.01,0.0151,"[""UA""]"
MID_16403,IND_04,620.02,0.0064,"[""AF"", ""CD""]"
MID_16404,IND_18,221.46,0.008,"[""UA""]"
MID_16405,IND_12,152.56,0.0042,"[""AF""]"
MID_16406,IND_11,193.74,0.0156,[]
MID_16407,IND_19,19.12,0.0091,[]
MID_16408,IND_07,443.09,0.0105,[]
MID_16409,IND_10,257.89,0.0112,[]
MID_16410,IND_19,118.53,0.0085,"[""IQ"", ""AF"", ""UA""]"
MID_16411,IND_14,204.7,0.0017,[]
MID_16412,IND_06,247.05,0.0063,[]
MID_16413,IND_10,484.04,0.005,[]
MID_16414,IND_16,154.32,0.0029,[]
MID_16415,IND_18,134.52,0.0095,"[""UA"", ""KP""]"
MID_16416,IND_03,1227.7,0.0144,[]
MID_16417,IND_10,451.72,0.0106,"[""KP"", ""IR""]"
MID_16418,IND_13,104.76,0.0087,[]
MID_16419,IND_22,55.2,0.0102,[]
MID_16420,IND_08,725.23,0.0041,[]
MID_16421,IND_04,717.12,0.0144,[]
MID_16422,IND_08,71.55,0.0141,"[""KP"", ""IQ""]"
MID_16423,IND_18,227.63,0.0039,"[""AF""]"
MID_16424,IND_17,216.58,0.0121,[]
MID_16425,IND_05,854.87,0.0117,[]
MID_16426,IND_06,715.57,0.0176,[]
MID_16427,IND_12,116.56,0.003,"[""KP"", ""AF""]"
MID_16428,IND_08,491.61,0.0023,[]
MID_16429,IND_12,97.77,0.0123,"[""UA"", ""IQ"", ""SY""]"
MID_16430,IND_01,838.25,0.0029,[]
MID_16431,IND_19,236.89,0.0102,"[""CD""]"
MID_16432,IND_19,125.52,0.0053,[]
MID_16433,IND_19,218.87,0.0082,[]
MID_16434,IND_06,1148.19,0.014,[]
MID_16435,IND_19,137.58,0.0175,[]
MID_16436,IND_17,199.48,0.0048,[]
MID_16437,IND_02,450.05,0.0077,"[""IR"", ""VE""]"
MID_16438,IND_13,255.66,0.0073,[]
MID_16439,IND_03,178.21,0.0141,"[""RU"", ""VE"", ""IQ""]"
MID_16440,IND_07,744.7,0.0156,"[""RU"", ""KP""]"
MID_16441,IND_03,1236.66,0.0063,[]
MID_16442,IND_14,238.82,0.0124,[]
MID_16443,IND_04,1073.01,0.0075,[]
MID_16444,IND_03,114.39,0.002,[]
MID_16445,IND_15,113.87,0.008,[]
MID_16446,IND_26,73.35,0.0057,"[""CD"", ""UA"", ""VE""]"
MID_16447,IND_13,34.27,0.0055,[]
MID_16448,IND_19,65.35,0.0087,[]
MID_16449,IND_15,263.29,0.0131,[]
MID_16450,IND_15,176.66,0.0049,"[""VE"", ""IR""]"
MID_16451,IND_27,70.46,0.0123,[]
MID_16452,IND_09,633.7,0.006,[]
MID_16453,IND_03,330.36,0.0135,[]
MID_16454,IND_10,808.65,0.0095,"[""IQ""]"
MID_16455,IND_01,717.95,0.0121,[]
MID_16456,IND_05,536.38,0.01,[]
MID_16457,IND_18,124.85,0.0086,[]
MID_16458,IND_14,205.58,0.0126,"[""VE"", ""RU"", ""UA""]"
MID_16459,IND_29,91.91,0.01,[]
MID_16460,IND_07,52.91,0.0024,"[""KP""]"
MID_16461,IND_03,778.2,0.0171,"[""KP"", ""IR""]"
MID_16462,IND_09,12.58,0.0035,[]
MID_16463,IND_03,669.38,0.0157,"[""KP"", ""SY""]"
MID_16464,IND_05,164.49,0.0113,[]
MID_16465,IND_02,905.68,0.0205,"[""IR""]"
MID_16466,IND_10,186.56,0.0102,"[""CD""]"
MID_16467,IND_15,217.88,0.009,[]
MID_16468,IND_20,217.0,0.003,"[""IQ"", ""VE""]"
MID_16469,IND_16,124.34,0.0088,"[""RU"", ""AF""]"
MID_16470,IND_19,235.65,0.0136,[]
MID_16471,IND_05,306.44,0.0073,"[""VE"", ""IQ""]"
MID_16472,IND_13,151.6,0.0115,"[""VE"", ""CD"", ""IR""]"
MID_16473,IND_09,489.73,0.0069,[]
MID_16474,IND_17,221.67,0.0171,[]
MID_16475,IND_01,250.47,0.0225,[]
MID_16476,IND_03,201.16,0.0037,[]
MID_16477,IND_13,209.55,0.0037,[]
MID_16478,IND_10,477.56,0.0061,"[""IQ""]"
MID_16479,IND_10,733.17,0.0053,[]
MID_16480,IND_10,495.96,0.0024,"[""VE"", ""UA""]"
MID_16481,IND_13,60.82,0.0042,[]
MID_16482,IND_07,336.19,0.0023,[]
MID_16483,IND_18,250.82,0.0021,"[""RU""]"
MID_16484,IND_02,297.99,0.0034,[]
MID_16485,IND_05,409.1,0.0203,[]
MID_16486,IND_06,730.66,0.0018,"[""RU"", ""IQ""]"
MID_16487,IND_15,72.72,0.0039,[]
MID_16488,IND_17,5.13,0.003,"[""CD"", ""UA""]"
MID_16489,IND_03,230.35,0.0083,[]
MID_16490,IND_04,517.19,0.021,"[""SY""]"
MID_16491,IND_19,211.86,0.0074,[]
MID_16492,IND_03,803.62,0.0108,[]
MID_16493,IND_11,241.02,0.008,[]
MID_16494,IND_17,63.45,0.0045,"[""UA"", ""VE""]"
MID_16495,IND_21,41.03,0.012,[]
MID_16496,IND_13,84.63,0.0175,[]
MID_16497,IND_19,275.85,0.0096,[]
MID_16498,IND_28,27.89,0.0124,[]
MID_16499,IND_11,67.94,0.0172,[]
MID_16500,IND_03,381.05,0.012,[]
MID_16501,IND_13,187.92,0.0215,"[""KP"", ""CD""]"
MID_16502,IND_23,31.13,0.0075,"[""AF""]"
MID_16503,IND_05,838.74,0.012,[]
MID_16504,IND_04,665.72,0.0086,"[""SY""]"
MID_16505,IND_14,265.9,0.0129,"[""IR"", ""VE""]"
MID_16506,IND_07,529.25,0.0157,"[""KP""]"
