Date_Hour,Metric,Transaction_Volume,Total_Amount,Fraud_Count
2025-08-15 10:00:00,P2P_TRANSFER,346,197314.4,1
2025-08-15 11:00:00,CREDIT,604,248547.28,1
2025-08-15 11:00:00,DEBIT,315,103597.72,1
2025-08-15 11:00:00,P2P_TRANSFER,367,222396.82,1
2025-08-15 12:00:00,CREDIT,179,96611.38,1
2025-08-15 12:00:00,DEBIT,157,94847.12,0
2025-08-15 12:00:00,P2P_TRANSFER,231,213996.77,0
2025-08-15 13:00:00,CREDIT,434,314106.62,1
2025-08-15 13:00:00,DEBIT,314,182990.98,0
2025-08-15 13:00:00,P2P_TRANSFER,261,89622.66,0
2025-08-15 14:00:00,CREDIT,209,138751.78,1
2025-08-15 14:00:00,DEBIT,122,65618.51,0
2025-08-15 14:00:00,P2P_TRANSFER,216,88004.9,0
2025-08-15 15:00:00,CREDIT,321,185106.96,1
2025-08-15 15:00:00,DEBIT,175,156349.26,0
2025-08-15 15:00:00,P2P_TRANSFER,304,227751.26,1
2025-08-15 16:00:00,CREDIT,165,52920.11,0
2025-08-15 16:00:00,DEBIT,364,261941.45,0
2025-08-15 16:00:00,P2P_TRANSFER,441,324936.44,1
2025-08-15 17:00:00,CREDIT,375,266326.79,0
2025-08-15 17:00:00,DEBIT,339,187025.7,0
2025-08-15 17:00:00,P2P_TRANSFER,361,275309.93,2
2025-08-15 18:00:00,CREDIT,330,261684.01,1
2025-08-15 18:00:00,DEBIT,275,88737.13,1
2025-08-15 18:00:00,P2P_TRANSFER,297,120857.77,0
2025-08-15 19:00:00,CREDIT,433,396360.47,2
2025-08-15 19:00:00,DEBIT,465,215285.8,1
2025-08-15 19:00:00,P2P_TRANSFER,303,161398.24,1
2025-08-15 20:00:00,CREDIT,384,231289.76,2
2025-08-15 20:00:00,DEBIT,146,69663.78,0
2025-08-15 20:00:00,P2P_TRANSFER,256,182672.06,0
2025-08-15 21:00:00,CREDIT,210,168988.75,0
2025-08-15 21:00:00,DEBIT,232,86112.54,0
2025-08-15 21:00:00,P2P_TRANSFER,335,239186.59,2
2025-08-15 22:00:00,CREDIT,172,105898.32,1
2025-08-15 22:00:00,DEBIT,199,152929.64,0
2025-08-15 22:00:00,P2P_TRANSFER,215,22124.71,1
2025-08-15 23:00:00,CREDIT,215,170307.38,0
2025-08-15 23:00:00,DEBIT,140,78137.48,0
2025-08-15 23:00:00,P2P_TRANSFER,320,121016.59,0
2025-08-16 00:00:00,CREDIT,349,237714.24,1
2025-08-16 00:00:00,DEBIT,318,225590.04,1
2025-08-16 00:00:00,P2P_TRANSFER,306,191557.68,0
2025-08-16 01:00:00,CREDIT,300,237806.02,1
2025-08-16 01:00:00,DEBIT,465,347689.74,2
2025-08-16 01:00:00,P2P_TRANSFER,315,233918.94,1
2025-08-16 02:00:00,CREDIT,66,56807.82,0
2025-08-16 02:00:00,DEBIT,246,164318.24,0
2025-08-16 02:00:00,P2P_TRANSFER,441,259420.16,1
2025-08-16 03:00:00,CREDIT,240,128712.48,0
2025-08-16 03:00:00,DEBIT,416,205945.44,1
2025-08-16 03:00:00,P2P_TRANSFER,387,292429.8,1
2025-08-16 04:00:00,CREDIT,283,190049.6,1
2025-08-16 04:00:00,DEBIT,379,232302.49,1
2025-08-16 04:00:00,P2P_TRANSFER,324,227201.24,2
2025-08-16 05:00:00,CREDIT,430,235507.01,1
2025-08-16 05:00:00,DEBIT,225,150226.93,0
2025-08-16 05:00:00,P2P_TRANSFER,351,213404.28,1
2025-08-16 06:00:00,CREDIT,250,161741.0,1
2025-08-16 06:00:00,DEBIT,144,72529.76,0
2025-08-16 06:00:00,P2P_TRANSFER,149,87217.21,1
2025-08-16 07:00:00,CREDIT,259,170687.36,0
2025-08-16 07:00:00,DEBIT,53,39568.13,0
2025-08-16 07:00:00,P2P_TRANSFER,216,147817.92,1
2025-08-16 08:00:00,CREDIT,226,131085.04,0
2025-08-16 08:00:00,DEBIT,405,363163.37,1
2025-08-16 08:00:00,P2P_TRANSFER,227,132737.02,0
2025-08-16 09:00:00,CREDIT,396,402376.92,2
2025-08-16 09:00:00,DEBIT,298,178562.63,1
2025-08-16 09:00:00,P2P_TRANSFER,341,278468.0,1
2025-08-16 10:00:00,CREDIT,355,188546.04,1
2025-08-16 10:00:00,DEBIT,288,219350.06,1
2025-08-16 10:00:00,P2P_TRANSFER,342,205646.75,1
2025-08-16 11:00:00,CREDIT,115,48722.33,0
2025-08-16 11:00:00,DEBIT,448,291704.16,1
2025-08-16 11:00:00,P2P_TRANSFER,470,295242.76,0
2025-08-16 12:00:00,CREDIT,351,242941.87,0
2025-08-16 12:00:00,DEBIT,291,133650.4,1
2025-08-16 12:00:00,P2P_TRANSFER,200,103549.75,1
2025-08-16 13:00:00,CREDIT,285,158832.36,1
2025-08-16 13:00:00,DEBIT,240,44443.86,1
2025-08-16 13:00:00,P2P_TRANSFER,265,161084.39,1
2025-08-16 14:00:00,CREDIT,291,293524.38,1
2025-08-16 14:00:00,DEBIT,170,103343.92,1
2025-08-16 14:00:00,P2P_TRANSFER,280,136417.42,0
2025-08-16 15:00:00,CREDIT,201,93818.38,0
2025-08-16 15:00:00,DEBIT,231,122332.0,1
2025-08-16 15:00:00,P2P_TRANSFER,451,313977.48,2
2025-08-16 16:00:00,CREDIT,240,167148.61,0
2025-08-16 16:00:00,DEBIT,315,104361.85,1
2025-08-16 16:00:00,P2P_TRANSFER,419,305970.64,2
2025-08-16 17:00:00,CREDIT,215,148095.26,0
2025-08-16 17:00:00,DEBIT,273,322871.45,0
2025-08-16 17:00:00,P2P_TRANSFER,440,251503.66,1
2025-08-16 18:00:00,CREDIT,408,361883.98,1
2025-08-16 18:00:00,DEBIT,492,456458.48,2
2025-08-16 18:00:00,P2P_TRANSFER,457,264332.47,1
2025-08-16 19:00:00,CREDIT,328,96655.7,1
2025-08-16 19:00:00,DEBIT,454,158482.12,1
2025-08-16 19:00:00,P2P_TRANSFER,357,245823.32,2
2025-08-16 20:00:00,CREDIT,171,72874.55,0
2025-08-16 20:00:00,DEBIT,384,423152.11,1
2025-08-16 20:00:00,P2P_TRANSFER,245,98452.8,0
2025-08-16 21:00:00,CREDIT,189,116265.18,0
2025-08-16 21:00:00,DEBIT,237,125220.01,0
2025-08-16 21:00:00,P2P_TRANSFER,246,186422.42,1
2025-08-16 22:00:00,CREDIT,178,138835.36,0
2025-08-16 22:00:00,DEBIT,354,280578.01,2
2025-08-16 22:00:00,P2P_TRANSFER,231,226903.81,0
2025-08-16 23:00:00,CREDIT,151,56658.11,0
2025-08-16 23:00:00,DEBIT,324,239322.56,0
2025-08-16 23:00:00,P2P_TRANSFER,242,134190.11,0
2025-08-17 00:00:00,CREDIT,285,171241.08,0
2025-08-17 00:00:00,DEBIT,297,197832.35,0
2025-08-17 00:00:00,P2P_TRANSFER,166,121509.97,0
2025-08-17 01:00:00,CREDIT,218,106673.95,2
2025-08-17 01:00:00,DEBIT,526,286039.58,2
2025-08-17 01:00:00,P2P_TRANSFER,358,95337.26,0
2025-08-17 02:00:00,CREDIT,606,440732.66,1
2025-08-17 02:00:00,DEBIT,291,94125.73,0
2025-08-17 02:00:00,P2P_TRANSFER,470,290463.17,1
2025-08-17 03:00:00,CREDIT,496,339826.28,1
2025-08-17 03:00:00,DEBIT,412,268337.71,1
2025-08-17 03:00:00,P2P_TRANSFER,275,227509.12,0
2025-08-17 04:00:00,CREDIT,195,57431.92,0
2025-08-17 04:00:00,DEBIT,180,95202.98,0
2025-08-17 04:00:00,P2P_TRANSFER,177,186764.96,0
2025-08-17 05:00:00,CREDIT,139,51025.48,0
2025-08-17 05:00:00,DEBIT,242,155516.82,1
2025-08-17 05:00:00,P2P_TRANSFER,245,142928.94,1
2025-08-17 06:00:00,CREDIT,231,159649.63,1
2025-08-17 06:00:00,DEBIT,161,59266.22,1
2025-08-17 06:00:00,P2P_TRANSFER,147,65564.62,0
2025-08-17 07:00:00,CREDIT,159,71026.51,0
2025-08-17 07:00:00,DEBIT,243,185208.08,1
2025-08-17 07:00:00,P2P_TRANSFER,271,273709.46,1
2025-08-17 08:00:00,CREDIT,258,202846.37,0
2025-08-17 08:00:00,DEBIT,184,155453.0,1
2025-08-17 08:00:00,P2P_TRANSFER,279,181429.37,1
2025-08-17 09:00:00,CREDIT,298,212366.84,1
2025-08-17 09:00:00,DEBIT,282,203997.35,0
2025-08-17 09:00:00,P2P_TRANSFER,574,504113.64,1
2025-08-17 10:00:00,CREDIT,277,193264.91,1
2025-08-17 10:00:00,DEBIT,278,209836.66,0
2025-08-17 10:00:00,P2P_TRANSFER,416,144631.78,1
2025-08-17 11:00:00,CREDIT,400,276414.37,1
2025-08-17 11:00:00,DEBIT,181,67399.26,1
2025-08-17 11:00:00,P2P_TRANSFER,279,238083.66,0
2025-08-17 12:00:00,CREDIT,364,175161.04,0
2025-08-17 12:00:00,DEBIT,247,136678.9,0
2025-08-17 12:00:00,P2P_TRANSFER,287,249333.1,0
2025-08-17 13:00:00,CREDIT,65,59791.14,0
2025-08-17 13:00:00,DEBIT,221,189815.99,0
2025-08-17 13:00:00,P2P_TRANSFER,141,65316.08,0
2025-08-17 14:00:00,CREDIT,211,146727.46,0
2025-08-17 14:00:00,DEBIT,291,125927.81,0
2025-08-17 14:00:00,P2P_TRANSFER,333,249378.73,0
2025-08-17 15:00:00,CREDIT,307,154331.81,0
2025-08-17 15:00:00,DEBIT,218,182570.03,0
2025-08-17 15:00:00,P2P_TRANSFER,345,162674.34,1
2025-08-17 16:00:00,CREDIT,226,115659.0,0
2025-08-17 16:00:00,DEBIT,571,447686.69,2
2025-08-17 16:00:00,P2P_TRANSFER,151,106276.98,0
2025-08-17 17:00:00,CREDIT,313,191676.23,0
2025-08-17 17:00:00,DEBIT,390,142627.21,0
2025-08-17 17:00:00,P2P_TRANSFER,277,205842.76,1
2025-08-17 18:00:00,CREDIT,451,366904.82,1
2025-08-17 18:00:00,DEBIT,596,391270.46,2
2025-08-17 18:00:00,P2P_TRANSFER,607,214774.49,1
2025-08-17 19:00:00,CREDIT,450,294661.27,1
2025-08-17 19:00:00,DEBIT,294,125746.67,0
2025-08-17 19:00:00,P2P_TRANSFER,474,327940.92,1
2025-08-17 20:00:00,CREDIT,226,108242.16,0
2025-08-17 20:00:00,DEBIT,301,144726.61,0
2025-08-17 20:00:00,P2P_TRANSFER,286,164265.48,0
2025-08-17 21:00:00,CREDIT,354,114610.6,1
2025-08-17 21:00:00,DEBIT,192,150524.76,1
2025-08-17 21:00:00,P2P_TRANSFER,233,159248.16,1
2025-08-17 22:00:00,CREDIT,227,192509.71,0
2025-08-17 22:00:00,DEBIT,180,107569.78,0
2025-08-17 22:00:00,P2P_TRANSFER,200,129086.3,0
2025-08-17 23:00:00,CREDIT,234,120801.82,0
2025-08-17 23:00:00,DEBIT,283,91756.27,1
2025-08-17 23:00:00,P2P_TRANSFER,352,216258.22,0
2025-08-18 00:00:00,CREDIT,289,230519.02,0
2025-08-18 00:00:00,DEBIT,92,70238.0,1
2025-08-18 00:00:00,P2P_TRANSFER,471,217464.07,2
2025-08-18 01:00:00,CREDIT,351,279499.82,0
2025-08-18 01:00:00,DEBIT,326,222734.64,1
2025-08-18 01:00:00,P2P_TRANSFER,420,257135.08,1
2025-08-18 02:00:00,CREDIT,407,26165.38,0
2025-08-18 02:00:00,DEBIT,536,443020.46,1
2025-08-18 02:00:00,P2P_TRANSFER,508,110635.66,0
2025-08-18 03:00:00,CREDIT,490,375833.27,1
2025-08-18 03:00:00,DEBIT,484,355068.24,1
2025-08-18 03:00:00,P2P_TRANSFER,262,137046.5,0
2025-08-18 04:00:00,CREDIT,373,220842.12,0
2025-08-18 04:00:00,DEBIT,339,99369.8,0
2025-08-18 04:00:00,P2P_TRANSFER,279,202677.46,1
2025-08-18 05:00:00,CREDIT,189,132280.97,1
2025-08-18 05:00:00,DEBIT,209,112782.96,0
2025-08-18 05:00:00,P2P_TRANSFER,122,111787.14,0
2025-08-18 06:00:00,CREDIT,208,134408.71,1
2025-08-18 06:00:00,DEBIT,221,197816.74,1
2025-08-18 06:00:00,P2P_TRANSFER,176,129501.11,0
2025-08-18 07:00:00,CREDIT,141,56754.5,0
2025-08-18 07:00:00,DEBIT,286,179146.9,1
2025-08-18 07:00:00,P2P_TRANSFER,212,148266.64,0
2025-08-18 08:00:00,CREDIT,390,232399.0,1
2025-08-18 08:00:00,DEBIT,305,229422.49,2
2025-08-18 08:00:00,P2P_TRANSFER,369,111233.02,1
2025-08-18 09:00:00,CREDIT,207,98403.96,0
2025-08-18 09:00:00,DEBIT,513,295727.0,2
2025-08-18 09:00:00,P2P_TRANSFER,403,136139.29,1
2025-08-18 10:00:00,CREDIT,189,162846.55,1
2025-08-18 10:00:00,DEBIT,360,259867.61,1
2025-08-18 10:00:00,P2P_TRANSFER,527,346055.69,1
2025-08-18 11:00:00,CREDIT,511,216988.16,1
2025-08-18 11:00:00,DEBIT,465,525282.9,2
2025-08-18 11:00:00,P2P_TRANSFER,302,178803.89,1
2025-08-18 12:00:00,CREDIT,228,91629.44,0
2025-08-18 12:00:00,DEBIT,462,276403.58,2
2025-08-18 12:00:00,P2P_TRANSFER,279,194125.72,1
2025-08-18 13:00:00,CREDIT,214,106733.06,1
2025-08-18 13:00:00,DEBIT,190,157516.37,1
2025-08-18 13:00:00,P2P_TRANSFER,169,62255.98,0
2025-08-18 14:00:00,CREDIT,237,188671.55,1
2025-08-18 14:00:00,DEBIT,187,130020.04,1
2025-08-18 14:00:00,P2P_TRANSFER,247,181139.44,1
2025-08-18 15:00:00,CREDIT,190,165213.02,0
2025-08-18 15:00:00,DEBIT,229,206009.22,0
2025-08-18 15:00:00,P2P_TRANSFER,437,286348.02,1
2025-08-18 16:00:00,CREDIT,154,146094.65,0
2025-08-18 16:00:00,DEBIT,390,193953.06,1
2025-08-18 16:00:00,P2P_TRANSFER,357,86608.68,1
2025-08-18 17:00:00,CREDIT,165,105126.55,1
2025-08-18 17:00:00,DEBIT,458,278444.59,0
2025-08-18 17:00:00,P2P_TRANSFER,327,253523.81,1
2025-08-18 18:00:00,CREDIT,438,182843.75,1
2025-08-18 18:00:00,DEBIT,426,145225.69,1
2025-08-18 18:00:00,P2P_TRANSFER,250,117855.02,0
2025-08-18 19:00:00,CREDIT,240,243410.4,1
2025-08-18 19:00:00,DEBIT,426,146791.5,1
2025-08-18 19:00:00,P2P_TRANSFER,234,170449.26,1
2025-08-18 20:00:00,CREDIT,319,180067.92,1
2025-08-18 20:00:00,DEBIT,251,143065.55,1
2025-08-18 20:00:00,P2P_TRANSFER,147,73172.28,0
2025-08-18 21:00:00,CREDIT,324,232835.9,1
2025-08-18 21:00:00,DEBIT,253,184690.27,0
2025-08-18 21:00:00,P2P_TRANSFER,276,116047.08,1
2025-08-18 22:00:00,CREDIT,164,97574.89,1
2025-08-18 22:00:00,DEBIT,234,143786.34,0
2025-08-18 22:00:00,P2P_TRANSFER,177,33518.89,0
2025-08-18 23:00:00,CREDIT,203,95562.28,0
2025-08-18 23:00:00,DEBIT,213,183334.38,1
2025-08-18 23:00:00,P2P_TRANSFER,403,332810.46,1
2025-08-19 00:00:00,CREDIT,246,95900.56,1
2025-08-19 00:00:00,DEBIT,425,207903.84,1
2025-08-19 00:00:00,P2P_TRANSFER,324,245232.76,0
2025-08-19 01:00:00,CREDIT,311,86834.71,1
2025-08-19 01:00:00,DEBIT,540,177080.87,1
2025-08-19 01:00:00,P2P_TRANSFER,423,232026.85,0
2025-08-19 02:00:00,CREDIT,333,90324.97,1
2025-08-19 02:00:00,DEBIT,558,214388.98,1
2025-08-19 02:00:00,P2P_TRANSFER,351,159882.02,1
2025-08-19 03:00:00,CREDIT,290,83738.88,0
2025-08-19 03:00:00,DEBIT,470,211980.58,1
2025-08-19 03:00:00,P2P_TRANSFER,343,309014.36,1
2025-08-19 04:00:00,CREDIT,353,255580.73,1
2025-08-19 04:00:00,DEBIT,93,67573.51,1
2025-08-19 04:00:00,P2P_TRANSFER,160,91574.76,0
2025-08-19 05:00:00,CREDIT,224,103611.65,0
2025-08-19 05:00:00,DEBIT,164,100790.98,0
2025-08-19 05:00:00,P2P_TRANSFER,265,179747.09,1
2025-08-19 06:00:00,CREDIT,150,104537.46,1
2025-08-19 06:00:00,DEBIT,245,110230.91,1
2025-08-19 06:00:00,P2P_TRANSFER,203,121982.81,1
2025-08-19 07:00:00,CREDIT,170,105693.18,0
2025-08-19 07:00:00,DEBIT,166,116465.56,0
2025-08-19 07:00:00,P2P_TRANSFER,278,171886.43,1
2025-08-19 08:00:00,CREDIT,207,155269.36,0
2025-08-19 08:00:00,DEBIT,290,109714.46,0
2025-08-19 08:00:00,P2P_TRANSFER,338,180693.3,0
2025-08-19 09:00:00,CREDIT,419,259467.46,0
2025-08-19 09:00:00,DEBIT,419,302551.55,1
2025-08-19 09:00:00,P2P_TRANSFER,399,369598.22,1
2025-08-19 10:00:00,CREDIT,492,371172.0,2
2025-08-19 10:00:00,DEBIT,307,178140.91,1
2025-08-19 10:00:00,P2P_TRANSFER,510,414808.91,1
2025-08-19 11:00:00,CREDIT,317,261107.26,0
2025-08-19 11:00:00,DEBIT,354,306650.59,1
2025-08-19 11:00:00,P2P_TRANSFER,237,117619.51,2
2025-08-19 12:00:00,CREDIT,290,116248.46,1
2025-08-19 12:00:00,DEBIT,163,34309.36,0
2025-08-19 12:00:00,P2P_TRANSFER,278,208284.12,0
2025-08-19 13:00:00,CREDIT,238,201219.06,1
2025-08-19 13:00:00,DEBIT,271,178876.91,0
2025-08-19 13:00:00,P2P_TRANSFER,194,91897.74,0
2025-08-19 14:00:00,CREDIT,88,46437.29,0
2025-08-19 14:00:00,DEBIT,133,87805.63,0
2025-08-19 14:00:00,P2P_TRANSFER,208,80876.05,0
2025-08-19 15:00:00,CREDIT,237,100252.1,1
2025-08-19 15:00:00,DEBIT,214,60361.8,0
2025-08-19 15:00:00,P2P_TRANSFER,332,253821.77,0
2025-08-19 16:00:00,CREDIT,370,250376.39,1
2025-08-19 16:00:00,DEBIT,257,165167.89,0
2025-08-19 16:00:00,P2P_TRANSFER,257,213928.45,2
2025-08-19 17:00:00,CREDIT,396,386892.36,1
2025-08-19 17:00:00,DEBIT,365,113189.33,2
2025-08-19 17:00:00,P2P_TRANSFER,440,164778.12,1
2025-08-19 18:00:00,CREDIT,342,201179.89,1
2025-08-19 18:00:00,DEBIT,453,12000.0,0
2025-08-19 18:00:00,P2P_TRANSFER,68,51601.72,0
2025-08-19 19:00:00,CREDIT,246,136140.43,1
2025-08-19 19:00:00,DEBIT,542,437569.22,1
2025-08-19 19:00:00,P2P_TRANSFER,295,261158.26,1
2025-08-19 20:00:00,CREDIT,165,137580.66,0
2025-08-19 20:00:00,DEBIT,225,114633.67,1
2025-08-19 20:00:00,P2P_TRANSFER,377,199993.8,1
2025-08-19 21:00:00,CREDIT,348,243518.63,1
2025-08-19 21:00:00,DEBIT,300,265940.99,0
2025-08-19 21:00:00,P2P_TRANSFER,292,271297.2,0
2025-08-19 22:00:00,CREDIT,271,183934.98,1
2025-08-19 22:00:00,DEBIT,166,103679.42,1
2025-08-19 22:00:00,P2P_TRANSFER,208,115269.43,1
2025-08-19 23:00:00,CREDIT,216,89936.65,0
2025-08-19 23:00:00,DEBIT,213,197416.07,0
2025-08-19 23:00:00,P2P_TRANSFER,135,113120.95,1
2025-08-20 00:00:00,CREDIT,353,241271.89,1
2025-08-20 00:00:00,DEBIT,205,160351.72,0
2025-08-20 00:00:00,P2P_TRANSFER,133,25190.82,0
2025-08-20 01:00:00,CREDIT,468,307518.08,2
2025-08-20 01:00:00,DEBIT,520,419207.71,1
2025-08-20 01:00:00,P2P_TRANSFER,379,158759.14,1
2025-08-20 02:00:00,CREDIT,525,255810.05,0
2025-08-20 02:00:00,DEBIT,363,121521.53,0
2025-08-20 02:00:00,P2P_TRANSFER,290,155914.88,1
2025-08-20 03:00:00,CREDIT,570,200301.04,2
2025-08-20 03:00:00,DEBIT,292,236971.03,1
2025-08-20 03:00:00,P2P_TRANSFER,419,366336.74,2
2025-08-20 04:00:00,CREDIT,382,229340.02,1
2025-08-20 04:00:00,DEBIT,197,138148.16,0
2025-08-20 04:00:00,P2P_TRANSFER,275,242684.36,1
2025-08-20 05:00:00,CREDIT,177,102629.0,0
2025-08-20 05:00:00,DEBIT,170,135380.09,0
2025-08-20 05:00:00,P2P_TRANSFER,299,78025.91,0
2025-08-20 06:00:00,CREDIT,248,85558.4,0
2025-08-20 06:00:00,DEBIT,209,209463.24,0
2025-08-20 06:00:00,P2P_TRANSFER,192,171762.72,0
2025-08-20 07:00:00,CREDIT,273,96908.52,0
2025-08-20 07:00:00,DEBIT,490,234863.56,1
2025-08-20 07:00:00,P2P_TRANSFER,267,203427.17,0
2025-08-20 08:00:00,CREDIT,317,144158.81,0
2025-08-20 08:00:00,DEBIT,430,367042.86,1
2025-08-20 08:00:00,P2P_TRANSFER,258,164758.48,0
2025-08-20 09:00:00,CREDIT,309,113977.31,2
2025-08-20 09:00:00,DEBIT,358,267771.43,1
2025-08-20 09:00:00,P2P_TRANSFER,292,150104.11,0
2025-08-20 10:00:00,CREDIT,343,218185.04,1
2025-08-20 10:00:00,DEBIT,377,185725.0,1
2025-08-20 10:00:00,P2P_TRANSFER,348,140074.4,0
2025-08-20 11:00:00,CREDIT,386,185487.24,1
2025-08-20 11:00:00,DEBIT,422,244419.83,1
2025-08-20 11:00:00,P2P_TRANSFER,231,190608.67,0
2025-08-20 12:00:00,CREDIT,496,430242.01,2
2025-08-20 12:00:00,DEBIT,299,48891.41,0
2025-08-20 12:00:00,P2P_TRANSFER,64,47694.83,1
2025-08-20 13:00:00,CREDIT,298,110775.64,0
2025-08-20 13:00:00,DEBIT,220,108482.21,0
2025-08-20 13:00:00,P2P_TRANSFER,196,145838.83,0
2025-08-20 14:00:00,CREDIT,255,213579.78,1
2025-08-20 14:00:00,DEBIT,157,20386.68,1
2025-08-20 14:00:00,P2P_TRANSFER,251,138071.14,1
2025-08-20 15:00:00,CREDIT,238,120847.2,1
2025-08-20 15:00:00,DEBIT,340,140491.08,1
2025-08-20 15:00:00,P2P_TRANSFER,178,110228.65,0
2025-08-20 16:00:00,CREDIT,236,153685.14,0
2025-08-20 16:00:00,DEBIT,324,128792.88,0
2025-08-20 16:00:00,P2P_TRANSFER,483,234122.58,1
2025-08-20 17:00:00,CREDIT,245,144064.13,0
2025-08-20 17:00:00,DEBIT,318,144062.89,1
2025-08-20 17:00:00,P2P_TRANSFER,269,125595.13,0
2025-08-20 18:00:00,CREDIT,499,223033.69,1
2025-08-20 18:00:00,DEBIT,348,243699.7,1
2025-08-20 18:00:00,P2P_TRANSFER,306,279478.97,0
2025-08-20 19:00:00,CREDIT,341,63702.1,0
2025-08-20 19:00:00,DEBIT,240,148496.45,1
2025-08-20 19:00:00,P2P_TRANSFER,338,244881.49,0
2025-08-20 20:00:00,CREDIT,358,154361.66,0
2025-08-20 20:00:00,DEBIT,195,144114.11,1
2025-08-20 20:00:00,P2P_TRANSFER,296,163716.25,1
2025-08-20 21:00:00,CREDIT,364,276002.57,2
2025-08-20 21:00:00,DEBIT,30,25388.22,0
2025-08-20 21:00:00,P2P_TRANSFER,195,177263.1,0
2025-08-20 22:00:00,CREDIT,287,213409.44,1
2025-08-20 22:00:00,DEBIT,199,194519.18,0
2025-08-20 22:00:00,P2P_TRANSFER,248,134351.8,0
2025-08-20 23:00:00,CREDIT,204,179808.43,1
2025-08-20 23:00:00,DEBIT,183,141279.62,1
2025-08-20 23:00:00,P2P_TRANSFER,270,212702.87,0
2025-08-21 00:00:00,CREDIT,181,102782.99,0
2025-08-21 00:00:00,DEBIT,416,346953.59,1
2025-08-21 00:00:00,P2P_TRANSFER,294,176734.57,1
2025-08-21 01:00:00,CREDIT,430,243947.0,1
2025-08-21 01:00:00,DEBIT,524,485591.88,2
2025-08-21 01:00:00,P2P_TRANSFER,177,90222.64,0
2025-08-21 02:00:00,CREDIT,501,483602.05,2
2025-08-21 02:00:00,DEBIT,531,305926.94,1
2025-08-21 02:00:00,P2P_TRANSFER,406,331971.91,1
2025-08-21 03:00:00,CREDIT,501,88940.38,0
2025-08-21 03:00:00,DEBIT,391,226382.92,1
2025-08-21 03:00:00,P2P_TRANSFER,370,139407.1,1
2025-08-21 04:00:00,CREDIT,399,226237.74,1
2025-08-21 04:00:00,DEBIT,335,63940.51,0
2025-08-21 04:00:00,P2P_TRANSFER,328,220097.56,1
2025-08-21 05:00:00,CREDIT,366,208119.65,0
2025-08-21 05:00:00,DEBIT,175,115042.06,1
2025-08-21 05:00:00,P2P_TRANSFER,135,107542.1,0
2025-08-21 06:00:00,CREDIT,270,80505.48,0
2025-08-21 06:00:00,DEBIT,161,113115.48,1
2025-08-21 06:00:00,P2P_TRANSFER,281,63563.09,0
2025-08-21 07:00:00,CREDIT,312,208648.67,1
2025-08-21 07:00:00,DEBIT,219,139224.49,0
2025-08-21 07:00:00,P2P_TRANSFER,242,112719.12,1
2025-08-21 08:00:00,CREDIT,101,41792.18,0
2025-08-21 08:00:00,DEBIT,358,117038.38,1
2025-08-21 08:00:00,P2P_TRANSFER,378,275563.61,1
2025-08-21 09:00:00,CREDIT,319,219054.36,1
2025-08-21 09:00:00,DEBIT,295,225303.18,1
2025-08-21 09:00:00,P2P_TRANSFER,375,317978.2,0
2025-08-21 10:00:00,CREDIT,374,252471.38,1
2025-08-21 10:00:00,DEBIT,340,97145.46,1
2025-08-21 10:00:00,P2P_TRANSFER,345,240731.12,0
2025-08-21 11:00:00,CREDIT,270,165750.76,1
2025-08-21 11:00:00,DEBIT,391,282931.32,1
2025-08-21 11:00:00,P2P_TRANSFER,252,137933.99,0
2025-08-21 12:00:00,CREDIT,331,198838.97,1
2025-08-21 12:00:00,DEBIT,237,83978.7,0
2025-08-21 12:00:00,P2P_TRANSFER,308,234914.81,1
2025-08-21 13:00:00,CREDIT,155,76322.6,0
2025-08-21 13:00:00,DEBIT,269,115084.84,0
2025-08-21 13:00:00,P2P_TRANSFER,262,60122.09,0
2025-08-21 14:00:00,CREDIT,244,42545.09,0
2025-08-21 14:00:00,DEBIT,268,181073.44,0
2025-08-21 14:00:00,P2P_TRANSFER,200,111457.36,0
2025-08-21 15:00:00,CREDIT,305,133411.3,1
2025-08-21 15:00:00,DEBIT,216,99792.6,0
2025-08-21 15:00:00,P2P_TRANSFER,329,137672.17,1
2025-08-21 16:00:00,CREDIT,283,222070.62,1
2025-08-21 16:00:00,DEBIT,449,105972.8,1
2025-08-21 16:00:00,P2P_TRANSFER,506,215042.28,1
2025-08-21 17:00:00,CREDIT,261,162455.52,0
2025-08-21 17:00:00,DEBIT,388,330751.68,0
2025-08-21 17:00:00,P2P_TRANSFER,389,309631.55,1
2025-08-21 18:00:00,CREDIT,281,199024.56,0
2025-08-21 18:00:00,DEBIT,450,226714.55,1
2025-08-21 18:00:00,P2P_TRANSFER,514,369781.44,1
2025-08-21 19:00:00,CREDIT,368,149831.76,1
2025-08-21 19:00:00,DEBIT,306,65673.17,0
2025-08-21 19:00:00,P2P_TRANSFER,412,126524.7,1
2025-08-21 20:00:00,CREDIT,349,126565.32,1
2025-08-21 20:00:00,DEBIT,256,189148.0,1
2025-08-21 20:00:00,P2P_TRANSFER,210,146576.69,1
2025-08-21 21:00:00,CREDIT,242,132476.6,0
2025-08-21 21:00:00,DEBIT,161,108609.6,0
2025-08-21 21:00:00,P2P_TRANSFER,169,115574.06,0
2025-08-21 22:00:00,CREDIT,306,254554.45,1
2025-08-21 22:00:00,DEBIT,138,58248.44,0
2025-08-21 22:00:00,P2P_TRANSFER,92,83739.3,0
2025-08-21 23:00:00,CREDIT,332,245474.89,1
