CaseID,TransactionID,AnalystID,Case_Status,Resolution_Code,Open_Timestamp,AnalystNotes
CS_008353,TID_008353,ANL_004,CLOSED,FN_NOT_FRAUD,2025-09-02 09:21:48,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008354,TID_008354,ANL_001,CLOSED,FN_NOT_FRAUD,2025-08-04 11:46:19,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008355,TID_008355,ANL_022,CLOSED,FN_NOT_FRAUD,2025-08-16 17:51:01,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008356,TID_008356,ANL_022,PENDING_REVIEW,N/A,2025-09-15 22:28:05,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008357,TID_008357,ANL_027,CLOSED,FN_FRAUD,2025-10-21 18:42:25,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008358,TID_008358,ANL_001,CLOSED,INSUFFICIENT_DATA,2025-09-01 04:25:47,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008359,TID_008359,ANL_005,OPEN,N/A,2025-10-18 19:36:05,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008360,TID_008360,ANL_006,CLOSED,FN_NOT_FRAUD,2025-09-09 12:00:25,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008361,TID_008361,ANL_026,OPEN,N/A,2025-10-05 22:04:56,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008362,TID_008362,ANL_032,CLOSED,FN_NOT_FRAUD,2025-09-02 16:47:24,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008363,TID_008363,ANL_019,CLOSED,FN_NOT_FRAUD,2025-08-18 01:59:54,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008364,TID_008364,ANL_015,CLOSED,FN_NOT_FRAUD,2025-09-28 04:44:22,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008365,TID_008365,ANL_008,CLOSED,FN_NOT_FRAUD,2025-09-08 20:26:05,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008366,TID_008366,ANL_013,CLOSED,FN_NOT_FRAUD,2025-10-16 13:38:53,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008367,TID_008367,ANL_007,CLOSED,FN_NOT_FRAUD,2025-09-29 06:49:31,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008368,TID_008368,ANL_029,OPEN,N/A,2025-08-09 23:58:29,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008369,TID_008369,ANL_042,CLOSED,FN_FRAUD,2025-09-09 20:35:44,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008370,TID_008370,ANL_008,PENDING_REVIEW,N/A,2025-09-19 05:03:26,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008371,TID_008371,ANL_045,CLOSED,FN_NOT_FRAUD,2025-09-26 18:08:20,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008372,TID_008372,ANL_002,CLOSED,FN_FRAUD,2025-10-12 01:13:58,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008373,TID_008373,ANL_049,CLOSED,FN_NOT_FRAUD,2025-09-28 21:55:30,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008374,TID_008374,ANL_027,CLOSED,FN_NOT_FRAUD,2025-08-11 02:16:08,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008375,TID_008375,ANL_008,OPEN,N/A,2025-09-18 04:39:26,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008376,TID_008376,ANL_007,CLOSED,FN_NOT_FRAUD,2025-08-03 03:05:17,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008377,TID_008377,ANL_024,PENDING_REVIEW,N/A,2025-08-22 02:25:30,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008378,TID_008378,ANL_001,CLOSED,FN_NOT_FRAUD,2025-09-30 05:30:55,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008379,TID_008379,ANL_001,CLOSED,FN_NOT_FRAUD,2025-09-05 12:48:34,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008380,TID_008380,ANL_031,CLOSED,FN_NOT_FRAUD,2025-10-14 00:44:47,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008381,TID_008381,ANL_033,CLOSED,FN_FRAUD,2025-10-16 13:06:22,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008382,TID_008382,ANL_020,PENDING_REVIEW,N/A,2025-10-23 13:45:21,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008383,TID_008383,ANL_025,CLOSED,FN_NOT_FRAUD,2025-08-18 00:07:39,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008384,TID_008384,ANL_021,OPEN,N/A,2025-09-02 15:28:13,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008385,TID_008385,ANL_008,CLOSED,FN_NOT_FRAUD,2025-08-05 00:17:09,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008386,TID_008386,ANL_007,CLOSED,FN_NOT_FRAUD,2025-08-23 13:51:50,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008387,TID_008387,ANL_029,PENDING_REVIEW,N/A,2025-10-17 10:26:34,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008388,TID_008388,ANL_034,CLOSED,FN_NOT_FRAUD,2025-10-20 11:42:48,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008389,TID_008389,ANL_036,CLOSED,FN_FRAUD,2025-09-01 21:31:36,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008390,TID_008390,ANL_027,PENDING_REVIEW,N/A,2025-08-12 01:42:54,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008391,TID_008391,ANL_005,CLOSED,FN_NOT_FRAUD,2025-09-07 10:28:06,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008392,TID_008392,ANL_043,OPEN,N/A,2025-08-03 12:56:51,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008393,TID_008393,ANL_007,CLOSED,FN_NOT_FRAUD,2025-09-03 06:19:57,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008394,TID_008394,ANL_033,CLOSED,FN_NOT_FRAUD,2025-09-29 17:52:32,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008395,TID_008395,ANL_002,PENDING_REVIEW,N/A,2025-07-30 15:56:37,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008396,TID_008396,ANL_005,CLOSED,FN_NOT_FRAUD,2025-10-07 03:57:48,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008397,TID_008397,ANL_019,CLOSED,INSUFFICIENT_DATA,2025-10-05 02:10:18,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008398,TID_008398,ANL_006,CLOSED,FN_FRAUD,2025-10-15 11:55:50,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008399,TID_008399,ANL_010,CLOSED,FN_NOT_FRAUD,2025-08-15 11:37:06,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008400,TID_008400,ANL_050,CLOSED,FN_NOT_FRAUD,2025-08-07 03:48:52,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008401,TID_008401,ANL_011,PENDING_REVIEW,N/A,2025-10-14 12:30:00,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008402,TID_008402,ANL_004,CLOSED,FN_FRAUD,2025-10-11 22:57:03,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008403,TID_008403,ANL_038,CLOSED,FN_NOT_FRAUD,2025-07-30 10:15:12,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008404,TID_008404,ANL_003,PENDING_REVIEW,N/A,2025-08-01 21:44:34,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008405,TID_008405,ANL_038,CLOSED,FN_NOT_FRAUD,2025-09-21 12:33:08,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008406,TID_008406,ANL_024,CLOSED,FN_NOT_FRAUD,2025-09-29 23:04:36,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008407,TID_008407,ANL_002,CLOSED,FN_NOT_FRAUD,2025-09-15 07:41:03,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008408,TID_008408,ANL_010,CLOSED,W_CLOSED,2025-10-17 20:30:22,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008409,TID_008409,ANL_021,OPEN,N/A,2025-09-04 15:32:34,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008410,TID_008410,ANL_032,CLOSED,FN_FRAUD,2025-09-16 06:00:53,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008411,TID_008411,ANL_010,CLOSED,FN_NOT_FRAUD,2025-08-23 16:16:01,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008412,TID_008412,ANL_036,CLOSED,FN_NOT_FRAUD,2025-10-09 19:41:49,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008413,TID_008413,ANL_048,CLOSED,INSUFFICIENT_DATA,2025-10-14 22:11:26,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008414,TID_008414,ANL_002,CLOSED,W_CLOSED,2025-09-18 07:21:47,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008415,TID_008415,ANL_016,CLOSED,FN_NOT_FRAUD,2025-09-21 18:39:40,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008416,TID_008416,ANL_045,CLOSED,FN_NOT_FRAUD,2025-10-20 15:41:09,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008417,TID_008417,ANL_037,CLOSED,FN_FRAUD,2025-09-07 21:21:45,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008418,TID_008418,ANL_046,CLOSED,FN_NOT_FRAUD,2025-10-24 01:25:27,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008419,TID_008419,ANL_008,CLOSED,FN_FRAUD,2025-08-14 02:29:38,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008420,TID_008420,ANL_004,CLOSED,FN_NOT_FRAUD,2025-07-26 17:04:02,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008421,TID_008421,ANL_009,CLOSED,FN_NOT_FRAUD,2025-08-19 20:01:39,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008422,TID_008422,ANL_010,CLOSED,FN_NOT_FRAUD,2025-07-28 00:50:51,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008423,TID_008423,ANL_049,CLOSED,INSUFFICIENT_DATA,2025-08-01 19:08:54,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008424,TID_008424,ANL_003,PENDING_REVIEW,N/A,2025-10-12 01:52:03,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008425,TID_008425,ANL_005,PENDING_REVIEW,N/A,2025-10-07 19:31:42,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008426,TID_008426,ANL_005,CLOSED,FN_NOT_FRAUD,2025-08-24 06:36:03,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008427,TID_008427,ANL_028,OPEN,N/A,2025-08-05 04:52:13,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008428,TID_008428,ANL_020,PENDING_REVIEW,N/A,2025-09-11 03:54:00,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008429,TID_008429,ANL_032,OPEN,N/A,2025-08-17 10:35:22,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008430,TID_008430,ANL_009,CLOSED,FN_FRAUD,2025-08-14 11:51:56,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008431,TID_008431,ANL_010,PENDING_REVIEW,N/A,2025-08-28 05:00:49,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008432,TID_008432,ANL_005,CLOSED,FN_NOT_FRAUD,2025-09-11 10:24:35,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008433,TID_008433,ANL_017,CLOSED,W_CLOSED,2025-10-12 08:47:48,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008434,TID_008434,ANL_020,CLOSED,FN_NOT_FRAUD,2025-07-29 13:35:43,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008435,TID_008435,ANL_008,CLOSED,FN_NOT_FRAUD,2025-10-14 05:35:31,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008436,TID_008436,ANL_048,CLOSED,FN_NOT_FRAUD,2025-09-05 23:16:47,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008437,TID_008437,ANL_032,PENDING_REVIEW,N/A,2025-10-21 11:13:14,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008438,TID_008438,ANL_004,CLOSED,FN_FRAUD,2025-09-08 21:35:30,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008439,TID_008439,ANL_011,CLOSED,FN_NOT_FRAUD,2025-09-17 01:27:45,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008440,TID_008440,ANL_010,PENDING_REVIEW,N/A,2025-08-30 01:32:35,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008441,TID_008441,ANL_029,CLOSED,FN_NOT_FRAUD,2025-08-31 12:47:16,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008442,TID_008442,ANL_003,CLOSED,FN_NOT_FRAUD,2025-09-11 15:16:23,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008443,TID_008443,ANL_005,OPEN,N/A,2025-10-12 10:41:57,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008444,TID_008444,ANL_022,CLOSED,FN_NOT_FRAUD,2025-07-28 18:27:19,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008445,TID_008445,ANL_019,OPEN,N/A,2025-07-27 13:38:45,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008446,TID_008446,ANL_003,CLOSED,FN_NOT_FRAUD,2025-09-23 01:58:02,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008447,TID_008447,ANL_020,CLOSED,FN_NOT_FRAUD,2025-09-10 15:46:35,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008448,TID_008448,ANL_026,CLOSED,W_CLOSED,2025-07-27 02:54:24,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008449,TID_008449,ANL_003,CLOSED,FN_FRAUD,2025-07-29 08:05:20,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008450,TID_008450,ANL_001,CLOSED,FN_NOT_FRAUD,2025-08-03 21:32:39,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008451,TID_008451,ANL_009,OPEN,N/A,2025-08-23 18:37:32,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008452,TID_008452,ANL_038,CLOSED,FN_NOT_FRAUD,2025-08-08 12:10:49,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008453,TID_008453,ANL_010,CLOSED,FN_NOT_FRAUD,2025-08-06 05:24:52,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008454,TID_008454,ANL_016,CLOSED,FN_NOT_FRAUD,2025-09-11 07:56:19,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008455,TID_008455,ANL_005,CLOSED,FN_NOT_FRAUD,2025-09-04 12:01:36,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008456,TID_008456,ANL_017,CLOSED,FN_NOT_FRAUD,2025-08-19 07:07:22,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008457,TID_008457,ANL_036,PENDING_REVIEW,N/A,2025-10-03 18:04:31,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008458,TID_008458,ANL_005,CLOSED,FN_FRAUD,2025-09-30 20:19:31,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008459,TID_008459,ANL_004,CLOSED,FN_NOT_FRAUD,2025-09-24 16:26:39,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008460,TID_008460,ANL_009,CLOSED,FN_FRAUD,2025-09-06 22:10:58,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008461,TID_008461,ANL_011,OPEN,N/A,2025-10-21 05:59:11,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008462,TID_008462,ANL_017,CLOSED,FN_NOT_FRAUD,2025-09-14 01:04:46,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008463,TID_008463,ANL_018,CLOSED,FN_NOT_FRAUD,2025-07-30 09:51:39,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008464,TID_008464,ANL_045,CLOSED,FN_NOT_FRAUD,2025-08-04 00:39:47,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008465,TID_008465,ANL_004,CLOSED,FN_NOT_FRAUD,2025-09-02 23:16:51,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008466,TID_008466,ANL_042,CLOSED,FN_NOT_FRAUD,2025-08-04 04:43:52,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008467,TID_008467,ANL_006,CLOSED,W_CLOSED,2025-09-30 16:02:58,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008468,TID_008468,ANL_006,CLOSED,FN_FRAUD,2025-08-21 16:35:48,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008469,TID_008469,ANL_025,PENDING_REVIEW,N/A,2025-09-19 23:10:56,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008470,TID_008470,ANL_042,CLOSED,FN_FRAUD,2025-08-04 08:59:16,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008471,TID_008471,ANL_002,CLOSED,FN_NOT_FRAUD,2025-09-24 04:05:02,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008472,TID_008472,ANL_003,CLOSED,FN_NOT_FRAUD,2025-09-08 22:48:58,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008473,TID_008473,ANL_002,CLOSED,FN_FRAUD,2025-08-30 01:26:23,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008474,TID_008474,ANL_001,OPEN,N/A,2025-10-09 20:02:23,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008475,TID_008475,ANL_001,CLOSED,FN_NOT_FRAUD,2025-09-19 15:32:16,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008476,TID_008476,ANL_035,PENDING_REVIEW,N/A,2025-09-18 21:28:56,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008477,TID_008477,ANL_036,CLOSED,FN_NOT_FRAUD,2025-09-24 20:06:28,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008478,TID_008478,ANL_009,CLOSED,FN_NOT_FRAUD,2025-09-23 16:49:53,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008479,TID_008479,ANL_006,PENDING_REVIEW,N/A,2025-09-19 17:20:55,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008480,TID_008480,ANL_001,CLOSED,FN_NOT_FRAUD,2025-08-17 00:05:42,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008481,TID_008481,ANL_001,PENDING_REVIEW,N/A,2025-10-20 15:45:42,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008482,TID_008482,ANL_001,CLOSED,FN_NOT_FRAUD,2025-07-28 18:35:40,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008483,TID_008483,ANL_047,CLOSED,FN_NOT_FRAUD,2025-08-07 05:53:50,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008484,TID_008484,ANL_025,CLOSED,FN_NOT_FRAUD,2025-09-10 22:06:52,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008485,TID_008485,ANL_011,PENDING_REVIEW,N/A,2025-08-23 12:08:36,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008486,TID_008486,ANL_003,CLOSED,FN_NOT_FRAUD,2025-10-22 10:17:22,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008487,TID_008487,ANL_026,CLOSED,FN_NOT_FRAUD,2025-10-03 17:18:45,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008488,TID_008488,ANL_007,PENDING_REVIEW,N/A,2025-09-30 21:15:49,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008489,TID_008489,ANL_001,CLOSED,FN_FRAUD,2025-09-01 13:11:02,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008490,TID_008490,ANL_046,CLOSED,W_CLOSED,2025-07-27 16:43:11,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008491,TID_008491,ANL_020,CLOSED,INSUFFICIENT_DATA,2025-10-07 04:04:16,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008492,TID_008492,ANL_003,CLOSED,W_CLOSED,2025-08-25 10:04:11,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008493,TID_008493,ANL_001,CLOSED,FN_FRAUD,2025-10-09 23:21:54,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008494,TID_008494,ANL_006,PENDING_REVIEW,N/A,2025-08-05 13:42:56,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008495,TID_008495,ANL_020,PENDING_REVIEW,N/A,2025-10-21 13:11:52,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008496,TID_008496,ANL_044,PENDING_REVIEW,N/A,2025-09-17 20:55:52,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008497,TID_008497,ANL_009,CLOSED,FN_NOT_FRAUD,2025-10-07 03:16:14,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008498,TID_008498,ANL_003,PENDING_REVIEW,N/A,2025-09-18 23:28:03,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008499,TID_008499,ANL_040,OPEN,N/A,2025-08-07 20:45:05,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008500,TID_008500,ANL_048,CLOSED,FN_NOT_FRAUD,2025-08-15 22:58:02,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008501,TID_008501,ANL_046,CLOSED,FN_FRAUD,2025-10-13 11:29:07,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008502,TID_008502,ANL_045,CLOSED,FN_NOT_FRAUD,2025-10-16 13:36:25,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008503,TID_008503,ANL_047,CLOSED,FN_NOT_FRAUD,2025-10-11 02:16:44,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008504,TID_008504,ANL_018,CLOSED,FN_FRAUD,2025-09-09 01:39:25,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008505,TID_008505,ANL_004,CLOSED,FN_NOT_FRAUD,2025-10-08 03:20:50,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008506,TID_008506,ANL_006,CLOSED,INSUFFICIENT_DATA,2025-08-10 05:08:05,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008507,TID_008507,ANL_007,CLOSED,FN_NOT_FRAUD,2025-10-13 05:27:07,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008508,TID_008508,ANL_036,CLOSED,FN_FRAUD,2025-08-23 09:59:46,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008509,TID_008509,ANL_017,PENDING_REVIEW,N/A,2025-10-12 18:46:31,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008510,TID_008510,ANL_010,PENDING_REVIEW,N/A,2025-08-06 20:11:37,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008511,TID_008511,ANL_014,CLOSED,FN_NOT_FRAUD,2025-08-29 23:18:42,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008512,TID_008512,ANL_034,CLOSED,FN_NOT_FRAUD,2025-08-15 08:03:20,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008513,TID_008513,ANL_023,CLOSED,INSUFFICIENT_DATA,2025-09-18 11:57:18,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008514,TID_008514,ANL_005,PENDING_REVIEW,N/A,2025-08-23 10:45:19,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008515,TID_008515,ANL_036,CLOSED,FN_NOT_FRAUD,2025-10-18 07:53:03,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008516,TID_008516,ANL_042,CLOSED,FN_NOT_FRAUD,2025-08-20 07:31:02,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008517,TID_008517,ANL_007,CLOSED,FN_NOT_FRAUD,2025-09-05 19:55:29,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008518,TID_008518,ANL_043,CLOSED,FN_NOT_FRAUD,2025-07-30 19:26:00,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008519,TID_008519,ANL_006,CLOSED,FN_NOT_FRAUD,2025-08-03 14:48:45,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008520,TID_008520,ANL_009,CLOSED,FN_NOT_FRAUD,2025-10-23 10:22:51,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008521,TID_008521,ANL_004,CLOSED,FN_NOT_FRAUD,2025-07-29 12:12:06,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008522,TID_008522,ANL_003,OPEN,N/A,2025-08-16 22:21:12,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008523,TID_008523,ANL_047,CLOSED,FN_NOT_FRAUD,2025-10-13 16:37:43,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008524,TID_008524,ANL_002,OPEN,N/A,2025-10-17 13:54:59,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008525,TID_008525,ANL_030,CLOSED,FN_NOT_FRAUD,2025-08-11 15:25:33,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008526,TID_008526,ANL_001,CLOSED,FN_NOT_FRAUD,2025-07-28 21:12:07,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008527,TID_008527,ANL_020,CLOSED,FN_NOT_FRAUD,2025-09-14 09:03:48,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008528,TID_008528,ANL_006,CLOSED,INSUFFICIENT_DATA,2025-09-20 07:43:37,"{""Summary"": ""Case closed due to inactivity.""}"
CS_008529,TID_008529,ANL_005,CLOSED,FN_NOT_FRAUD,2025-10-05 04:09:16,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008530,TID_008530,ANL_019,CLOSED,FN_NOT_FRAUD,2025-09-12 05:44:38,"{""Summary"": ""User verified transaction as legitimate.""}"
CS_008531,TID_008531,ANL_001,OPEN,N/A,2025-10-22 11:46:57,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008532,TID_008532,ANL_005,CLOSED,FN_FRAUD,2025-08-15 04:14:18,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008533,TID_008533,ANL_017,CLOSED,FN_FRAUD,2025-08-28 06:52:47,"{""Summary"": ""Confirmed fraud. Account compromised.""}"
CS_008534,TID_008534,ANL_012,OPEN,N/A,2025-09-13 01:38:11,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008535,TID_008535,ANL_010,PENDING_REVIEW,N/A,2025-10-06 16:45:46,"{""Initial_Assessment"": ""Automatic trigger on velocity breach.""}"
CS_008536,TID_008536,ANL_005,CLOSED,FN_NOT_FRAUD,2025-10-02 22:23:47,"{""Summary"": ""User verified transaction as legitimate.""}"
