FeedID,TransactionID,IP_Risk_Score,Email_Domain_Age,VPN_Flag
FID_023783,TID_023783,24.6,3086,False
FID_023784,TID_023784,6.0,797,False
FID_023785,TID_023785,2.5,1511,False
FID_023786,TID_023786,44.5,4884,False
FID_023787,TID_023787,2.2,980,True
FID_023788,TID_023788,2.0,5000,False
FID_023789,TID_023789,16.8,2663,False
FID_023790,TID_023790,35.6,405,False
FID_023791,TID_023791,5.0,5000,True
FID_023792,TID_023792,10.0,5000,False
FID_023793,TID_023793,11.4,844,True
FID_023794,TID_023794,7.3,912,False
FID_023795,TID_023795,1.8,138,True
FID_023796,TID_023796,6.1,2912,False
FID_023797,TID_023797,34.4,806,False
FID_023798,TID_023798,19.1,166,False
FID_023799,TID_023799,2.1,2830,False
FID_023800,TID_023800,6.9,200,False
FID_023801,TID_023801,5.6,460,False
FID_023802,TID_023802,32.9,5000,False
FID_023803,TID_023803,18.1,5000,False
FID_023804,TID_023804,18.4,275,False
FID_023805,TID_023805,6.8,260,False
FID_023806,TID_023806,9.8,5000,False
FID_023807,TID_023807,1.0,748,False
FID_023808,TID_023808,22.2,2414,False
FID_023809,TID_023809,1.8,2052,False
FID_023810,TID_023810,23.0,960,False
FID_023811,TID_023811,5.1,556,False
FID_023812,TID_023812,1.5,10,True
FID_023813,TID_023813,24.6,403,False
FID_023814,TID_023814,23.5,458,False
FID_023815,TID_023815,10.2,612,False
FID_023816,TID_023816,7.5,35,True
FID_023817,TID_023817,20.9,285,False
FID_023818,TID_023818,12.1,1621,False
FID_023819,TID_023819,3.4,3560,False
FID_023820,TID_023820,19.0,1777,False
FID_023821,TID_023821,1.0,26,False
FID_023822,TID_023822,9.6,2867,False
FID_023823,TID_023823,1.4,5000,False
FID_023824,TID_023824,1.5,126,False
FID_023825,TID_023825,21.1,1029,False
FID_023826,TID_023826,4.5,1646,True
FID_023827,TID_023827,21.1,4759,True
FID_023828,TID_023828,4.0,3236,True
FID_023829,TID_023829,17.6,318,False
FID_023830,TID_023830,42.2,25,False
FID_023831,TID_023831,29.4,251,False
FID_023832,TID_023832,19.3,5000,False
FID_023833,TID_023833,14.7,2864,False
FID_023834,TID_023834,22.5,185,False
FID_023835,TID_023835,45.1,403,False
FID_023836,TID_023836,1.5,564,False
FID_023837,TID_023837,1.0,275,False
FID_023838,TID_023838,11.8,3593,False
FID_023839,TID_023839,7.1,384,False
FID_023840,TID_023840,15.8,3573,True
FID_023841,TID_023841,13.0,27,True
FID_023842,TID_023842,20.2,97,False
FID_023843,TID_023843,1.7,1541,False
FID_023844,TID_023844,1.0,141,False
FID_023845,TID_023845,9.0,355,False
FID_023846,TID_023846,1.0,104,False
FID_023847,TID_023847,29.7,5000,False
FID_023848,TID_023848,5.7,117,False
FID_023849,TID_023849,1.0,288,False
FID_023850,TID_023850,13.6,5000,False
FID_023851,TID_023851,15.0,556,False
FID_023852,TID_023852,37.4,5000,True
FID_023853,TID_023853,2.3,232,False
FID_023854,TID_023854,16.2,1086,False
FID_023855,TID_023855,8.3,649,True
FID_023856,TID_023856,21.6,75,False
FID_023857,TID_023857,10.9,4435,False
FID_023858,TID_023858,19.2,1766,False
FID_023859,TID_023859,7.8,654,False
FID_023860,TID_023860,4.5,407,False
FID_023861,TID_023861,13.5,841,False
FID_023862,TID_023862,9.2,5000,False
FID_023863,TID_023863,4.7,5000,False
FID_023864,TID_023864,4.4,3547,False
FID_023865,TID_023865,27.8,4271,False
FID_023866,TID_023866,11.8,4301,False
FID_023867,TID_023867,1.0,3784,False
FID_023868,TID_023868,5.3,1723,False
FID_023869,TID_023869,12.2,423,False
FID_023870,TID_023870,9.8,860,False
FID_023871,TID_023871,28.6,471,False
FID_023872,TID_023872,26.9,648,False
FID_023873,TID_023873,23.9,703,False
FID_023874,TID_023874,9.4,1285,False
FID_023875,TID_023875,19.1,142,False
FID_023876,TID_023876,11.2,385,False
FID_023877,TID_023877,3.5,2759,False
FID_023878,TID_023878,10.8,289,False
FID_023879,TID_023879,32.5,2294,False
FID_023880,TID_023880,3.1,50,False
FID_023881,TID_023881,4.1,304,False
FID_023882,TID_023882,1.5,504,True
FID_023883,TID_023883,1.0,5000,False
FID_023884,TID_023884,8.8,521,False
FID_023885,TID_023885,2.3,5000,False
FID_023886,TID_023886,16.3,5000,False
FID_023887,TID_023887,3.6,539,False
FID_023888,TID_023888,20.6,3034,False
FID_023889,TID_023889,1.5,5000,False
FID_023890,TID_023890,1.2,572,False
FID_023891,TID_023891,4.7,1259,False
FID_023892,TID_023892,22.1,826,False
FID_023893,TID_023893,28.7,5000,False
FID_023894,TID_023894,4.8,5000,False
FID_023895,TID_023895,2.2,5000,False
FID_023896,TID_023896,1.0,34,False
FID_023897,TID_023897,2.4,1980,False
FID_023898,TID_023898,5.0,1445,False
FID_023899,TID_023899,5.8,134,True
FID_023900,TID_023900,5.8,582,False
FID_023901,TID_023901,16.2,5000,False
FID_023902,TID_023902,37.4,707,False
FID_023903,TID_023903,8.0,379,False
FID_023904,TID_023904,18.0,398,False
FID_023905,TID_023905,3.7,5000,False
FID_023906,TID_023906,1.0,102,False
FID_023907,TID_023907,1.2,293,False
FID_023908,TID_023908,30.2,1072,False
FID_023909,TID_023909,6.3,1091,False
FID_023910,TID_023910,21.5,549,False
FID_023911,TID_023911,8.1,5000,False
FID_023912,TID_023912,10.7,162,False
FID_023913,TID_023913,41.8,5000,False
FID_023914,TID_023914,6.6,44,False
FID_023915,TID_023915,5.7,338,False
FID_023916,TID_023916,5.2,1602,False
FID_023917,TID_023917,1.0,1488,False
FID_023918,TID_023918,11.5,612,True
FID_023919,TID_023919,14.1,111,False
FID_023920,TID_023920,2.7,1850,False
FID_023921,TID_023921,1.0,52,False
FID_023922,TID_023922,17.3,4414,False
FID_023923,TID_023923,28.0,5000,False
FID_023924,TID_023924,12.7,540,False
FID_023925,TID_023925,11.2,274,False
FID_023926,TID_023926,9.1,212,False
FID_023927,TID_023927,1.9,58,False
FID_023928,TID_023928,10.8,2752,False
FID_023929,TID_023929,16.1,75,False
FID_023930,TID_023930,5.1,964,True
FID_023931,TID_023931,13.2,239,False
FID_023932,TID_023932,10.5,2918,False
FID_023933,TID_023933,11.9,5000,True
FID_023934,TID_023934,13.8,625,False
FID_023935,TID_023935,5.6,5000,False
FID_023936,TID_023936,20.8,631,False
FID_023937,TID_023937,1.5,926,True
FID_023938,TID_023938,1.2,5000,False
FID_023939,TID_023939,19.0,2434,True
FID_023940,TID_023940,19.8,595,False
FID_023941,TID_023941,5.6,3052,True
FID_023942,TID_023942,8.6,5000,False
FID_023943,TID_023943,20.8,143,False
FID_023944,TID_023944,7.7,178,False
FID_023945,TID_023945,4.7,5000,False
FID_023946,TID_023946,6.9,1420,False
FID_023947,TID_023947,4.6,5000,True
FID_023948,TID_023948,5.6,68,False
FID_023949,TID_023949,4.4,352,True
FID_023950,TID_023950,14.4,794,False
FID_023951,TID_023951,7.7,291,False
FID_023952,TID_023952,21.0,5000,False
FID_023953,TID_023953,4.6,90,False
FID_023954,TID_023954,15.8,5000,True
FID_023955,TID_023955,2.0,2129,False
FID_023956,TID_023956,28.4,5000,False
FID_023957,TID_023957,12.0,3017,False
FID_023958,TID_023958,5.5,64,False
FID_023959,TID_023959,5.5,2465,False
FID_023960,TID_023960,1.0,192,False
FID_023961,TID_023961,1.4,3486,False
FID_023962,TID_023962,1.2,213,False
FID_023963,TID_023963,19.6,5000,False
FID_023964,TID_023964,3.1,700,False
FID_023965,TID_023965,1.0,5000,False
FID_023966,TID_023966,6.5,923,False
FID_023967,TID_023967,8.6,321,True
FID_023968,TID_023968,2.2,86,False
FID_023969,TID_023969,9.2,132,True
FID_023970,TID_023970,6.1,131,False
FID_023971,TID_023971,10.2,5000,False
FID_023972,TID_023972,11.5,119,False
FID_023973,TID_023973,5.1,492,False
FID_023974,TID_023974,9.2,5000,False
FID_023975,TID_023975,18.9,3335,True
FID_023976,TID_023976,15.8,5000,False
FID_023977,TID_023977,19.6,5000,False
FID_023978,TID_023978,4.2,1216,False
FID_023979,TID_023979,11.3,760,False
FID_023980,TID_023980,20.8,2118,False
FID_023981,TID_023981,29.7,2059,False
FID_023982,TID_023982,15.2,628,True
FID_023983,TID_023983,1.0,352,False
FID_023984,TID_023984,13.5,5000,False
FID_023985,TID_023985,14.6,1115,False
FID_023986,TID_023986,1.0,5000,False
FID_023987,TID_023987,1.0,378,False
FID_023988,TID_023988,8.0,1474,False
FID_023989,TID_023989,37.2,544,False
FID_023990,TID_023990,2.9,1177,False
FID_023991,TID_023991,1.0,2824,True
FID_023992,TID_023992,11.4,29,False
FID_023993,TID_023993,20.2,144,False
FID_023994,TID_023994,3.5,701,False
FID_023995,TID_023995,5.3,4680,False
FID_023996,TID_023996,2.7,115,False
FID_023997,TID_023997,14.2,306,False
FID_023998,TID_023998,14.5,5000,False
FID_023999,TID_023999,14.8,2116,False
FID_024000,TID_024000,35.1,862,False
FID_024001,TID_024001,4.8,5000,False
FID_024002,TID_024002,1.6,3561,False
FID_024003,TID_024003,5.5,1105,False
FID_024004,TID_024004,6.5,5000,True
FID_024005,TID_024005,19.8,1650,False
FID_024006,TID_024006,3.4,9,False
FID_024007,TID_024007,11.8,217,False
FID_024008,TID_024008,2.9,264,True
FID_024009,TID_024009,6.9,144,False
FID_024010,TID_024010,11.8,1110,False
FID_024011,TID_024011,21.9,369,False
FID_024012,TID_024012,1.1,108,False
FID_024013,TID_024013,10.2,5000,True
FID_024014,TID_024014,11.7,207,False
FID_024015,TID_024015,2.1,759,False
FID_024016,TID_024016,5.1,5000,False
FID_024017,TID_024017,7.1,2046,False
FID_024018,TID_024018,16.9,74,False
FID_024019,TID_024019,1.3,531,False
FID_024020,TID_024020,8.7,24,False
FID_024021,TID_024021,18.7,5000,True
FID_024022,TID_024022,24.3,282,True
FID_024023,TID_024023,29.1,698,False
FID_024024,TID_024024,4.4,5000,False
FID_024025,TID_024025,25.2,5000,False
FID_024026,TID_024026,14.8,5000,False
FID_024027,TID_024027,20.7,5000,False
FID_024028,TID_024028,11.6,5000,True
FID_024029,TID_024029,9.0,5000,False
FID_024030,TID_024030,10.0,5000,False
FID_024031,TID_024031,1.7,3270,False
FID_024032,TID_024032,6.0,1241,False
FID_024033,TID_024033,1.9,1014,False
FID_024034,TID_024034,3.5,5000,True
FID_024035,TID_024035,5.3,42,True
FID_024036,TID_024036,1.0,5000,False
FID_024037,TID_024037,9.2,3995,True
FID_024038,TID_024038,25.9,5000,False
FID_024039,TID_024039,2.6,1488,False
FID_024040,TID_024040,22.0,5000,False
FID_024041,TID_024041,4.2,202,False
FID_024042,TID_024042,3.4,2480,False
FID_024043,TID_024043,7.5,5000,False
FID_024044,TID_024044,2.5,409,False
FID_024045,TID_024045,9.7,310,False
FID_024046,TID_024046,7.4,5000,True
FID_024047,TID_024047,11.1,559,False
FID_024048,TID_024048,24.0,461,False
FID_024049,TID_024049,22.6,556,False
FID_024050,TID_024050,13.8,635,True
FID_024051,TID_024051,7.0,417,False
FID_024052,TID_024052,1.2,460,False
FID_024053,TID_024053,6.9,5000,False
FID_024054,TID_024054,23.9,521,False
FID_024055,TID_024055,11.0,2784,False
FID_024056,TID_024056,1.5,100,False
FID_024057,TID_024057,25.8,1244,False
FID_024058,TID_024058,11.4,1411,True
FID_024059,TID_024059,10.4,316,False
FID_024060,TID_024060,5.8,491,True
FID_024061,TID_024061,14.8,2945,False
FID_024062,TID_024062,3.5,188,False
FID_024063,TID_024063,1.0,813,False
FID_024064,TID_024064,1.0,5000,False
FID_024065,TID_024065,4.2,921,False
FID_024066,TID_024066,3.1,3847,False
FID_024067,TID_024067,7.4,1299,False
FID_024068,TID_024068,7.8,99,False
FID_024069,TID_024069,14.4,5000,False
FID_024070,TID_024070,8.3,5000,False
FID_024071,TID_024071,19.0,5000,False
FID_024072,TID_024072,17.7,101,False
FID_024073,TID_024073,14.2,3641,False
FID_024074,TID_024074,2.5,439,False
FID_024075,TID_024075,4.6,4489,False
FID_024076,TID_024076,21.5,5000,False
FID_024077,TID_024077,5.4,760,False
FID_024078,TID_024078,2.9,2630,False
FID_024079,TID_024079,5.2,2365,False
FID_024080,TID_024080,1.0,1843,False
FID_024081,TID_024081,4.4,402,False
FID_024082,TID_024082,6.9,1062,False
FID_024083,TID_024083,6.6,1012,False
FID_024084,TID_024084,26.5,907,True
FID_024085,TID_024085,5.6,142,False
FID_024086,TID_024086,3.3,1371,True
FID_024087,TID_024087,1.0,12,False
FID_024088,TID_024088,3.1,5000,True
FID_024089,TID_024089,10.2,866,False
FID_024090,TID_024090,7.4,2853,False
FID_024091,TID_024091,6.8,5000,False
FID_024092,TID_024092,56.1,275,False
FID_024093,TID_024093,6.4,75,False
FID_024094,TID_024094,1.0,1812,True
FID_024095,TID_024095,4.6,613,False
FID_024096,TID_024096,7.3,1265,False
FID_024097,TID_024097,12.7,1081,False
FID_024098,TID_024098,12.3,32,False
FID_024099,TID_024099,5.6,696,False
FID_024100,TID_024100,10.4,153,False
FID_024101,TID_024101,1.0,4757,False
FID_024102,TID_024102,19.4,557,False
FID_024103,TID_024103,4.8,1307,False
FID_024104,TID_024104,6.0,699,True
FID_024105,TID_024105,1.0,5000,True
FID_024106,TID_024106,19.0,1399,False
FID_024107,TID_024107,22.9,5000,False
FID_024108,TID_024108,18.0,4017,False
FID_024109,TID_024109,4.9,3020,False
FID_024110,TID_024110,11.5,4812,True
FID_024111,TID_024111,3.5,344,False
FID_024112,TID_024112,6.5,532,True
FID_024113,TID_024113,3.7,2832,False
FID_024114,TID_024114,14.8,1523,False
FID_024115,TID_024115,2.6,1120,False
FID_024116,TID_024116,13.5,143,True
FID_024117,TID_024117,11.9,935,False
FID_024118,TID_024118,16.2,2497,False
FID_024119,TID_024119,17.6,1761,False
FID_024120,TID_024120,1.3,5000,False
FID_024121,TID_024121,22.9,686,False
FID_024122,TID_024122,1.1,630,False
FID_024123,TID_024123,7.5,457,False
FID_024124,TID_024124,13.5,422,False
FID_024125,TID_024125,7.8,5000,True
FID_024126,TID_024126,29.0,123,False
FID_024127,TID_024127,32.7,272,False
FID_024128,TID_024128,12.1,744,True
FID_024129,TID_024129,12.0,658,False
FID_024130,TID_024130,1.9,4777,True
FID_024131,TID_024131,14.6,374,False
FID_024132,TID_024132,10.5,5000,False
FID_024133,TID_024133,18.6,1915,False
FID_024134,TID_024134,3.5,2185,False
FID_024135,TID_024135,8.7,745,False
FID_024136,TID_024136,14.0,5000,False
FID_024137,TID_024137,2.0,591,False
FID_024138,TID_024138,4.1,363,False
FID_024139,TID_024139,32.6,13,True
FID_024140,TID_024140,53.5,3868,True
FID_024141,TID_024141,1.0,2355,False
FID_024142,TID_024142,3.2,64,False
FID_024143,TID_024143,5.7,5000,False
FID_024144,TID_024144,2.8,2505,False
FID_024145,TID_024145,30.2,5000,False
FID_024146,TID_024146,1.6,135,False
FID_024147,TID_024147,1.0,146,False
FID_024148,TID_024148,1.0,258,False
FID_024149,TID_024149,14.7,66,False
FID_024150,TID_024150,9.7,5000,True
FID_024151,TID_024151,10.0,1056,False
FID_024152,TID_024152,4.3,4784,False
FID_024153,TID_024153,5.8,61,False
FID_024154,TID_024154,7.2,3325,False
FID_024155,TID_024155,5.1,263,False
FID_024156,TID_024156,2.5,530,True
FID_024157,TID_024157,19.3,5000,True
FID_024158,TID_024158,16.1,3206,False
FID_024159,TID_024159,33.6,1126,True
FID_024160,TID_024160,2.7,399,False
FID_024161,TID_024161,11.0,921,False
FID_024162,TID_024162,4.8,599,True
FID_024163,TID_024163,6.5,761,False
FID_024164,TID_024164,26.1,543,True
FID_024165,TID_024165,11.6,5000,False
FID_024166,TID_024166,22.5,944,False
FID_024167,TID_024167,7.6,53,False
FID_024168,TID_024168,8.4,238,False
FID_024169,TID_024169,7.1,4723,False
FID_024170,TID_024170,37.0,2218,False
FID_024171,TID_024171,8.7,866,False
FID_024172,TID_024172,37.3,5000,False
FID_024173,TID_024173,15.4,1738,False
FID_024174,TID_024174,21.9,78,True
FID_024175,TID_024175,1.1,560,True
FID_024176,TID_024176,12.0,405,False
FID_024177,TID_024177,8.7,5000,False
FID_024178,TID_024178,32.9,664,False
FID_024179,TID_024179,5.9,1085,False
FID_024180,TID_024180,27.5,1915,False
FID_024181,TID_024181,10.9,2273,False
FID_024182,TID_024182,30.2,137,False
FID_024183,TID_024183,2.2,781,False
FID_024184,TID_024184,18.5,42,False
FID_024185,TID_024185,10.9,304,False
FID_024186,TID_024186,12.4,131,False
FID_024187,TID_024187,6.1,5000,False
FID_024188,TID_024188,20.1,5000,False
FID_024189,TID_024189,5.6,260,False
FID_024190,TID_024190,10.0,191,False
FID_024191,TID_024191,18.4,1361,False
FID_024192,TID_024192,11.3,106,False
FID_024193,TID_024193,3.3,686,False
FID_024194,TID_024194,4.9,5000,False
FID_024195,TID_024195,4.3,312,True
FID_024196,TID_024196,6.8,359,False
FID_024197,TID_024197,8.1,3905,False
FID_024198,TID_024198,5.2,119,False
FID_024199,TID_024199,58.4,1171,False
FID_024200,TID_024200,9.2,5000,False
FID_024201,TID_024201,2.8,1035,False
FID_024202,TID_024202,11.0,5000,False
FID_024203,TID_024203,3.7,5000,False
FID_024204,TID_024204,6.0,639,False
FID_024205,TID_024205,1.0,2725,False
FID_024206,TID_024206,1.4,1734,False
FID_024207,TID_024207,17.7,5000,False
FID_024208,TID_024208,21.6,128,False
FID_024209,TID_024209,24.0,1990,False
FID_024210,TID_024210,24.5,157,False
FID_024211,TID_024211,23.2,1197,False
FID_024212,TID_024212,3.7,97,False
FID_024213,TID_024213,24.2,62,True
FID_024214,TID_024214,8.9,878,False
FID_024215,TID_024215,6.3,4881,False
FID_024216,TID_024216,20.2,5000,True
FID_024217,TID_024217,22.2,442,False
FID_024218,TID_024218,18.7,5000,False
FID_024219,TID_024219,1.0,5000,False
FID_024220,TID_024220,36.3,4059,False
FID_024221,TID_024221,34.5,1775,False
FID_024222,TID_024222,18.3,50,False
FID_024223,TID_024223,4.9,5000,False
FID_024224,TID_024224,22.2,265,False
FID_024225,TID_024225,7.7,861,False
FID_024226,TID_024226,13.9,780,False
FID_024227,TID_024227,1.0,5000,False
FID_024228,TID_024228,4.4,622,False
FID_024229,TID_024229,38.3,5000,False
FID_024230,TID_024230,5.2,708,False
FID_024231,TID_024231,3.7,1253,False
FID_024232,TID_024232,15.5,1039,False
FID_024233,TID_024233,6.8,203,False
FID_024234,TID_024234,5.9,5000,False
FID_024235,TID_024235,22.5,5000,False
FID_024236,TID_024236,13.8,5000,False
FID_024237,TID_024237,43.2,302,False
FID_024238,TID_024238,23.5,1693,False
FID_024239,TID_024239,14.8,1218,False
FID_024240,TID_024240,7.7,2021,True
FID_024241,TID_024241,9.2,2915,False
FID_024242,TID_024242,21.9,233,False
FID_024243,TID_024243,5.3,2404,False
FID_024244,TID_024244,15.0,512,True
FID_024245,TID_024245,20.4,2650,True
FID_024246,TID_024246,15.2,1734,False
FID_024247,TID_024247,27.0,91,False
FID_024248,TID_024248,1.8,294,True
FID_024249,TID_024249,1.2,471,False
FID_024250,TID_024250,30.0,5000,False
FID_024251,TID_024251,6.9,1315,False
FID_024252,TID_024252,51.1,284,False
FID_024253,TID_024253,2.7,5000,False
FID_024254,TID_024254,11.6,216,False
FID_024255,TID_024255,24.8,5000,False
FID_024256,TID_024256,14.4,5000,False
FID_024257,TID_024257,12.0,140,False
FID_024258,TID_024258,12.9,5000,False
FID_024259,TID_024259,22.6,5000,False
FID_024260,TID_024260,20.1,1025,False
FID_024261,TID_024261,2.7,633,True
FID_024262,TID_024262,19.8,5000,False
FID_024263,TID_024263,14.4,496,False
FID_024264,TID_024264,1.0,5000,False
FID_024265,TID_024265,21.9,250,False
FID_024266,TID_024266,4.7,43,False
FID_024267,TID_024267,6.9,1530,False
FID_024268,TID_024268,2.8,41,False
FID_024269,TID_024269,4.6,5000,False
FID_024270,TID_024270,3.2,301,True
FID_024271,TID_024271,1.0,5000,False
FID_024272,TID_024272,1.0,5000,False
FID_024273,TID_024273,20.3,2374,True
FID_024274,TID_024274,18.6,691,False
FID_024275,TID_024275,15.9,616,False
FID_024276,TID_024276,1.3,5000,False
FID_024277,TID_024277,4.4,471,False
FID_024278,TID_024278,5.1,336,False
FID_024279,TID_024279,28.6,5000,False
FID_024280,TID_024280,10.6,4257,False
FID_024281,TID_024281,2.9,5000,False
FID_024282,TID_024282,17.4,603,False
FID_024283,TID_024283,9.6,5000,False
FID_024284,TID_024284,12.4,2598,False
FID_024285,TID_024285,6.1,531,False
FID_024286,TID_024286,9.0,5000,False
FID_024287,TID_024287,8.0,5000,False
FID_024288,TID_024288,18.4,14,False
FID_024289,TID_024289,53.3,14,True
FID_024290,TID_024290,1.0,150,False
FID_024291,TID_024291,1.0,156,False
FID_024292,TID_024292,10.7,32,False
FID_024293,TID_024293,16.7,4347,True
FID_024294,TID_024294,1.5,224,False
FID_024295,TID_024295,19.4,1054,False
FID_024296,TID_024296,6.5,2772,True
FID_024297,TID_024297,8.2,5000,False
FID_024298,TID_024298,16.7,318,False
FID_024299,TID_024299,2.2,635,False
FID_024300,TID_024300,8.3,637,False
FID_024301,TID_024301,12.4,233,False
FID_024302,TID_024302,4.2,46,True
FID_024303,TID_024303,13.8,5000,False
FID_024304,TID_024304,5.3,26,True
FID_024305,TID_024305,1.0,843,True
FID_024306,TID_024306,1.7,884,False
FID_024307,TID_024307,35.1,245,False
FID_024308,TID_024308,1.0,5000,False
FID_024309,TID_024309,4.7,5000,True
FID_024310,TID_024310,4.8,5000,False
FID_024311,TID_024311,1.5,65,False
FID_024312,TID_024312,1.4,35,False
FID_024313,TID_024313,21.3,5000,False
FID_024314,TID_024314,3.2,3621,False
FID_024315,TID_024315,15.9,602,False
FID_024316,TID_024316,8.2,1662,False
FID_024317,TID_024317,2.6,364,True
FID_024318,TID_024318,8.3,4295,False
FID_024319,TID_024319,3.9,747,False
FID_024320,TID_024320,1.7,2517,False
FID_024321,TID_024321,4.3,1845,False
FID_024322,TID_024322,3.7,481,False
FID_024323,TID_024323,2.4,1342,False
FID_024324,TID_024324,9.7,1662,False
FID_024325,TID_024325,11.4,5000,False
FID_024326,TID_024326,6.9,5000,False
FID_024327,TID_024327,9.0,5000,False
FID_024328,TID_024328,3.3,676,False
FID_024329,TID_024329,8.4,522,False
FID_024330,TID_024330,2.2,5000,False
FID_024331,TID_024331,30.8,1274,False
FID_024332,TID_024332,17.3,5000,False
FID_024333,TID_024333,41.6,98,True
FID_024334,TID_024334,4.9,112,False
FID_024335,TID_024335,34.5,451,True
FID_024336,TID_024336,1.0,5000,False
FID_024337,TID_024337,10.3,327,False
FID_024338,TID_024338,1.1,5000,True
FID_024339,TID_024339,3.1,369,False
FID_024340,TID_024340,10.0,5000,False
FID_024341,TID_024341,38.4,108,False
FID_024342,TID_024342,1.4,770,False
FID_024343,TID_024343,4.6,1096,False
FID_024344,TID_024344,4.3,50,False
FID_024345,TID_024345,4.5,1632,False
FID_024346,TID_024346,27.6,406,False
FID_024347,TID_024347,7.0,5000,False
FID_024348,TID_024348,4.0,4637,False
FID_024349,TID_024349,6.0,376,False
FID_024350,TID_024350,7.9,29,False
FID_024351,TID_024351,14.6,1219,False
FID_024352,TID_024352,4.5,633,False
FID_024353,TID_024353,13.8,5000,False
FID_024354,TID_024354,9.0,2197,False
FID_024355,TID_024355,23.9,5000,False
FID_024356,TID_024356,18.1,3197,False
FID_024357,TID_024357,17.1,1604,False
FID_024358,TID_024358,7.7,5000,False
FID_024359,TID_024359,9.9,1994,False
FID_024360,TID_024360,7.3,652,False
FID_024361,TID_024361,9.1,335,False
FID_024362,TID_024362,17.8,1396,False
FID_024363,TID_024363,8.0,5000,True
FID_024364,TID_024364,23.3,49,False
FID_024365,TID_024365,1.6,946,True
FID_024366,TID_024366,12.4,97,False
FID_024367,TID_024367,6.0,918,True
FID_024368,TID_024368,6.8,474,False
FID_024369,TID_024369,10.5,2435,False
FID_024370,TID_024370,7.4,3382,False
FID_024371,TID_024371,10.7,1837,True
FID_024372,TID_024372,8.4,407,False
FID_024373,TID_024373,15.7,1834,True
FID_024374,TID_024374,11.3,333,False
FID_024375,TID_024375,1.3,516,False
FID_024376,TID_024376,9.6,1173,False
FID_024377,TID_024377,2.2,5000,False
FID_024378,TID_024378,12.2,70,False
FID_024379,TID_024379,8.0,5000,False
FID_024380,TID_024380,8.8,5000,False
FID_024381,TID_024381,5.6,2514,False
FID_024382,TID_024382,3.5,70,False
FID_024383,TID_024383,11.6,5000,False
FID_024384,TID_024384,43.6,668,False
FID_024385,TID_024385,6.4,3882,False
FID_024386,TID_024386,6.5,1290,False
FID_024387,TID_024387,1.2,124,False
FID_024388,TID_024388,19.4,100,False
FID_024389,TID_024389,6.6,2428,False
FID_024390,TID_024390,9.0,5000,False
FID_024391,TID_024391,23.3,88,True
FID_024392,TID_024392,2.8,5000,True
FID_024393,TID_024393,12.6,751,False
FID_024394,TID_024394,13.4,2926,False
FID_024395,TID_024395,27.4,598,False
FID_024396,TID_024396,8.0,2356,False
FID_024397,TID_024397,5.4,5000,False
FID_024398,TID_024398,28.0,936,False
FID_024399,TID_024399,17.7,3268,False
FID_024400,TID_024400,1.9,611,False
FID_024401,TID_024401,40.4,5000,False
FID_024402,TID_024402,1.8,2417,False
FID_024403,TID_024403,4.0,101,False
FID_024404,TID_024404,17.6,1363,False
FID_024405,TID_024405,2.2,31,False
FID_024406,TID_024406,40.6,2670,False
FID_024407,TID_024407,10.0,5000,False
FID_024408,TID_024408,3.5,2833,False
FID_024409,TID_024409,7.0,1203,False
FID_024410,TID_024410,10.4,679,False
FID_024411,TID_024411,1.9,5000,False
FID_024412,TID_024412,20.3,199,False
FID_024413,TID_024413,7.4,470,False
FID_024414,TID_024414,1.0,3819,False
FID_024415,TID_024415,2.7,119,True
FID_024416,TID_024416,8.6,5000,False
FID_024417,TID_024417,3.4,1790,False
FID_024418,TID_024418,15.2,139,False
FID_024419,TID_024419,2.8,1085,False
FID_024420,TID_024420,21.2,5000,True
FID_024421,TID_024421,11.7,107,False
FID_024422,TID_024422,6.0,274,False
FID_024423,TID_024423,4.9,2464,False
FID_024424,TID_024424,3.9,5000,False
FID_024425,TID_024425,15.8,5000,False
FID_024426,TID_024426,3.9,46,False
FID_024427,TID_024427,13.3,4237,False
FID_024428,TID_024428,18.5,74,False
FID_024429,TID_024429,1.7,153,False
FID_024430,TID_024430,23.8,5000,True
FID_024431,TID_024431,16.9,1819,False
FID_024432,TID_024432,12.4,387,False
FID_024433,TID_024433,1.0,78,False
FID_024434,TID_024434,1.4,196,False
FID_024435,TID_024435,1.6,1816,False
FID_024436,TID_024436,1.2,5000,False
FID_024437,TID_024437,2.8,289,False
FID_024438,TID_024438,2.4,1270,False
FID_024439,TID_024439,9.1,450,False
FID_024440,TID_024440,7.3,1995,False
FID_024441,TID_024441,6.7,4039,False
FID_024442,TID_024442,1.8,5000,False
FID_024443,TID_024443,3.2,1974,False
FID_024444,TID_024444,11.0,688,False
FID_024445,TID_024445,39.3,5000,False
FID_024446,TID_024446,3.3,4451,False
FID_024447,TID_024447,15.2,1413,False
FID_024448,TID_024448,24.4,1640,False
FID_024449,TID_024449,2.9,70,False
FID_024450,TID_024450,8.0,96,False
FID_024451,TID_024451,19.0,214,False
FID_024452,TID_024452,17.7,4797,False
FID_024453,TID_024453,24.3,5000,False
FID_024454,TID_024454,1.0,2464,False
FID_024455,TID_024455,1.0,5000,False
FID_024456,TID_024456,19.9,1835,True
FID_024457,TID_024457,1.3,197,False
FID_024458,TID_024458,13.3,518,False
FID_024459,TID_024459,6.6,5000,False
FID_024460,TID_024460,26.3,5000,False
FID_024461,TID_024461,3.9,5000,False
FID_024462,TID_024462,6.2,3500,False
