Blocked_ID,Block_Type,Reason_Code,Expiration_Date,Source_System
CARD_025438,CARD_HASH,VELOCITY_BREACH,2026-05-13,ML Decision
30.65.246.248,IP_ADDRESS,VELOCITY_BREACH,2025-11-16,Manual Review
UID_14656,USER_ID,SPOOFING,2026-12-21,ML Decision
MID_3777,MERCHANT_ID,SANCTIONS,2028-02-29,ML Decision
233.15.158.107,IP_ADDRESS,VELOCITY_BREACH,2026-10-22,Manual Review
6.219.172.51,IP_ADDRESS,HARD_FRAUD,2028-01-24,ML Decision
ACC_824482,ACCOUNT_ID,HARD_FRAUD,2027-04-07,Manual Review
CARD_025445,CARD_HASH,HARD_FRAUD,2026-02-17,ML Decision
ACC_642689,ACCOUNT_ID,SANCTIONS,2027-10-04,External Feed
UID_70595,USER_ID,VELOCITY_BREACH,2027-09-18,ML Decision
UID_26671,USER_ID,SPOOFING,2027-12-13,Manual Review
235.9.225.82,IP_ADDRESS,HARD_FRAUD,2026-09-18,Compliance
UID_76139,USER_ID,HARD_FRAUD,2027-10-25,External Feed
25.176.191.227,IP_ADDRESS,HARD_FRAUD,2026-03-11,ML Decision
242.208.144.212,IP_ADDRESS,HARD_FRAUD,2026-11-15,Compliance
ACC_378078,ACCOUNT_ID,SPOOFING,2025-04-22,Manual Review
ACC_148599,ACCOUNT_ID,WATCHLIST,2027-07-14,External Feed
UID_65093,USER_ID,SPOOFING,2027-01-20,Manual Review
CARD_025456,CARD_HASH,HARD_FRAUD,2026-01-26,ML Decision
ACC_930590,ACCOUNT_ID,HARD_FRAUD,2027-02-13,External Feed
MID_2507,MERCHANT_ID,HARD_FRAUD,2028-10-06,External Feed
ACC_944872,ACCOUNT_ID,SPOOFING,2026-05-18,Compliance
253.151.11.184,IP_ADDRESS,SANCTIONS,2027-08-20,External Feed
UID_30710,USER_ID,HARD_FRAUD,2027-06-03,ML Decision
ACC_243853,ACCOUNT_ID,HARD_FRAUD,2025-12-08,Compliance
UID_31727,USER_ID,SANCTIONS,2027-05-13,Manual Review
114.225.234.11,IP_ADDRESS,HARD_FRAUD,2026-10-13,Manual Review
UID_65085,USER_ID,HARD_FRAUD,2027-03-12,Compliance
UID_20942,USER_ID,SANCTIONS,2026-01-31,ML Decision
ACC_640501,ACCOUNT_ID,HARD_FRAUD,2025-10-20,Manual Review
63.34.97.92,IP_ADDRESS,HARD_FRAUD,2027-12-20,Manual Review
197.86.66.211,IP_ADDRESS,SANCTIONS,2026-11-17,ML Decision
UID_96042,USER_ID,SPOOFING,2025-12-01,ML Decision
CARD_025471,CARD_HASH,VELOCITY_BREACH,2026-09-12,Manual Review
ACC_510272,ACCOUNT_ID,WATCHLIST,2027-12-24,Manual Review
207.91.128.134,IP_ADDRESS,SANCTIONS,2028-01-21,ML Decision
206.124.121.104,IP_ADDRESS,VELOCITY_BREACH,2026-11-03,ML Decision
ACC_674170,ACCOUNT_ID,SPOOFING,2028-10-03,Manual Review
UID_73384,USER_ID,SPOOFING,2027-08-14,Compliance
UID_80445,USER_ID,SANCTIONS,2026-08-31,Manual Review
UID_43512,USER_ID,SPOOFING,2028-07-09,ML Decision
ACC_446617,ACCOUNT_ID,SPOOFING,2027-06-20,Manual Review
MID_4126,MERCHANT_ID,HARD_FRAUD,2027-02-18,External Feed
CARD_025481,CARD_HASH,SANCTIONS,2028-10-08,ML Decision
ACC_704549,ACCOUNT_ID,HARD_FRAUD,2028-04-17,ML Decision
UID_98606,USER_ID,SANCTIONS,2028-07-01,External Feed
UID_58654,USER_ID,SANCTIONS,2027-11-30,Manual Review
UID_40400,USER_ID,HARD_FRAUD,2026-06-21,Manual Review
MID_8633,MERCHANT_ID,SPOOFING,2028-03-17,ML Decision
UID_19449,USER_ID,SANCTIONS,2026-02-19,ML Decision
114.39.8.145,IP_ADDRESS,SPOOFING,2028-06-07,Manual Review
UID_67604,USER_ID,HARD_FRAUD,2026-06-24,Manual Review
UID_63864,USER_ID,SPOOFING,2028-06-18,ML Decision
UID_22541,USER_ID,HARD_FRAUD,2026-04-15,Manual Review
44.169.99.177,IP_ADDRESS,HARD_FRAUD,2028-07-10,ML Decision
ACC_107322,ACCOUNT_ID,HARD_FRAUD,2027-07-15,External Feed
UID_40419,USER_ID,HARD_FRAUD,2026-06-19,ML Decision
UID_60209,USER_ID,SPOOFING,2028-05-19,Manual Review
UID_18914,USER_ID,SPOOFING,2026-06-21,Manual Review
MID_7015,MERCHANT_ID,VELOCITY_BREACH,2026-06-25,ML Decision
UID_19056,USER_ID,SANCTIONS,2026-12-10,ML Decision
UID_19501,USER_ID,VELOCITY_BREACH,2026-10-04,Manual Review
209.164.231.124,IP_ADDRESS,SPOOFING,2027-09-29,External Feed
UID_52820,USER_ID,SANCTIONS,2027-06-13,ML Decision
ACC_726519,ACCOUNT_ID,HARD_FRAUD,2026-11-09,External Feed
ACC_240693,ACCOUNT_ID,WATCHLIST,2025-12-13,ML Decision
ACC_635514,ACCOUNT_ID,SPOOFING,2026-04-21,Manual Review
UID_49831,USER_ID,SPOOFING,2027-11-07,Manual Review
ACC_519081,ACCOUNT_ID,HARD_FRAUD,2028-01-30,ML Decision
210.102.116.213,IP_ADDRESS,SANCTIONS,2026-04-09,Manual Review
143.170.56.3,IP_ADDRESS,VELOCITY_BREACH,2026-12-09,Manual Review
65.81.147.229,IP_ADDRESS,SPOOFING,2028-07-03,External Feed
UID_69730,USER_ID,SPOOFING,2027-12-02,Manual Review
UID_65170,USER_ID,SPOOFING,2027-10-25,External Feed
ACC_834484,ACCOUNT_ID,SPOOFING,2027-10-20,ML Decision
CARD_025513,CARD_HASH,HARD_FRAUD,2026-08-21,ML Decision
MID_6221,MERCHANT_ID,SANCTIONS,2027-02-27,ML Decision
CARD_025515,CARD_HASH,WATCHLIST,2026-11-15,Manual Review
UID_60108,USER_ID,WATCHLIST,2028-09-27,ML Decision
168.242.96.99,IP_ADDRESS,SANCTIONS,2026-06-24,Manual Review
UID_43493,USER_ID,SPOOFING,2026-08-17,Manual Review
UID_38193,USER_ID,HARD_FRAUD,2027-01-13,External Feed
64.42.2.254,IP_ADDRESS,HARD_FRAUD,2026-08-10,ML Decision
213.104.170.18,IP_ADDRESS,SANCTIONS,2026-01-10,ML Decision
ACC_355769,ACCOUNT_ID,HARD_FRAUD,2026-11-19,External Feed
ACC_229594,ACCOUNT_ID,HARD_FRAUD,2027-03-05,Manual Review
UID_67816,USER_ID,HARD_FRAUD,2027-01-09,Manual Review
214.161.228.191,IP_ADDRESS,HARD_FRAUD,2026-11-01,ML Decision
ACC_815393,ACCOUNT_ID,HARD_FRAUD,2028-01-30,External Feed
CARD_025527,CARD_HASH,HARD_FRAUD,2028-07-19,ML Decision
UID_13740,USER_ID,HARD_FRAUD,2027-03-03,ML Decision
MID_6318,MERCHANT_ID,HARD_FRAUD,2027-08-16,Manual Review
70.68.154.82,IP_ADDRESS,SPOOFING,2027-09-24,ML Decision
115.28.78.55,IP_ADDRESS,HARD_FRAUD,2026-09-29,Manual Review
225.157.111.178,IP_ADDRESS,HARD_FRAUD,2025-11-30,ML Decision
235.219.220.255,IP_ADDRESS,WATCHLIST,2027-11-28,ML Decision
UID_26834,USER_ID,SANCTIONS,2028-06-07,ML Decision
ACC_838256,ACCOUNT_ID,HARD_FRAUD,2026-06-17,Manual Review
CARD_025536,CARD_HASH,HARD_FRAUD,2026-05-08,External Feed
UID_88926,USER_ID,HARD_FRAUD,2027-01-12,External Feed
UID_46558,USER_ID,HARD_FRAUD,2025-06-24,ML Decision
UID_54092,USER_ID,WATCHLIST,2026-12-21,ML Decision
MID_7872,MERCHANT_ID,HARD_FRAUD,2027-03-26,Compliance
MID_4920,MERCHANT_ID,SPOOFING,2026-01-03,Manual Review
UID_29647,USER_ID,VELOCITY_BREACH,2028-03-30,External Feed
CARD_025543,CARD_HASH,WATCHLIST,2026-07-26,ML Decision
CARD_025544,CARD_HASH,HARD_FRAUD,2027-08-31,External Feed
135.25.179.54,IP_ADDRESS,WATCHLIST,2026-07-01,External Feed
ACC_948958,ACCOUNT_ID,SANCTIONS,2028-08-27,Manual Review
32.74.49.114,IP_ADDRESS,SPOOFING,2025-12-05,ML Decision
MID_7921,MERCHANT_ID,HARD_FRAUD,2027-10-08,ML Decision
UID_84349,USER_ID,HARD_FRAUD,2026-04-27,Manual Review
UID_11483,USER_ID,SPOOFING,2027-07-05,External Feed
UID_39196,USER_ID,HARD_FRAUD,2027-07-05,ML Decision
83.101.252.10,IP_ADDRESS,HARD_FRAUD,2028-04-08,ML Decision
ACC_747511,ACCOUNT_ID,SPOOFING,2027-05-16,Manual Review
ACC_764349,ACCOUNT_ID,SPOOFING,2024-11-04,Manual Review
ACC_813457,ACCOUNT_ID,SPOOFING,2026-10-31,ML Decision
ACC_728711,ACCOUNT_ID,SPOOFING,2026-01-04,ML Decision
UID_74376,USER_ID,SPOOFING,2027-08-19,Compliance
MID_2854,MERCHANT_ID,SANCTIONS,2027-08-05,External Feed
UID_74329,USER_ID,VELOCITY_BREACH,2028-05-21,ML Decision
CARD_025560,CARD_HASH,HARD_FRAUD,2026-04-17,ML Decision
175.77.4.92,IP_ADDRESS,HARD_FRAUD,2026-08-30,ML Decision
MID_5339,MERCHANT_ID,HARD_FRAUD,2028-04-19,Compliance
59.107.138.141,IP_ADDRESS,WATCHLIST,2028-10-08,External Feed
CARD_025564,CARD_HASH,WATCHLIST,2027-02-21,Compliance
ACC_372317,ACCOUNT_ID,SPOOFING,2028-02-05,Manual Review
UID_58334,USER_ID,HARD_FRAUD,2027-07-25,Manual Review
MID_2548,MERCHANT_ID,SPOOFING,2026-12-13,ML Decision
ACC_738376,ACCOUNT_ID,SPOOFING,2027-12-19,ML Decision
UID_47570,USER_ID,WATCHLIST,2028-01-30,External Feed
ACC_761717,ACCOUNT_ID,SANCTIONS,2027-08-06,Compliance
UID_77363,USER_ID,VELOCITY_BREACH,2026-09-25,Manual Review
UID_14187,USER_ID,HARD_FRAUD,2026-06-30,ML Decision
ACC_725921,ACCOUNT_ID,WATCHLIST,2026-02-28,Compliance
UID_51613,USER_ID,HARD_FRAUD,2026-10-18,Manual Review
MID_6049,MERCHANT_ID,HARD_FRAUD,2028-01-01,External Feed
UID_13755,USER_ID,SPOOFING,2027-11-28,External Feed
ACC_461023,ACCOUNT_ID,HARD_FRAUD,2027-04-29,Manual Review
UID_39608,USER_ID,SPOOFING,2026-04-01,Compliance
ACC_944416,ACCOUNT_ID,WATCHLIST,2028-07-15,External Feed
UID_58693,USER_ID,SPOOFING,2027-09-21,Manual Review
UID_33627,USER_ID,WATCHLIST,2025-11-09,ML Decision
ACC_927355,ACCOUNT_ID,HARD_FRAUD,2026-02-19,Compliance
88.26.66.35,IP_ADDRESS,SPOOFING,2027-06-24,External Feed
ACC_939559,ACCOUNT_ID,HARD_FRAUD,2028-04-30,External Feed
ACC_168827,ACCOUNT_ID,HARD_FRAUD,2028-08-18,Manual Review
CARD_025586,CARD_HASH,SPOOFING,2027-03-25,ML Decision
UID_52694,USER_ID,HARD_FRAUD,2027-11-05,Compliance
170.255.68.74,IP_ADDRESS,SPOOFING,2026-08-28,External Feed
UID_91700,USER_ID,SPOOFING,2028-08-08,Compliance
180.150.208.100,IP_ADDRESS,VELOCITY_BREACH,2026-05-19,ML Decision
235.157.46.224,IP_ADDRESS,SPOOFING,2028-02-05,External Feed
UID_23838,USER_ID,SPOOFING,2028-04-24,Manual Review
UID_53591,USER_ID,SPOOFING,2025-11-13,ML Decision
UID_64006,USER_ID,SANCTIONS,2028-08-18,Manual Review
UID_28080,USER_ID,WATCHLIST,2026-03-11,Manual Review
CARD_025596,CARD_HASH,VELOCITY_BREACH,2026-11-16,Manual Review
UID_29571,USER_ID,HARD_FRAUD,2026-06-27,ML Decision
UID_18204,USER_ID,HARD_FRAUD,2027-01-08,ML Decision
ACC_908352,ACCOUNT_ID,HARD_FRAUD,2027-11-27,ML Decision
149.112.157.236,IP_ADDRESS,SANCTIONS,2028-08-08,Manual Review
MID_2111,MERCHANT_ID,VELOCITY_BREACH,2027-05-04,Manual Review
UID_21854,USER_ID,HARD_FRAUD,2025-11-12,ML Decision
MID_9779,MERCHANT_ID,SPOOFING,2026-11-07,ML Decision
UID_47671,USER_ID,HARD_FRAUD,2026-03-22,Manual Review
154.117.56.44,IP_ADDRESS,HARD_FRAUD,2026-02-20,ML Decision
UID_62886,USER_ID,HARD_FRAUD,2026-11-27,ML Decision
197.40.105.1,IP_ADDRESS,SPOOFING,2026-10-18,ML Decision
222.119.166.59,IP_ADDRESS,SANCTIONS,2027-09-07,ML Decision
ACC_645303,ACCOUNT_ID,SPOOFING,2026-06-11,External Feed
16.4.221.42,IP_ADDRESS,HARD_FRAUD,2028-03-12,External Feed
ACC_583283,ACCOUNT_ID,SPOOFING,2025-11-20,Manual Review
UID_71787,USER_ID,HARD_FRAUD,2028-01-29,ML Decision
ACC_145716,ACCOUNT_ID,HARD_FRAUD,2027-07-27,Manual Review
UID_73129,USER_ID,HARD_FRAUD,2026-06-19,ML Decision
CARD_025615,CARD_HASH,HARD_FRAUD,2027-08-22,Manual Review
ACC_308942,ACCOUNT_ID,SPOOFING,2027-08-13,Manual Review
177.80.77.58,IP_ADDRESS,HARD_FRAUD,2025-12-02,ML Decision
ACC_494044,ACCOUNT_ID,VELOCITY_BREACH,2027-02-01,External Feed
CARD_025619,CARD_HASH,SANCTIONS,2027-12-11,ML Decision
ACC_220926,ACCOUNT_ID,SANCTIONS,2025-01-28,Manual Review
UID_35487,USER_ID,WATCHLIST,2026-01-11,ML Decision
ACC_714733,ACCOUNT_ID,SANCTIONS,2026-11-20,Manual Review
ACC_828271,ACCOUNT_ID,HARD_FRAUD,2028-04-14,ML Decision
UID_95512,USER_ID,SANCTIONS,2027-07-19,ML Decision
CARD_025625,CARD_HASH,SPOOFING,2027-07-30,Manual Review
ACC_106556,ACCOUNT_ID,SPOOFING,2028-10-05,External Feed
253.69.173.224,IP_ADDRESS,SPOOFING,2027-04-22,ML Decision
UID_51559,USER_ID,SANCTIONS,2026-06-11,Manual Review
UID_12607,USER_ID,SPOOFING,2027-08-14,ML Decision
73.61.197.183,IP_ADDRESS,SPOOFING,2026-05-06,Manual Review
45.123.164.206,IP_ADDRESS,SPOOFING,2027-09-27,Manual Review
ACC_870766,ACCOUNT_ID,HARD_FRAUD,2026-11-22,Manual Review
UID_47798,USER_ID,HARD_FRAUD,2027-02-03,External Feed
CARD_025634,CARD_HASH,HARD_FRAUD,2026-01-31,External Feed
ACC_978126,ACCOUNT_ID,HARD_FRAUD,2027-09-01,ML Decision
UID_69861,USER_ID,VELOCITY_BREACH,2026-10-29,Manual Review
UID_28728,USER_ID,VELOCITY_BREACH,2027-01-26,Compliance
UID_33989,USER_ID,VELOCITY_BREACH,2026-01-02,ML Decision
UID_94649,USER_ID,HARD_FRAUD,2027-06-20,Manual Review
MID_4062,MERCHANT_ID,SANCTIONS,2027-05-06,External Feed
UID_43013,USER_ID,HARD_FRAUD,2027-09-11,ML Decision
MID_5438,MERCHANT_ID,SANCTIONS,2028-08-03,ML Decision
ACC_612186,ACCOUNT_ID,VELOCITY_BREACH,2026-05-07,Manual Review
ACC_720501,ACCOUNT_ID,VELOCITY_BREACH,2027-12-07,ML Decision
ACC_488741,ACCOUNT_ID,SANCTIONS,2027-06-30,Compliance
ACC_118564,ACCOUNT_ID,SPOOFING,2025-12-15,Manual Review
UID_88114,USER_ID,HARD_FRAUD,2026-04-22,ML Decision
ACC_885655,ACCOUNT_ID,SPOOFING,2027-04-01,Compliance
CARD_025649,CARD_HASH,SPOOFING,2026-01-05,ML Decision
UID_53643,USER_ID,SPOOFING,2027-04-18,Manual Review
110.73.31.216,IP_ADDRESS,HARD_FRAUD,2026-09-22,ML Decision
50.125.108.60,IP_ADDRESS,SPOOFING,2027-12-29,ML Decision
26.213.79.112,IP_ADDRESS,SPOOFING,2026-02-22,Manual Review
MID_9463,MERCHANT_ID,WATCHLIST,2026-03-24,External Feed
UID_54225,USER_ID,HARD_FRAUD,2028-04-16,ML Decision
UID_95014,USER_ID,HARD_FRAUD,2025-01-19,Manual Review
MID_7971,MERCHANT_ID,SANCTIONS,2027-04-12,ML Decision
57.154.130.181,IP_ADDRESS,HARD_FRAUD,2026-10-28,Manual Review
UID_13763,USER_ID,HARD_FRAUD,2025-01-20,Compliance
CARD_025660,CARD_HASH,HARD_FRAUD,2027-05-07,External Feed
MID_4815,MERCHANT_ID,WATCHLIST,2027-02-08,Manual Review
ACC_104678,ACCOUNT_ID,HARD_FRAUD,2026-10-18,Manual Review
CARD_025663,CARD_HASH,HARD_FRAUD,2028-04-17,Manual Review
252.208.86.58,IP_ADDRESS,HARD_FRAUD,2026-11-03,Compliance
ACC_824548,ACCOUNT_ID,WATCHLIST,2028-02-04,Manual Review
UID_67557,USER_ID,VELOCITY_BREACH,2026-05-18,Compliance
MID_5454,MERCHANT_ID,SANCTIONS,2028-05-03,Manual Review
CARD_025668,CARD_HASH,WATCHLIST,2026-03-25,Manual Review
UID_51457,USER_ID,SANCTIONS,2026-02-16,External Feed
CARD_025670,CARD_HASH,HARD_FRAUD,2026-03-09,ML Decision
UID_55160,USER_ID,VELOCITY_BREACH,2027-12-19,ML Decision
224.131.106.93,IP_ADDRESS,SPOOFING,2026-10-20,ML Decision
CARD_025673,CARD_HASH,SPOOFING,2028-07-23,Manual Review
209.23.238.15,IP_ADDRESS,VELOCITY_BREACH,2026-04-08,Manual Review
ACC_669580,ACCOUNT_ID,SPOOFING,2027-08-01,Compliance
UID_17927,USER_ID,SPOOFING,2027-04-03,Manual Review
35.233.93.97,IP_ADDRESS,SPOOFING,2027-07-18,Compliance
CARD_025678,CARD_HASH,SANCTIONS,2026-09-20,External Feed
CARD_025679,CARD_HASH,HARD_FRAUD,2028-08-08,Manual Review
UID_62367,USER_ID,SANCTIONS,2027-09-08,Manual Review
MID_4371,MERCHANT_ID,SPOOFING,2026-11-27,External Feed
MID_4166,MERCHANT_ID,VELOCITY_BREACH,2028-08-04,ML Decision
UID_32441,USER_ID,HARD_FRAUD,2028-06-23,Compliance
102.125.186.100,IP_ADDRESS,VELOCITY_BREACH,2028-07-29,External Feed
92.38.107.85,IP_ADDRESS,HARD_FRAUD,2027-01-18,Compliance
ACC_888373,ACCOUNT_ID,WATCHLIST,2027-10-08,ML Decision
UID_63010,USER_ID,WATCHLIST,2025-10-27,ML Decision
MID_1515,MERCHANT_ID,HARD_FRAUD,2028-02-21,Manual Review
UID_51663,USER_ID,HARD_FRAUD,2028-04-24,External Feed
UID_72104,USER_ID,VELOCITY_BREACH,2026-05-05,ML Decision
80.145.63.122,IP_ADDRESS,HARD_FRAUD,2026-03-19,Manual Review
UID_64391,USER_ID,HARD_FRAUD,2026-03-24,Manual Review
UID_12548,USER_ID,SANCTIONS,2027-02-21,External Feed
52.221.16.121,IP_ADDRESS,HARD_FRAUD,2025-11-16,External Feed
225.140.74.1,IP_ADDRESS,SANCTIONS,2025-12-30,ML Decision
UID_99573,USER_ID,HARD_FRAUD,2026-07-26,ML Decision
UID_82585,USER_ID,SPOOFING,2026-05-02,Manual Review
ACC_252501,ACCOUNT_ID,HARD_FRAUD,2026-07-04,ML Decision
MID_3787,MERCHANT_ID,HARD_FRAUD,2027-03-13,External Feed
UID_88740,USER_ID,SPOOFING,2027-09-26,External Feed
CARD_025701,CARD_HASH,VELOCITY_BREACH,2028-07-09,Manual Review
UID_77427,USER_ID,WATCHLIST,2027-09-04,External Feed
UID_20836,USER_ID,VELOCITY_BREACH,2026-02-28,Manual Review
CARD_025704,CARD_HASH,VELOCITY_BREACH,2027-12-18,Manual Review
CARD_025705,CARD_HASH,WATCHLIST,2027-09-25,External Feed
229.143.189.20,IP_ADDRESS,SANCTIONS,2028-09-07,ML Decision
MID_2999,MERCHANT_ID,HARD_FRAUD,2027-08-29,Manual Review
CARD_025708,CARD_HASH,SPOOFING,2028-05-01,Manual Review
ACC_219528,ACCOUNT_ID,HARD_FRAUD,2028-09-17,External Feed
UID_72273,USER_ID,VELOCITY_BREACH,2026-03-15,ML Decision
ACC_379104,ACCOUNT_ID,HARD_FRAUD,2028-09-14,ML Decision
MID_1675,MERCHANT_ID,HARD_FRAUD,2027-06-19,Manual Review
123.192.180.206,IP_ADDRESS,HARD_FRAUD,2026-06-02,ML Decision
ACC_107214,ACCOUNT_ID,HARD_FRAUD,2028-06-27,Compliance
UID_29110,USER_ID,HARD_FRAUD,2026-03-06,Manual Review
165.64.248.160,IP_ADDRESS,HARD_FRAUD,2027-12-29,Manual Review
UID_77792,USER_ID,WATCHLIST,2025-12-21,Manual Review
160.77.203.183,IP_ADDRESS,SANCTIONS,2026-07-04,External Feed
UID_17322,USER_ID,WATCHLIST,2027-08-09,ML Decision
UID_21542,USER_ID,HARD_FRAUD,2028-06-22,ML Decision
CARD_025721,CARD_HASH,SANCTIONS,2025-10-29,ML Decision
162.97.45.162,IP_ADDRESS,HARD_FRAUD,2027-10-25,External Feed
UID_32833,USER_ID,SPOOFING,2028-01-06,ML Decision
UID_20614,USER_ID,HARD_FRAUD,2027-07-19,Manual Review
47.104.146.52,IP_ADDRESS,WATCHLIST,2028-07-06,External Feed
144.141.174.17,IP_ADDRESS,SPOOFING,2025-11-11,Manual Review
ACC_858058,ACCOUNT_ID,VELOCITY_BREACH,2026-12-03,External Feed
UID_22034,USER_ID,SPOOFING,2028-07-15,External Feed
UID_23399,USER_ID,HARD_FRAUD,2027-04-16,External Feed
UID_99274,USER_ID,WATCHLIST,2027-06-07,Manual Review
227.193.4.99,IP_ADDRESS,SPOOFING,2026-02-24,External Feed
14.126.125.95,IP_ADDRESS,SPOOFING,2028-07-07,ML Decision
241.120.234.74,IP_ADDRESS,HARD_FRAUD,2028-02-24,Compliance
UID_94536,USER_ID,HARD_FRAUD,2027-12-28,Manual Review
ACC_671000,ACCOUNT_ID,HARD_FRAUD,2027-11-30,Manual Review
CARD_025736,CARD_HASH,WATCHLIST,2027-06-26,Compliance
27.100.18.170,IP_ADDRESS,SPOOFING,2025-10-11,ML Decision
UID_39677,USER_ID,VELOCITY_BREACH,2026-03-31,Compliance
130.4.152.47,IP_ADDRESS,HARD_FRAUD,2026-09-27,Manual Review
CARD_025740,CARD_HASH,SPOOFING,2027-07-21,Manual Review
ACC_420650,ACCOUNT_ID,VELOCITY_BREACH,2028-06-07,ML Decision
ACC_755589,ACCOUNT_ID,VELOCITY_BREACH,2027-03-27,Compliance
ACC_564965,ACCOUNT_ID,SANCTIONS,2028-01-05,ML Decision
UID_94963,USER_ID,HARD_FRAUD,2025-12-02,ML Decision
UID_39182,USER_ID,SPOOFING,2027-12-14,External Feed
150.137.143.188,IP_ADDRESS,HARD_FRAUD,2027-07-21,ML Decision
ACC_787761,ACCOUNT_ID,HARD_FRAUD,2026-11-28,External Feed
246.213.129.78,IP_ADDRESS,SPOOFING,2027-04-30,Compliance
120.234.249.9,IP_ADDRESS,HARD_FRAUD,2026-02-24,ML Decision
ACC_256433,ACCOUNT_ID,SPOOFING,2026-03-21,Manual Review
ACC_861932,ACCOUNT_ID,SPOOFING,2028-02-13,Compliance
ACC_551420,ACCOUNT_ID,SPOOFING,2028-02-16,Compliance
MID_7914,MERCHANT_ID,VELOCITY_BREACH,2027-12-01,Manual Review
CARD_025754,CARD_HASH,HARD_FRAUD,2026-03-30,ML Decision
198.210.234.245,IP_ADDRESS,WATCHLIST,2025-03-05,ML Decision
MID_7932,MERCHANT_ID,SPOOFING,2028-06-27,ML Decision
ACC_414746,ACCOUNT_ID,SANCTIONS,2026-01-12,External Feed
MID_6473,MERCHANT_ID,SPOOFING,2027-07-01,External Feed
UID_56502,USER_ID,SANCTIONS,2026-08-29,ML Decision
UID_46328,USER_ID,SPOOFING,2025-12-20,Manual Review
CARD_025761,CARD_HASH,HARD_FRAUD,2027-09-09,External Feed
UID_21033,USER_ID,SANCTIONS,2027-02-27,ML Decision
108.114.64.1,IP_ADDRESS,SANCTIONS,2028-02-08,External Feed
ACC_312990,ACCOUNT_ID,HARD_FRAUD,2026-10-22,External Feed
MID_3468,MERCHANT_ID,WATCHLIST,2026-03-04,Manual Review
ACC_519721,ACCOUNT_ID,SPOOFING,2027-02-24,Manual Review
CARD_025767,CARD_HASH,HARD_FRAUD,2027-06-02,ML Decision
144.200.78.251,IP_ADDRESS,SPOOFING,2026-06-04,ML Decision
UID_60725,USER_ID,SPOOFING,2026-11-30,Manual Review
ACC_133152,ACCOUNT_ID,SPOOFING,2027-04-04,External Feed
ACC_760751,ACCOUNT_ID,HARD_FRAUD,2028-01-05,External Feed
UID_12520,USER_ID,SPOOFING,2027-04-07,Manual Review
UID_83142,USER_ID,VELOCITY_BREACH,2025-11-08,ML Decision
253.97.47.228,IP_ADDRESS,HARD_FRAUD,2026-10-01,ML Decision
UID_15194,USER_ID,HARD_FRAUD,2027-02-19,Manual Review
ACC_504422,ACCOUNT_ID,HARD_FRAUD,2028-07-29,Manual Review
228.143.161.5,IP_ADDRESS,SPOOFING,2027-02-07,ML Decision
UID_51894,USER_ID,HARD_FRAUD,2025-03-24,ML Decision
UID_98974,USER_ID,SANCTIONS,2027-09-23,External Feed
UID_84706,USER_ID,WATCHLIST,2026-06-25,External Feed
MID_8526,MERCHANT_ID,HARD_FRAUD,2025-11-15,Compliance
156.48.163.143,IP_ADDRESS,HARD_FRAUD,2026-11-14,ML Decision
ACC_231483,ACCOUNT_ID,HARD_FRAUD,2027-04-27,Manual Review
UID_86420,USER_ID,HARD_FRAUD,2026-12-08,ML Decision
ACC_166702,ACCOUNT_ID,SPOOFING,2026-03-15,Manual Review
184.64.200.207,IP_ADDRESS,SANCTIONS,2025-12-09,ML Decision
ACC_882067,ACCOUNT_ID,HARD_FRAUD,2028-10-23,External Feed
145.150.223.100,IP_ADDRESS,WATCHLIST,2027-11-21,ML Decision
UID_96147,USER_ID,SPOOFING,2025-10-31,Compliance
165.98.184.75,IP_ADDRESS,HARD_FRAUD,2026-01-18,Manual Review
ACC_733396,ACCOUNT_ID,WATCHLIST,2026-10-05,ML Decision
CARD_025792,CARD_HASH,HARD_FRAUD,2028-03-10,Compliance
213.230.141.226,IP_ADDRESS,SPOOFING,2025-01-15,External Feed
36.191.147.70,IP_ADDRESS,SANCTIONS,2024-11-05,ML Decision
UID_78006,USER_ID,HARD_FRAUD,2025-07-31,ML Decision
MID_1957,MERCHANT_ID,HARD_FRAUD,2026-04-22,External Feed
207.159.238.26,IP_ADDRESS,WATCHLIST,2026-12-10,ML Decision
UID_91322,USER_ID,HARD_FRAUD,2027-08-23,External Feed
UID_10596,USER_ID,HARD_FRAUD,2028-01-04,ML Decision
ACC_272324,ACCOUNT_ID,HARD_FRAUD,2026-11-05,Manual Review
UID_93122,USER_ID,SANCTIONS,2027-10-08,ML Decision
ACC_334924,ACCOUNT_ID,HARD_FRAUD,2026-04-25,ML Decision
UID_16527,USER_ID,VELOCITY_BREACH,2028-03-09,External Feed
ACC_162669,ACCOUNT_ID,HARD_FRAUD,2026-01-05,ML Decision
MID_2483,MERCHANT_ID,WATCHLIST,2026-11-14,ML Decision
CARD_025806,CARD_HASH,SPOOFING,2027-09-30,Manual Review
MID_4520,MERCHANT_ID,SPOOFING,2025-04-09,ML Decision
ACC_329261,ACCOUNT_ID,HARD_FRAUD,2028-04-23,ML Decision
236.39.228.148,IP_ADDRESS,WATCHLIST,2027-10-31,ML Decision
81.7.154.173,IP_ADDRESS,HARD_FRAUD,2028-02-14,Manual Review
ACC_798213,ACCOUNT_ID,HARD_FRAUD,2027-09-23,External Feed
ACC_159505,ACCOUNT_ID,HARD_FRAUD,2028-05-02,ML Decision
ACC_299916,ACCOUNT_ID,SPOOFING,2026-07-12,Compliance
